TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_MATPTINC,NUMINST_FSM6CLA1A_MATPTINC,NUMINST_CONVERTER_MATPTINC,NUMINST_SPONSOR_MATPTINC,NUMINST_FREE_MATPTINC,NUMINST_3_MATPTINC,NUMINST_4PLUS_MATPTINC,TELIG_MATPTINC,KS1APS_MATPTINC,PFSM6CLA1A_MATPTINC,PNOTFSM6CLA1A_MATPTINC,PEALGRP2_MATPTINC,PSEN_MATPTINC,READ_PROGSCORE_EM_ADJ_WGTAVG,READ_PROGSCORE_ADJ_UPPER,READ_PROGSCORE_ADJ_LOWER,WRIT_PROGSCORE_EM_ADJ_WGTAVG,WRIT_PROGSCORE_ADJ_UPPER,WRIT_PROGSCORE_ADJ_LOWER,MAT_PROGSCORE_EM_ADJ_WGTAVG,MAT_PROGSCORE_ADJ_UPPER,MAT_PROGSCORE_ADJ_LOWER,READ_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_FSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_FSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_FSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_FSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_FSM6CLA1A,READ_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,READ_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,WRIT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,WRIT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,MAT_PROGSCORE_EM_ADJ_WGTAVG_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_UPPER_NOTFSM6CLA1A,MAT_PROGSCORE_ADJ_LOWER_NOTFSM6CLA1A,PRWM_EXP_WGTAVG,PRWM_EXP_WGTAVG_FSM6CLA1A,PRWM_EXP_WGTAVG_NOTFSM6CLA1A,READ_PROGSCORE_BANDING,WRIT_PROGSCORE_BANDING,MAT_PROGSCORE_BANDING,INSTITUTIONS_INMAT,NUMINST_INMAT,NUMINST_CONVERTER_INMAT,NUMINST_SPONSOR_INMAT,NUMINST_FREE_INMAT,TELIG_INMAT,PFSM6CLA1A_INMAT,PNOTFSM6CLA1A_INMAT
202223,AcademicYear,Multi-academy trust,THE FUTURES TRUST,15732,TR01671,8678162,10060589,West Midlands,143779;143780;146199,3,3,2,1,0,0,3,156,7.6,33%,67%,34%,19%,-0.4,0.6,-1.5,1.4,2.4,0.4,1.4,2.3,0.4,-1.1,0.6,-2.9,-0.3,1.4,-2,0.7,2.4,-1,-0.1,1.1,-1.4,2.2,3.4,1,1.7,2.8,0.5,57%,39%,66%,Average,Above average,Above average,143779;143780;146199;148956,4,3,1,0,216,39%,61%
202223,AcademicYear,Multi-academy trust,TEES VALLEY EDUCATION,15748,TR03365,9630999,10061206,North East,138559;138560;139931;146067,4,4,3,1,0,0,4,126,7.2,SUPPMAT,SUPPMAT,5%,28%,0.4,1.5,-0.7,2.1,3.1,1,0.6,1.6,-0.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,56%,SUPPMAT,SUPPMAT,Average,Above average,Average,138559;138560;139931;146067,4,3,1,0,126,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,ST. JAMES AND EMMANUEL ACADEMY TRUST LTD,15753,TR03172,8652284,10060570,North West,141967;142265;142936;147516,4,4,1,2,1,1,3,172,7.8,SUPPMAT,SUPPMAT,14%,22%,0.5,1.5,-0.5,0.6,1.6,-0.4,1.1,2.1,0.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,65%,SUPPMAT,SUPPMAT,Average,Average,Above average,141967;142265;142936;147516,4,1,2,1,172,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,CUMBRIA EDUCATION TRUST,15765,TR02488,7698631,10059094,North West,141995;143116;143536;145137;145138;147114;147597;148137,8,8,0,8,0,4,4,178,7.7,SUPPMAT,SUPPMAT,7%,16%,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,137653;141995;143116;143536;145137;145138;147114;147597;148137,9,1,8,0,182,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,VICTORIOUS ACADEMIES TRUST,15772,TR02724,9323071,10060903,North West,140427;140428;145706;146456;146480;146665;147917,7,7,4,3,0,1,6,356,7.6,53%,47%,10%,33%,0,0.7,-0.6,-0.6,0,-1.3,-0.7,-0.1,-1.4,0.2,1.1,-0.7,-0.6,0.3,-1.5,-1.1,-0.3,-2,-0.2,0.8,-1.1,-0.7,0.3,-1.6,-0.3,0.6,-1.2,54%,41%,68%,Average,Average,Below average,140427;140428;145706;146456;146480;146665;147917,7,4,3,0,356,53%,47%
202223,AcademicYear,Multi-academy trust,COMPASS ACADEMY TRUST,15773,TR02861,9323096,10060904,London,142298;142299;142300;142301,4,4,4,0,0,0,4,313,8,SUPPMAT,SUPPMAT,7%,15%,1.4,2.2,0.7,1.2,1.9,0.6,1.9,2.6,1.2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,74%,SUPPMAT,SUPPMAT,Above average,Above average,Above average,142298;142299;142300;142301,4,4,0,0,313,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE MOORLANDS PRIMARY FEDERATION,15774,TR03087,9378112,10060923,West Midlands,141770;141837;141848;145048;145053,5,5,4,1,0,0,5,61,8,31%,69%,3%,13%,-0.5,1.2,-2.1,-1.6,-0.1,-3.2,0.6,2.1,-0.9,-1.2,1.6,-4.1,-3.2,-0.5,-5.9,0.2,2.9,-2.5,-0.1,1.9,-2.1,-0.9,1,-2.8,0.8,2.6,-1.1,62%,47%,69%,Average,Below average,Average,141770;141837;141848;142276;145048;145053,6,5,1,0,66,32%,68%
202223,AcademicYear,Multi-academy trust,MEDWAY ANGLICAN SCHOOLS TRUST,15779,TR03225,9628754,10060988,South East,138974;142137;142160,3,3,2,1,0,0,3,160,8,34%,66%,21%,15%,-1.7,-0.7,-2.8,-1.1,-0.2,-2.1,-2.3,-1.4,-3.3,-3.4,-1.7,-5.2,-2.5,-0.9,-4.2,-4.2,-2.6,-5.9,-0.9,0.3,-2.1,-0.5,0.7,-1.6,-1.3,-0.2,-2.5,56%,33%,68%,Below average,Below average,Below average,138974;142137;142160,3,2,1,0,160,34%,66%
202223,AcademicYear,Multi-academy trust,CIRRUS PRIMARY ACADEMY TRUST,15781,TR03221,9642581,10060991,London,142177;144544;145742;145977,4,4,2,2,0,0,4,402,8.1,23%,77%,48%,16%,0.5,1.2,-0.1,0,0.6,-0.6,0.7,1.3,0,-2.7,-1.4,-4,-3.7,-2.5,-5,-2.8,-1.6,-4.1,1.6,2.4,0.8,1.3,2,0.5,1.9,2.6,1.2,64%,33%,74%,Average,Average,Average,142177;144544;145742;145977,4,2,2,0,402,23%,77%
202223,AcademicYear,Multi-academy trust,ST THOMAS CATHOLIC ACADEMIES TRUST,15785,TR03139,9660515,10060998,South East,142263;142264;143802;143804;145324;145325,6,6,6,0,0,2,4,307,7.7,SUPPMAT,SUPPMAT,53%,15%,0.4,1.1,-0.3,0.9,1.6,0.2,1,1.7,0.3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,62%,SUPPMAT,SUPPMAT,Average,Above average,Above average,142263;142264;143802;143804;145324;145325;148669;148670;148671;148673;148674,11,11,0,0,551,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,VENN ACADEMY TRUST,15786,TR03231,9662303,10060999,Yorkshire and the Humber,142307;144583;144605;146919;146948,5,5,4,1,0,0,5,237,7.5,61%,39%,9%,23%,-0.7,0.1,-1.5,0.8,1.5,0,-1,-0.2,-1.8,-0.9,0.1,-1.9,0.5,1.5,-0.5,-0.8,0.2,-1.7,-0.5,0.8,-1.8,1.2,2.4,0,-1.4,-0.2,-2.6,51%,46%,61%,Average,Average,Below average,142307;144583;144605;146919;146948;148689,6,5,1,0,276,57%,43%
202223,AcademicYear,Multi-academy trust,AMADEUS PRIMARY ACADEMIES  TRUST,15787,TR03329,9662313,10061000,London,142228;142229;142294;142295;146842;146892,6,6,6,0,0,0,6,345,7.8,SUPPMAT,SUPPMAT,16%,15%,0.4,1,-0.3,-1.1,-0.5,-1.8,-0.1,0.6,-0.7,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,55%,SUPPMAT,SUPPMAT,Average,Below average,Average,142228;142229;142294;142295;146842;146892,6,6,0,0,345,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,PA COMMUNITY TRUST,15797,TR03177,9718257,10061025,West Midlands,142230;142231;142570;146075;147111,5,5,2,3,0,1,4,417,7.2,45%,55%,72%,26%,1.4,2,0.7,1.6,2.2,1,3.5,4.1,2.9,1.2,2.1,0.3,1.2,2.1,0.3,3.3,4.2,2.4,1.5,2.4,0.7,1.9,2.7,1,3.7,4.5,2.9,64%,61%,67%,Above average,Above average,Well above average,142230;142231;142570;146075;147111,5,2,3,0,417,45%,55%
202223,AcademicYear,Multi-academy trust,INSPIRE EDUCATION TRUST,15799,TR03140,9728614,10061026,West Midlands,142039;142244;142245;143535;147164,5,5,2,3,0,0,5,297,7.8,36%,64%,20%,20%,-2.1,-1.4,-2.9,-1.7,-1,-2.4,-1.6,-0.9,-2.3,-3.5,-2.3,-4.8,-4,-2.8,-5.2,-4,-2.9,-5.2,-1.4,-0.5,-2.3,-0.5,0.4,-1.4,-0.3,0.6,-1.1,49%,28%,62%,Below average,Below average,Below average,142039;142244;142245;143535;147164,5,2,3,0,297,36%,64%
202223,AcademicYear,Multi-academy trust,THE KITE ACADEMY TRUST,15864,TR03179,9785186,10061033,South East,142356;142380;142415;143809;145543;146975;147128,7,7,7,0,0,1,6,330,7.7,20%,80%,12%,20%,-0.7,0,-1.4,-0.2,0.5,-0.9,-1.5,-0.8,-2.2,-3.1,-1.5,-4.7,-1.3,0.1,-2.8,-3.9,-2.5,-5.4,-0.1,0.6,-0.9,0.1,0.8,-0.7,-0.9,-0.1,-1.6,52%,26%,58%,Average,Average,Below average,142356;142380;142415;143809;145543;146975;147128,7,7,0,0,330,20%,80%
202223,AcademicYear,Multi-academy trust,THE PATHWAY ACADEMY TRUST,15865,TR03202,9782388,10061032,South East,136351;142346;145117;145815,4,4,3,1,0,0,4,282,7.9,21%,79%,20%,12%,-1.1,-0.4,-1.9,-0.5,0.3,-1.2,-1.4,-0.7,-2.1,-2.4,-0.7,-4.1,-0.5,1.1,-2.1,-4.2,-2.6,-5.8,-0.8,0,-1.6,-0.4,0.4,-1.3,-0.7,0.1,-1.5,56%,36%,61%,Below average,Average,Below average,136351;142346;145117;145815,4,3,1,0,282,21%,79%
202223,AcademicYear,Multi-academy trust,ELSTON HALL LEARNING TRUST,15866,TR03340,9780473,10061031,West Midlands,142349;142684;143813;144252;147480,5,5,4,1,0,1,4,304,7.9,45%,55%,26%,17%,0.4,1.1,-0.4,0.7,1.4,0,0.4,1.1,-0.3,0.7,1.8,-0.3,1.3,2.3,0.2,0.4,1.4,-0.6,0.1,1,-0.9,0.3,1.2,-0.7,0.4,1.4,-0.5,68%,66%,70%,Average,Average,Average,142349;142684;143813;144252;147480,5,4,1,0,304,45%,55%
202223,AcademicYear,Multi-academy trust,RIVIERA EDUCATION TRUST,15867,TR03226,9751294,10061028,South West,136659;142361;142364,3,3,3,0,0,0,3,204,8.1,26%,74%,4%,17%,-1,-0.1,-1.8,-1.2,-0.4,-2.1,-1.7,-0.9,-2.5,-1.4,0.2,-3.1,-1.7,-0.1,-3.4,-3.8,-2.2,-5.4,-0.8,0.2,-1.8,-1.1,-0.1,-2.1,-1,0,-1.9,62%,53%,66%,Below average,Below average,Below average,136659;142361;142364,3,3,0,0,204,26%,74%
202223,AcademicYear,Multi-academy trust,EVERY CHILD MATTERS ACADEMY TRUST,15872,TR03069,9700223,10061020,Yorkshire and the Humber,141917;141973;141974;142351;142385;143555;143556;147717,8,8,6,2,0,3,5,340,7.5,41%,59%,2%,24%,0.2,0.9,-0.5,0.1,0.8,-0.5,1.4,2,0.7,-0.1,1,-1.1,-0.3,0.7,-1.3,1,2,0,0.3,1.2,-0.5,0.4,1.2,-0.4,1.6,2.5,0.8,58%,46%,65%,Average,Average,Above average,141917;141973;141974;142351;142385;143555;143556;147717,8,6,2,0,340,41%,59%
202223,AcademicYear,Multi-academy trust,DRB IGNITE MULTI ACADEMY TRUST,15873,TR03070,9284055,10060889,West Midlands,141979;142047;142353;142386;143087;143196;143437;146817,8,8,5,3,0,0,8,460,7.5,62%,38%,28%,26%,-1.4,-0.8,-2,0.5,1.1,-0.1,-1.1,-0.6,-1.7,-1.1,-0.3,-1.8,0.3,1,-0.4,-1.6,-0.9,-2.3,-2,-1,-3,0.8,1.8,-0.1,-0.2,0.7,-1.2,51%,45%,61%,Below average,Average,Below average,141979;142047;142353;142386;143087;143196;143437;146817,8,5,3,0,460,62%,38%
202223,AcademicYear,Multi-academy trust,FURNESS EDUCATION TRUST,15877,TR00831,6895426,10058261,North West,142247;142248;142249,3,3,3,0,0,0,3,132,8,SUPPMAT,SUPPMAT,4%,23%,0.5,1.6,-0.6,0.2,1.2,-0.9,0.1,1.2,-0.9,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,65%,SUPPMAT,SUPPMAT,Average,Average,Average,142247;142248;142249;149351,4,4,0,0,142,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,LEO ACADEMY TRUST,15878,TR00456,7543202,10058553,London,140260;142398;143375;143628;145484,5,5,4,1,0,0,5,506,8.3,15%,85%,41%,14%,2.4,3,1.8,2.7,3.2,2.1,4.1,4.6,3.5,1.7,3.2,0.2,2.9,4.3,1.5,2.9,4.3,1.5,2.5,3.2,1.9,2.6,3.2,2,4.3,4.9,3.7,83%,72%,85%,Above average,Above average,Well above average,140260;142398;143375;143628;145484;148882,6,5,1,0,545,16%,84%
202223,AcademicYear,Multi-academy trust,CORNERSTONE ACADEMY TRUST,15879,TR00311,7339625,10058322,South West,136280;142886;146531,3,3,1,1,1,0,3,155,7.8,29%,71%,6%,26%,0.1,1.2,-0.9,-0.3,0.7,-1.3,-2.7,-1.8,-3.7,0.5,2.3,-1.4,0.6,2.4,-1.2,-2.7,-1,-4.4,0,1.2,-1.2,-0.7,0.5,-1.9,-2.7,-1.6,-3.8,55%,40%,62%,Average,Average,Below average,136280;142886;146531,3,1,1,1,155,29%,71%
202223,AcademicYear,Multi-academy trust,THE DE FERRERS TRUST,15884,TR00635,7442789,10058411,West Midlands,142769;142792;145459,3,3,2,1,0,0,3,120,7.3,35%,65%,43%,20%,-0.7,0.4,-1.9,1,2.1,-0.2,-1.7,-0.7,-2.8,-0.3,1.7,-2.2,0.8,2.7,-1.1,-1.6,0.3,-3.4,-1,0.4,-2.4,1,2.4,-0.3,-1.8,-0.5,-3.2,48%,31%,56%,Average,Average,Below average,142769;142792;145459,3,2,1,0,120,35%,65%
202223,AcademicYear,Multi-academy trust,THE MEAD EDUCATIONAL TRUST,15900,TR02730,9079258,10055113,East Midlands,141221;142848;142857;142967;144107;147148;147411,7,7,6,1,0,0,7,414,7.7,32%,68%,64%,18%,1.2,1.9,0.6,2.1,2.7,1.5,2.4,3,1.8,1.3,2.4,0.2,1.7,2.7,0.6,2.1,3.1,1,1.2,2,0.4,2.3,3,1.5,2.6,3.3,1.8,70%,62%,73%,Above average,Above average,Above average,141221;142848;142857;142967;144107;147148;147411;148391,8,6,2,0,474,32%,68%
202223,AcademicYear,Multi-academy trust,THE TENAX SCHOOLS TRUST,15903,TR00183,7542155,10058549,South East,138737;142611;142689;143987;144302;146400,6,6,5,1,0,0,6,196,7.8,24%,76%,6%,19%,0.7,1.6,-0.2,0.5,1.3,-0.4,-1.1,-0.3,-2,0.6,2.5,-1.2,-1,0.8,-2.7,-2.6,-0.8,-4.3,0.7,1.7,-0.4,0.9,1.9,-0.1,-0.7,0.3,-1.7,62%,36%,70%,Average,Average,Below average,138737;142611;142689;143987;144302;146400,6,5,1,0,196,24%,76%
202223,AcademicYear,Multi-academy trust,MERCIAN EDUCATIONAL TRUST,15935,TR01948,7698974,10059104,West Midlands,136984;137292;146667;147284,4,4,2,2,0,1,3,165,7.8,SUPPMAT,SUPPMAT,6%,21%,-1.6,-0.7,-2.6,-2.1,-1.2,-3,-1.6,-0.7,-2.5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,52%,SUPPMAT,SUPPMAT,Below average,Below average,Below average,136984;137292;146667;147284,4,2,2,0,165,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THE COLLEGIATE TRUST,15936,TR01786,8058921,10059772,London,143635;145544;146134;146137,4,4,4,0,0,0,4,190,7.4,38%,62%,26%,21%,0.3,1.2,-0.6,0.1,1,-0.8,0.5,1.4,-0.4,-0.2,1.4,-1.7,1.1,2.6,-0.3,-0.9,0.5,-2.3,0.6,1.8,-0.6,-0.5,0.6,-1.7,1.5,2.6,0.3,51%,38%,59%,Average,Average,Average,143635;145544;146134;146137;148682,5,5,0,0,217,39%,61%
202223,AcademicYear,Multi-academy trust,THE LEARNING FOR LIFE PARTNERSHIP,15952,TR03332,9675372,10061003,North West,139752;141568;142441;142756;146995,5,5,5,0,0,0,5,261,7.5,SUPPMAT,SUPPMAT,8%,24%,1.6,2.4,0.8,0.6,1.3,-0.2,2.3,3.1,1.6,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,58%,SUPPMAT,SUPPMAT,Above average,Average,Above average,139752;141568;142441;142756;146995,5,5,0,0,261,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,THEDWASTRE EDUCATION TRUST,15968,TR03348,9896672,10061053,East of England,142547;142554;142562;142566,4,4,4,0,0,0,4,103,7.8,18%,82%,1%,17%,-0.4,0.9,-1.6,-1.5,-0.3,-2.7,0.6,1.8,-0.6,-3.3,-0.3,-6.2,-3.7,-0.8,-6.5,-0.3,2.5,-3.1,0.2,1.6,-1.1,-1.1,0.3,-2.4,0.8,2.1,-0.5,62%,32%,69%,Average,Below average,Average,142547;142554;142562;142566,4,4,0,0,103,18%,82%
202223,AcademicYear,Multi-academy trust,ALL SAINTS' TRUST,15971,TR03162,9887971,10061048,London,142558;146116;146179,3,3,3,0,0,0,3,142,8,SUPPMAT,SUPPMAT,46%,19%,1.3,2.4,0.2,2.7,3.7,1.7,1.4,2.4,0.4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,80%,SUPPMAT,SUPPMAT,Above average,Above average,Above average,142558;146116;146179,3,3,0,0,142,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,CASCADE MULTI ACADEMY TRUST,16003,TR03170,9913676,10061057,Yorkshire and the Humber,142542;142663;147621;147622,4,4,4,0,0,2,2,271,6.8,59%,41%,64%,31%,0.2,1,-0.6,0.8,1.6,0.1,-1.1,-0.4,-1.9,-0.1,0.9,-1.1,0.9,1.9,-0.1,-1.6,-0.6,-2.5,0.7,2,-0.5,0.7,1.9,-0.5,-0.5,0.7,-1.6,41%,31%,57%,Average,Above average,Below average,142542;142663;147621;147622,4,4,0,0,271,59%,41%
202223,AcademicYear,Multi-academy trust,CYGNUS ACADEMIES TRUST,16005,TR03382,9950137,10061062,South East,140592;142591;142613;144615;146574;147454,6,6,3,3,0,1,5,335,8,29%,71%,28%,16%,-0.1,0.6,-0.8,1.2,1.9,0.6,0.1,0.7,-0.6,0.1,1.4,-1.2,1,2.2,-0.3,-1.2,0,-2.4,-0.2,0.6,-1,1.3,2.1,0.5,0.6,1.4,-0.2,70%,64%,72%,Average,Above average,Average,140592;142591;142613;143432;144615;145208;146574;147454,8,5,3,0,456,27%,73%
202223,AcademicYear,Multi-academy trust,MANOR MULTI ACADEMY TRUST,16011,TR03189,9323792,10060905,West Midlands,141858;143151;143152;145396;145747;146609,6,6,3,3,0,0,6,350,8.1,40%,60%,13%,17%,-1.4,-0.7,-2,-1.3,-0.6,-1.9,-2.4,-1.7,-3,-1.7,-0.7,-2.8,-2.5,-1.4,-3.5,-3.6,-2.6,-4.6,-1.1,-0.3,-2,-0.5,0.3,-1.3,-1.5,-0.7,-2.3,60%,46%,69%,Below average,Below average,Below average,141858;143151;143152;145396;145747;146609;148182;148340,8,3,5,0,457,40%,60%
202223,AcademicYear,Multi-academy trust,MID-TRENT MULTI ACADEMY TRUST,16012,TR03228,9878928,10061046,West Midlands,142422;142442;142447,3,3,3,0,0,0,3,69,8.2,17%,83%,1%,7%,1.7,3.2,0.2,0.5,2,-1,0.6,2.1,-0.8,4.1,7.8,0.3,4.2,7.8,0.6,3.3,6.8,-0.2,1.2,2.9,-0.4,-0.2,1.4,-1.8,0.1,1.7,-1.4,68%,58%,70%,Above average,Average,Average,142422;142442;142447,3,3,0,0,69,17%,83%
202223,AcademicYear,Multi-academy trust,BISHOP CHADWICK CATHOLIC EDUCATION TRUST,16013,TR03359,9940352,10061060,North East,147102;147108;147928;147929,4,4,4,0,0,2,2,90,7.5,42%,58%,6%,16%,2.6,3.9,1.2,3.8,5,2.5,1.5,2.7,0.2,2.6,4.6,0.6,2.4,4.3,0.5,0.7,2.6,-1.2,2.5,4.3,0.8,4.9,6.6,3.2,2.1,3.8,0.4,65%,56%,73%,Above average,Well above average,Above average,147102;147108;147928;147929;148274;148276;148277;148452;148486;148606;148626;148778;148779;148781;148782;148788;148789;148911;148912;148913;149034;149035;149036;149165,24,24,0,0,710,27%,73%
202223,AcademicYear,Multi-academy trust,THE BLUE KITE ACADEMY TRUST,16016,TR03227,9889819,10061050,South West,142539;142546;146073;147250;147755,5,5,4,1,0,2,3,387,7.8,SUPPMAT,SUPPMAT,14%,19%,1.8,2.4,1.2,1.2,1.8,0.5,1.9,2.5,1.3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,68%,SUPPMAT,SUPPMAT,Above average,Above average,Above average,137191;142539;142546;146073;147250;147755;148925;149130,8,7,1,0,554,SUPPMAT,SUPPMAT
202223,AcademicYear,Multi-academy trust,CATHEDRAL SCHOOLS TRUST,16026,TR00307,6516626,10058233,South West,139828;144863;144864;146261,4,4,3,0,1,0,4,209,7.9,33%,67%,15%,23%,-0.7,0.2,-1.5,-1.2,-0.3,-2,-0.7,0.1,-1.5,-2.3,-0.8,-3.8,-2,-0.5,-3.4,-1.1,0.4,-2.5,0.1,1.2,-0.9,-0.8,0.3,-1.8,-0.5,0.5,-1.5,61%,38%,72%,Average,Below average,Average,139828;140728;144863;144864;146261;148679,6,5,0,1,291,33%,67%
202223,AcademicYear,Multi-academy trust,ANGLIAN LEARNING,16031,TR00257,7564749,10058649,East of England,140622;143576;145031;145423;145424;145425;146280,7,7,4,2,1,4,3,224,7.5,22%,78%,9%,20%,1.3,2.1,0.4,-0.8,0,-1.6,0.5,1.3,-0.3,-0.6,1.2,-2.3,-2.7,-1,-4.4,-2.3,-0.6,-3.9,1.8,2.8,0.9,-0.3,0.6,-1.2,1.4,2.3,0.5,52%,22%,61%,Above average,Average,Average,140622;143576;145031;145423;145424;145425;146280;148454;149098,9,5,2,2,260,23%,77%
202223,AcademicYear,Multi-academy trust,BROOKE HILL ACADEMY TRUST LIMITED,16033,TR00326,7693338,10058999,East Midlands,137358;142544;143518,3,3,2,1,0,0,3,62,8.2,13%,87%,5%,16%,-2,-0.4,-3.6,-3,-1.4,-4.5,-2.4,-0.9,-4,-1,3.7,-5.6,-1.1,3.4,-5.6,-1.9,2.5,-6.3,-2.1,-0.4,-3.9,-3.2,-1.6,-4.9,-2.5,-0.9,-4.1,55%,50%,56%,Below average,Well below average,Below average,137358;142544;143518,3,2,1,0,62,13%,87%
202223,AcademicYear,Multi-academy trust,BISHOP WILKINSON CATHOLIC EDUCATION TRUST,16035,TR00390,7890590,10059486,North East,140638;141828;147123;147131;147135;147138;147139;147147,8,8,8,0,0,2,6,221,8,18%,82%,5%,14%,0.9,1.7,0,-0.2,0.6,-1,-0.3,0.5,-1.1,0.3,2.3,-1.7,-2.1,-0.2,-4,-1.7,0.2,-3.6,1,1.9,0.1,0.2,1.1,-0.7,0,0.9,-0.9,62%,43%,67%,Average,Average,Average,140638;141828;147123;147131;147135;147138;147139;147147;148204;148205;148206;148207;148208;148259;148260;148262;148409;148410;148412;148413;148604;148605;148609;148610;148704;148705;148810;148819;148820;148844;148845;148907;148908;148910;148914;149051;149052;149053;149054;149060,40,40,0,0,1101,22%,78%
