RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,ALL_BAND,ALL_SCORE,ALL_UPPER,ALL_LOWER,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_UPPER,ACADAGEN_LOWER,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_UPPER,TLEV_LOWER,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_UPPER,OTHER_LOWER,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,210,4318,136298,The Charter School North Dulwich,ACC,0,0,3,7,13,0,173,89%,1%,88%,49%,47%,2%,0%,173,89%,7,12,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,4680,100849,St Saviour's and St Olave's Church of England School,VA,0,0,2,12,22,1,61,90%,0%,90%,30%,30%,5%,0%,61,90%,12,22,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,91%,31%,31%,SUPP,0%
1,210,5402,100857,The St Thomas the Apostle College,VA,0,0,3,8,16,0,101,90%,1%,89%,43%,40%,3%,0%,99,91%,9,16,1,2,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,90%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,5403,138961,St Michael's Catholic College,ACC,0,0,3,10,19,0,78,90%,3%,87%,37%,33%,3%,0%,76,89%,9,17,0,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,92%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,5405,138960,Sacred Heart Catholic School,ACC,0,0,3,5,13,-3,103,87%,5%,82%,41%,35%,0%,1%,103,87%,5,12,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,88%,40%,31%,0%,SUPP
1,210,6905,134222,City of London Academy (Southwark),AC,0,0,3,3,10,-4,136,82%,3%,78%,26%,26%,0%,1%,134,83%,3,9,-3,3,0,0%,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,3,75%,SUPP,71%,19%,17%,0%,SUPP
1,210,6907,131747,Harris Academy Bermondsey,AC,0,0,3,15,29,0,32,97%,0%,97%,38%,34%,9%,0%,32,97%,15,28,1,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,95%,0%,95%,33%,29%,5%,0%
1,210,6908,132711,Harris Girls' Academy East Dulwich,AC,1,0,3,3,12,-6,70,79%,0%,76%,14%,11%,0%,3%,66,77%,1,10,-8,3,4,SUPP,SUPP,SUPP,SUPP,1,0,0%,NA,NA,NA,NA,75%,0%,75%,6%,6%,0%,0%
1,210,6909,135315,Ark Walworth Academy,AC,0,0,2,14,26,1,48,81%,2%,79%,19%,21%,0%,0%,48,81%,14,25,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,210,6912,135584,Ark Globe Academy,AC,0,0,1,20,31,8,55,93%,0%,93%,31%,33%,5%,0%,51,94%,19,29,8,1,4,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,100%,0%,100%,29%,36%,0%,0%
1,210,6913,135816,Harris Boys' Academy East Dulwich,AC,1,0,3,9,22,-4,39,67%,3%,64%,3%,3%,0%,0%,21,62%,-7,10,-24,3,18,72%,28,50,5,2,0,0%,NA,NA,NA,NA,81%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
LA,210,,,,,,,NA,8,NA,NA,1095,86%,2%,84%,34%,32%,2%,SP,1037,86%,6,NA,NA,NA,56,79%,32,NA,NA,NA,2,50%,5,NA,NA,NA,87%,2%,84%,39%,37%,2%,1%
1,211,4002,141095,East London Arts & Music,F1619,0,0,3,-4,3,-11,139,60%,0%,60%,5%,5%,0%,0%,105,65%,-6,1,-13,3,0,0%,NA,NA,NA,NA,34,44%,5,21,-11,3,73%,0%,73%,2%,2%,0%,0%
1,211,4005,144756,Mulberry UTC,UTC,0,0,1,25,34,15,73,85%,0%,85%,15%,12%,0%,0%,58,84%,22,32,11,1,14,93%,44,69,18,1,1,SUPP,SUPP,SUPP,SUPP,3,86%,0%,86%,18%,14%,0%,0%
1,211,4024,100965,Bow School,CY,0,0,1,28,42,13,33,100%,0%,97%,48%,48%,6%,3%,33,100%,28,41,14,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,211,4105,100966,Langdon Park Community School,CY,0,0,3,6,18,-6,48,85%,0%,85%,29%,29%,0%,0%,48,85%,6,17,-5,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,81%,0%,81%,33%,33%,0%,0%
1,211,4150,100967,Morpeth School,CY,0,0,1,16,22,9,176,86%,2%,84%,26%,26%,1%,1%,176,86%,16,21,10,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,86%,SUPP,85%,24%,23%,SUPP,SUPP
1,211,4242,143629,Mulberry School for Girls,ACC,0,0,2,12,18,5,152,91%,1%,89%,40%,39%,2%,1%,152,91%,12,18,5,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,91%,31%,30%,1%,SUPP
1,211,4276,144700,Mulberry Stepney Green Mathematics and Computing College,ACC,0,0,1,17,27,6,64,95%,3%,92%,36%,34%,0%,0%,64,95%,17,26,7,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,0%,96%,35%,31%,0%,0%
1,211,4277,143379,St Paul's Way Trust School,ACC,0,0,3,9,17,0,99,94%,1%,93%,63%,62%,3%,0%,99,94%,9,16,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,211,4284,137789,Mulberry Academy Shoreditch,ACC,0,0,3,13,25,0,43,84%,5%,79%,33%,33%,0%,0%,43,84%,13,24,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,211,4296,100972,Oaklands School,CY,0,0,2,15,23,6,87,91%,0%,91%,29%,23%,1%,0%,87,91%,15,23,6,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,0%,90%,31%,25%,SUPP,0%
1,211,4297,100973,Swanlea School,CY,0,0,1,16,24,7,93,91%,1%,90%,45%,45%,0%,0%,93,91%,16,24,7,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,211,4505,100974,George Green's School,VC,0,0,2,11,20,1,74,86%,0%,86%,42%,39%,0%,0%,74,86%,11,20,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,0%,89%,43%,38%,0%,0%
1,211,4507,100975,Central Foundation Girls' School,VA,0,0,2,12,19,4,127,87%,0%,87%,36%,36%,0%,0%,127,87%,12,18,5,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,91%,33%,33%,0%,0%
1,211,4722,100977,Stepney All Saints Church of England Secondary School,VA,0,0,2,12,18,5,149,89%,0%,89%,38%,36%,1%,0%,149,89%,12,18,5,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,0%,87%,35%,32%,SUPP,0%
1,211,4726,100978,Bishop Challoner Girls' School,VA,0,0,2,12,19,4,116,85%,0%,84%,28%,28%,3%,1%,102,90%,13,20,5,2,14,50%,3,28,-22,3,0,0%,NA,NA,NA,NA,87%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,211,8066,130418,New City College,General Further Education College,0,0,3,2,3,0,2260,57%,1%,55%,6%,5%,0%,1%,1099,68%,-1,1,-3,3,95,38%,-6,3,-15,3,1066,48%,5,7,2,2,64%,1%,61%,6%,5%,0%,2%
LA,211,,,,,,,NA,6,NA,NA,3767,69%,1%,67%,17%,16%,SP,1%,2543,79%,6,NA,NA,NA,123,46%,0,NA,NA,NA,1101,48%,5,NA,NA,NA,63%,1%,61%,15%,14%,SP,1%
1,212,4000,138267,Ark Bolingbroke Academy,F,0,0,2,12,22,1,62,90%,0%,87%,34%,37%,2%,3%,62,90%,12,21,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,95%,0%,95%,29%,29%,SUPP,0%
1,212,4001,140985,Harris Academy Battersea,AC,0,0,3,6,14,-2,89,84%,0%,83%,31%,30%,1%,1%,87,84%,6,14,-2,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,82%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,4008,135762,Saint John Bosco College,VA,0,0,1,22,39,4,23,91%,0%,87%,17%,17%,0%,4%,21,95%,24,41,6,1,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,4297,101053,Ernest Bevin College,CY,0,0,2,14,22,5,105,83%,1%,81%,15%,14%,0%,1%,91,85%,12,20,3,2,12,75%,28,55,0,3,2,SUPP,SUPP,SUPP,SUPP,3,85%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,4328,136883,Chestnut Grove School,ACC,0,0,3,5,13,-3,98,81%,1%,80%,28%,26%,2%,0%,87,78%,-1,7,-9,3,11,100%,54,82,25,1,0,0%,NA,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,212,4734,141808,Saint Cecilia's Church of England School,ACC,0,0,3,-1,7,-9,88,80%,0%,80%,34%,30%,1%,0%,88,80%,-1,7,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,65%,0%,65%,0%,0%,SUPP,0%
1,212,5400,137005,Graveney School,ACC,0,0,3,4,8,0,368,86%,1%,84%,38%,35%,2%,1%,368,86%,4,8,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,0%,85%,26%,23%,0%,2%
1,212,5401,139842,Burntwood School,ACC,0,0,2,14,20,7,158,89%,1%,87%,23%,19%,1%,1%,157,89%,14,20,7,2,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,92%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,5402,138681,Ark Putney Academy,ACC,0,0,1,20,31,8,53,91%,0%,89%,25%,25%,2%,2%,40,90%,12,24,0,3,0,0%,NA,NA,NA,NA,13,92%,43,69,16,1,91%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,5405,138682,Southfields Academy,ACC,0,0,3,7,13,0,159,72%,1%,71%,8%,8%,0%,0%,112,79%,6,13,-1,3,0,0%,NA,NA,NA,NA,47,53%,8,21,-5,3,77%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,212,6905,135316,Ashcroft Technology Academy,AC,0,0,3,4,11,-3,130,93%,2%,91%,64%,55%,2%,1%,130,93%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,212,8600,130422,St Francis Xavier Sixth Form College,Sixth Form College,0,0,1,25,29,20,343,78%,SP,76%,6%,6%,0%,1%,136,90%,19,25,12,1,0,0%,NA,NA,NA,NA,207,70%,29,35,22,1,73%,SUPP,71%,6%,5%,0%,SUPP
LA,212,,,,,,,NA,11,NA,NA,1676,83%,1%,82%,26%,24%,1%,1%,1379,86%,8,NA,NA,NA,28,86%,39,NA,NA,NA,269,68%,26,NA,NA,NA,84%,1%,82%,29%,26%,2%,1%
1,213,4001,140939,Harris Westminster Sixth Form,F1619,0,0,3,4,8,0,278,94%,2%,92%,72%,67%,14%,SP,278,94%,4,8,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,SUPP,89%,63%,57%,9%,SUPP
1,213,4004,145126,Harris Academy St John's Wood,AC,0,0,2,14,20,7,155,87%,0%,86%,31%,30%,1%,1%,155,87%,14,20,7,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4628,138313,The Grey Coat Hospital,ACC,0,0,2,11,18,3,111,97%,1%,95%,52%,48%,8%,1%,111,97%,11,18,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,94%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,4673,137353,The St Marylebone CofE School,ACC,0,0,3,2,8,-4,167,90%,2%,87%,54%,53%,4%,1%,167,90%,2,8,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,86%,34%,34%,0%,SUPP
1,213,4687,138312,Westminster City School,ACC,0,0,1,24,34,13,59,98%,0%,98%,37%,36%,2%,0%,59,98%,24,34,13,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,97%,0%,97%,28%,28%,SUPP,0%
1,213,4723,101154,St Augustine's Federated Schools: CE High School,VA,0,0,2,14,23,4,70,89%,1%,86%,20%,19%,1%,1%,70,89%,14,23,4,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,SUPP,86%,19%,19%,SUPP,SUPP
1,213,4809,139369,St George's Catholic School,ACC,0,0,3,6,14,-2,103,78%,0%,77%,20%,18%,0%,1%,103,78%,6,13,-1,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,213,6905,130912,Paddington Academy,AC,0,0,2,14,20,7,160,91%,0%,91%,35%,33%,1%,0%,160,91%,14,20,7,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,0%,89%,29%,27%,SUPP,0%
1,213,6906,131262,Westminster Academy,AC,0,0,3,1,12,-10,57,82%,0%,82%,35%,37%,2%,0%,57,82%,1,11,-9,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,79%,0%,79%,25%,25%,SUPP,0%
1,213,6907,135242,Ark King Solomon Academy,AC,0,0,2,14,25,2,49,94%,0%,94%,45%,43%,2%,0%,49,94%,14,25,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,0%,90%,40%,37%,SUPP,0%
1,213,6908,135676,Pimlico Academy,AC,0,0,3,4,13,-5,79,90%,1%,89%,42%,35%,3%,0%,79,90%,4,12,-4,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,95%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,213,8028,130423,United Colleges Group,General Further Education College,0,0,2,14,16,11,820,64%,1%,61%,3%,3%,0%,2%,354,70%,10,14,5,2,23,78%,33,52,13,2,443,59%,17,21,12,2,65%,SP,64%,3%,3%,0%,1%
LA,213,,,,,,,NA,11,NA,NA,2175,80%,1%,78%,28%,27%,3%,1%,1671,86%,9,NA,NA,NA,61,71%,26,NA,NA,NA,443,59%,17,NA,NA,NA,81%,1%,78%,34%,32%,4%,1%
1,301,4001,139791,Riverside School,F,0,0,3,4,16,-8,43,88%,0%,88%,35%,33%,0%,0%,43,88%,4,15,-7,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,90%,0%,90%,35%,30%,0%,0%
1,301,4004,141178,The Warren School,AC,0,0,2,15,23,6,93,81%,0%,78%,9%,9%,1%,2%,82,82%,14,22,5,2,11,73%,21,49,-7,3,0,0%,NA,NA,NA,NA,85%,0%,85%,10%,10%,SUPP,0%
1,301,4021,101241,"Barking Abbey School, A Specialist Sports and Humanities College",CY,0,0,3,3,8,-2,227,78%,3%,74%,23%,22%,SP,1%,227,78%,3,8,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,82%,SUPP,78%,18%,17%,SUPP,SUPP
1,301,4024,101244,Eastbury Community School,CY,0,0,3,9,17,0,87,90%,2%,87%,43%,41%,5%,0%,87,90%,9,17,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,89%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,301,4027,101245,Robert Clack School,CY,0,0,2,10,16,3,154,82%,3%,78%,21%,19%,0%,1%,143,83%,9,15,2,2,11,73%,25,53,-3,3,0,0%,NA,NA,NA,NA,83%,SUPP,80%,20%,20%,0%,SUPP
1,301,4028,141683,The Sydney Russell School,ACC,0,0,2,10,18,1,108,91%,1%,90%,25%,22%,1%,0%,108,91%,10,17,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,301,4029,133561,Jo Richardson Community School,CY,0,0,3,5,13,-3,92,83%,0%,79%,25%,23%,1%,3%,92,83%,5,13,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,79%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,301,4703,101247,All Saints Catholic School and Technology College,VA,0,0,2,15,22,7,109,91%,0%,89%,23%,22%,0%,2%,107,92%,15,22,7,1,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,97%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,301,4704,136028,Dagenham Park CofE School,VC,0,0,1,22,32,11,59,93%,2%,92%,14%,12%,0%,0%,59,93%,22,32,11,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,301,8000,130424,Barking and Dagenham College,General Further Education College,0,0,3,2,7,-3,254,45%,1%,42%,0%,0%,0%,2%,27,70%,12,27,-3,3,10,30%,-20,10,-50,3,217,43%,2,8,-4,3,49%,0%,46%,0%,0%,0%,3%
LA,301,,,,,,,NA,8,NA,NA,1291,77%,1%,74%,18%,17%,1%,1%,1025,85%,9,NA,NA,NA,49,61%,12,NA,NA,NA,217,43%,2,NA,NA,NA,76%,2%,73%,18%,17%,1%,1%
1,302,4000,139410,St Andrew the Apostle Greek Orthodox School,F,0,0,3,11,25,-3,35,83%,3%,80%,17%,17%,0%,0%,35,83%,11,24,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,4004,142627,Menorah High School for Girls,VA,0,0,5,-45,-30,-59,33,45%,0%,45%,21%,18%,0%,0%,33,45%,-45,-31,-58,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,0%,0%,0%,0%,0%,0%,0%
1,302,4012,137361,Whitefield School,ACC,0,0,1,17,29,4,48,81%,0%,79%,13%,8%,0%,2%,42,81%,14,26,1,2,6,83%,45,84,5,1,0,0%,NA,NA,NA,NA,81%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,4014,147238,Hasmonean High School for Girls,ACC,0,0,5,-20,-8,-31,53,66%,0%,66%,45%,45%,4%,0%,53,66%,-20,-9,-30,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,4208,137131,Queen Elizabeth's Girls' School,ACC,0,0,3,10,19,0,71,93%,1%,92%,46%,42%,0%,0%,71,93%,10,19,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,4210,138685,Copthall School,ACC,0,0,1,17,27,6,69,84%,3%,81%,16%,13%,0%,0%,69,84%,17,26,7,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,84%,0%,84%,21%,21%,0%,0%
1,302,4211,137388,Christ's College Finchley,ACC,0,0,1,16,26,5,60,93%,0%,93%,37%,37%,3%,0%,60,93%,16,26,5,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,0%,92%,42%,42%,SUPP,0%
1,302,4212,136658,East Barnet School,ACC,0,0,3,4,11,-3,128,80%,2%,77%,30%,20%,2%,2%,128,80%,4,10,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,80%,0%,80%,40%,27%,0%,0%
1,302,4215,136418,The Compton School,ACC,0,0,2,13,20,5,131,91%,1%,90%,31%,27%,0%,0%,131,91%,13,19,6,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,91%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,4752,138051,The Henrietta Barnett School,ACC,0,0,3,5,12,-2,124,99%,2%,98%,91%,93%,28%,0%,124,99%,5,12,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,5400,137645,Hendon School,ACC,0,0,1,21,29,12,87,92%,0%,92%,14%,11%,0%,0%,87,92%,21,29,12,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,95%,0%,95%,9%,9%,0%,0%
1,302,5401,136290,"Queen Elizabeth's School, Barnet",ACC,0,0,3,3,9,-3,152,97%,1%,95%,94%,88%,24%,0%,152,97%,3,9,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,5402,137386,Mill Hill County High School,ACC,0,0,2,14,19,8,201,96%,SP,95%,45%,42%,3%,0%,201,96%,14,19,8,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,5404,101361,St Michael's Catholic Grammar School,VA,0,0,3,4,12,-4,99,96%,1%,95%,84%,82%,6%,0%,99,96%,4,11,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,5405,101362,Finchley Catholic High School,VA,0,0,2,8,14,1,154,88%,4%,82%,38%,33%,2%,1%,154,88%,8,14,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,93%,0%,93%,33%,13%,0%,0%
1,302,5406,136308,Ashmole Academy,ACC,0,0,2,8,14,1,192,95%,2%,93%,49%,46%,0%,1%,192,95%,8,13,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,87%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,5407,101364,St James' Catholic High School,VA,0,0,3,8,17,-1,78,86%,0%,86%,23%,19%,0%,0%,77,86%,7,15,-1,3,1,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,100%,0%,100%,18%,18%,0%,0%
1,302,5408,143082,Bishop Douglass School Finchley,ACC,0,0,2,13,24,1,56,86%,0%,86%,21%,18%,0%,0%,56,86%,13,23,2,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,77%,0%,77%,15%,8%,0%,0%
1,302,5409,137539,Hasmonean High School for Boys,ACC,0,0,5,-52,-40,-63,54,31%,0%,30%,15%,15%,2%,2%,54,31%,-52,-41,-62,5,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,5427,135747,JCoSS,VA,0,0,3,5,12,-2,119,85%,2%,83%,61%,54%,5%,0%,111,86%,3,10,-4,3,8,75%,27,60,-6,3,0,0%,NA,NA,NA,NA,89%,0%,89%,56%,56%,0%,0%
1,302,6905,134798,London Academy,AC,0,0,1,17,23,10,146,88%,1%,87%,34%,34%,3%,0%,146,88%,17,23,10,1,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,88%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,302,6906,135507,Wren Academy Finchley,AC,0,0,2,10,17,2,136,94%,1%,92%,58%,51%,0%,1%,136,94%,10,16,3,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,96%,SUPP,92%,50%,38%,0%,SUPP
1,302,8000,130425,Barnet and Southgate College,General Further Education College,0,0,2,14,17,10,555,67%,1%,63%,5%,4%,SP,3%,283,69%,6,10,1,2,26,54%,17,35,-1,3,246,67%,23,29,16,2,64%,SUPP,58%,5%,4%,SUPP,SUPP
1,302,8600,148421,Woodhouse College,ACC1619,0,0,3,4,7,0,681,92%,1%,92%,57%,52%,3%,SP,681,92%,4,6,1,2,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,92%,SUPP,92%,49%,45%,2%,SUPP
LA,302,,,,,,,NA,8,NA,NA,3462,86%,1%,84%,41%,38%,4%,1%,3175,87%,6,NA,NA,NA,41,63%,24,NA,NA,NA,246,67%,23,NA,NA,NA,86%,1%,85%,45%,42%,4%,1%
1,303,4000,136369,Bexley Grammar School,ACC,0,0,3,3,9,-3,176,88%,4%,84%,58%,48%,1%,0%,176,88%,3,8,-2,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,83%,0%,83%,44%,44%,0%,0%
1,303,4001,137769,Townley Grammar School,ACC,0,0,3,4,8,0,284,93%,2%,91%,52%,44%,2%,0%,284,93%,4,8,0,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,97%,6%,91%,34%,31%,3%,0%
1,303,4002,137138,Bexleyheath Academy,AC,0,0,3,-7,1,-15,104,47%,2%,45%,8%,7%,0%,0%,68,56%,-6,3,-15,3,36,31%,-9,6,-24,3,0,0%,NA,NA,NA,NA,33%,0%,33%,0%,0%,0%,0%
1,303,4003,145140,Harris Garrard Academy,AC,0,0,3,-9,14,-32,13,54%,0%,54%,8%,0%,0%,0%,11,64%,-1,22,-24,3,2,SUPP,SUPP,SUPP,SUPP,3,0,0%,NA,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,303,4005,146378,King Henry School,AC,0,1,4,-10,-1,-18,91,54%,1%,52%,3%,3%,0%,1%,90,54%,-10,-1,-18,4,0,0%,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,3,55%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,303,4008,137965,Blackfen School for Girls,ACC,0,0,3,-8,0,-15,128,62%,7%,53%,5%,5%,0%,2%,128,62%,-8,-1,-14,4,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,64%,0%,64%,0%,0%,0%,0%
1,303,4009,137423,Chislehurst and Sidcup Grammar School,ACC,0,0,3,2,7,-3,218,89%,7%,81%,35%,31%,1%,SP,218,89%,2,7,-3,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,84%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,303,4021,136720,Welling School,ACC,0,0,3,-5,6,-16,57,60%,2%,58%,4%,2%,0%,0%,49,63%,-5,6,-16,3,8,38%,-5,28,-38,3,0,0%,NA,NA,NA,NA,43%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,303,4030,138686,Cleeve Park School,ACC,0,0,3,-8,4,-20,46,54%,2%,52%,2%,2%,0%,0%,46,54%,-8,3,-19,3,0,0%,NA,NA,NA,NA,0,0%,NA,NA,NA,NA,63%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,303,4603,136538,"Trinity Church of England School, Belvedere",ACC,0,0,3,8,17,-1,79,71%,0%,71%,6%,4%,0%,0%,73,74%,9,18,0,3,0,0%,NA,NA,NA,NA,6,33%,0,39,-39,3,71%,0%,71%,6%,0%,0%,0%
