RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
LA,315,,,,,,,713,635,16,525,12,457,56,94,47,31,89%,2%,74%,2%,64%,8%,13%,7%,4%,145,125,SN,105,SN,95,10,20,10,5,89%,1%,75%,1%,65%,8%,13%,8%,3%,570,510,15,420,10,365,45,75,35,25,89%,3%,73%,2%,64%,8%,13%,6%,5%,697,628,12,524,12,457,55,92,44,25,90%,2%,75%,2%,66%,8%,13%,6%,4%,140,125,0,SUPP,SN,95,SUPP,SUPP,SUPP,SUPP,89%,0%,SUPP,1%,67%,SUPP,SUPP,SUPP,SUPP,560,505,10,SUPP,10,365,SUPP,SUPP,SUPP,SUPP,90%,2%,SUPP,2%,65%,SUPP,SUPP,SUPP,SUPP,5,3,2,1,0,0,1,0,1,1,60%,40%,20%,0%,0%,20%,0%,20%,20%,SN,SUPP,SUPP,SUPP,0,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,0%,SUPP,SUPP,5,SUPP,SUPP,SUPP,0,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,0%,SUPP,SUPP,11,4,2,0,0,0,0,2,2,5,36%,18%,0%,0%,0%,0%,18%,18%,46%,SN,SUPP,SUPP,0,0,0,0,SUPP,SUPP,0,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,0%,10,SUPP,SUPP,0,0,0,0,SUPP,SUPP,5,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,56%
1,316,4000,138403,London Academy of Excellence,F1619,0,0,233,209,2,184,0,184,0,23,17,7,90%,1%,79%,0%,79%,0%,10%,7%,3%,84,72,SUPP,61,0,61,0,SUPP,9,3,86%,SUPP,73%,0%,73%,0%,SUPP,11%,4%,149,137,SUPP,123,0,123,0,SUPP,8,4,92%,SUPP,83%,0%,83%,0%,SUPP,5%,3%,233,209,2,184,0,184,0,23,17,7,90%,1%,79%,0%,79%,0%,10%,7%,3%,84,72,SUPP,61,0,61,0,SUPP,9,3,86%,SUPP,73%,0%,73%,0%,SUPP,11%,4%,149,137,SUPP,123,0,123,0,SUPP,8,4,92%,SUPP,83%,0%,83%,0%,SUPP,5%,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,316,4001,138196,School 21,F,0,0,132,121,4,108,0,106,2,9,6,5,92%,3%,82%,0%,80%,2%,7%,5%,4%,55,53,1,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,96%,2%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,77,68,3,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,88%,4%,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP,131,120,3,108,0,106,2,9,6,5,92%,2%,82%,0%,81%,2%,7%,5%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,316,4003,139703,Harris Academy Chobham,AC,0,0,130,112,6,95,1,94,0,11,14,4,86%,5%,73%,1%,72%,0%,8%,11%,3%,60,53,3,SUPP,SUPP,SUPP,0,SUPP,6,1,88%,5%,SUPP,SUPP,SUPP,0%,SUPP,10%,2%,70,59,3,SUPP,SUPP,SUPP,0,SUPP,8,3,84%,4%,SUPP,SUPP,SUPP,0%,SUPP,11%,4%,126,111,5,95,1,94,0,11,12,3,88%,4%,75%,1%,75%,0%,9%,10%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,316,4009,142903,London Design and Engineering UTC,UTC,0,0,116,96,8,71,4,66,1,17,13,7,83%,7%,61%,3%,57%,1%,15%,11%,6%,50,41,SUPP,30,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,82%,SUPP,60%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,66,55,SUPP,41,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,83%,SUPP,62%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,111,95,7,71,4,66,1,17,9,7,86%,6%,64%,4%,59%,1%,15%,8%,6%,46,SUPP,SUPP,30,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,65%,SUPP,SUPP,SUPP,SUPP,9%,SUPP,65,SUPP,SUPP,41,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,63%,SUPP,SUPP,SUPP,SUPP,8%,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,316,4010,144511,"Newham Collegiate Sixth Form Centre, City of London Academy",F1619,0,0,289,256,7,228,0,212,16,21,24,9,89%,2%,79%,0%,73%,6%,7%,8%,3%,98,93,SUPP,SUPP,0,SUPP,SUPP,7,SUPP,SUPP,95%,SUPP,SUPP,0%,SUPP,SUPP,7%,SUPP,SUPP,191,163,SUPP,SUPP,0,SUPP,SUPP,14,SUPP,SUPP,85%,SUPP,SUPP,0%,SUPP,SUPP,7%,SUPP,SUPP,288,255,7,228,0,212,16,20,24,9,89%,2%,79%,0%,74%,6%,7%,8%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,316,4031,136669,Brampton Manor Academy,ACC,0,0,380,357,1,332,1,330,1,24,13,10,94%,SP,87%,SP,87%,SP,6%,3%,3%,126,117,SUPP,111,SUPP,SUPP,SUPP,SUPP,6,3,93%,SUPP,88%,SUPP,SUPP,SUPP,SUPP,5%,2%,254,240,SUPP,221,SUPP,SUPP,SUPP,SUPP,7,7,94%,SUPP,87%,SUPP,SUPP,SUPP,SUPP,3%,3%,380,357,1,332,1,330,1,24,13,10,94%,SP,87%,SP,87%,SP,6%,3%,3%,126,117,SUPP,111,SUPP,SUPP,SUPP,SUPP,6,3,93%,SUPP,88%,SUPP,SUPP,SUPP,SUPP,5%,2%,254,240,SUPP,221,SUPP,SUPP,SUPP,SUPP,7,7,94%,SUPP,87%,SUPP,SUPP,SUPP,SUPP,3%,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,316,4600,102786,St Angela's Ursuline School,VA,0,0,190,174,6,155,2,152,1,13,10,6,92%,3%,82%,1%,80%,1%,7%,5%,3%,67,63,3,58,0,SUPP,SUPP,2,3,1,94%,4%,87%,0%,SUPP,SUPP,3%,4%,1%,123,111,3,97,2,SUPP,SUPP,11,7,5,90%,2%,79%,2%,SUPP,SUPP,9%,6%,4%,190,174,6,155,2,152,1,13,10,6,92%,3%,82%,1%,80%,1%,7%,5%,3%,67,63,3,58,0,SUPP,SUPP,2,3,1,94%,4%,87%,0%,SUPP,SUPP,3%,4%,1%,123,111,3,97,2,SUPP,SUPP,11,7,5,90%,2%,79%,2%,SUPP,SUPP,9%,6%,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,316,4601,102787,St Bonaventure's RC School,VA,0,0,178,162,2,146,2,143,1,14,11,5,91%,1%,82%,1%,80%,1%,8%,6%,3%,69,63,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,91%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,109,99,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,91%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,175,160,1,146,2,143,1,13,11,4,91%,1%,83%,1%,82%,1%,7%,6%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,316,8001,130451,Newham College of Further Education,General Further Education College,0,0,668,411,26,213,149,61,3,172,175,82,62%,4%,32%,22%,9%,SP,26%,26%,12%,248,153,9,77,46,SUPP,SUPP,67,75,20,62%,4%,31%,19%,SUPP,SUPP,27%,30%,8%,420,258,17,136,103,SUPP,SUPP,105,100,62,61%,4%,32%,25%,SUPP,SUPP,25%,24%,15%,273,203,14,102,48,52,2,87,49,21,74%,5%,37%,18%,19%,1%,32%,18%,8%,116,89,3,48,19,29,0,38,21,6,77%,3%,41%,16%,25%,0%,33%,18%,5%,157,114,11,54,29,23,2,49,28,15,73%,7%,34%,18%,15%,1%,31%,18%,10%,134,81,1,51,45,6,0,29,37,16,60%,1%,38%,34%,4%,0%,22%,28%,12%,52,33,SUPP,21,SUPP,SUPP,0,SUPP,14,5,63%,SUPP,40%,SUPP,SUPP,0%,SUPP,27%,10%,82,48,SUPP,30,SUPP,SUPP,0,SUPP,23,11,59%,SUPP,37%,SUPP,SUPP,0%,SUPP,28%,13%,261,127,11,60,56,3,1,56,89,45,49%,4%,23%,21%,1%,SP,21%,34%,17%,80,31,SUPP,8,SUPP,0,SUPP,SUPP,40,9,39%,SUPP,10%,SUPP,0%,SUPP,SUPP,50%,11%,181,96,SUPP,52,SUPP,3,SUPP,SUPP,49,36,53%,SUPP,29%,SUPP,2%,SUPP,SUPP,27%,20%
1,316,8600,130452,Newham Sixth Form College,Sixth Form College,0,0,907,730,33,566,23,494,49,131,115,62,80%,4%,62%,3%,54%,5%,14%,13%,7%,465,363,18,273,10,254,9,72,73,29,78%,4%,59%,2%,55%,2%,15%,16%,6%,442,367,15,293,13,240,40,59,42,33,83%,3%,66%,3%,54%,9%,13%,10%,7%,744,652,26,524,10,493,21,102,65,27,88%,3%,70%,1%,66%,3%,14%,9%,4%,371,325,14,260,SUPP,SUPP,3,51,37,9,88%,4%,70%,SUPP,SUPP,1%,14%,10%,2%,373,327,12,264,SUPP,SUPP,18,51,28,18,88%,3%,71%,SUPP,SUPP,5%,14%,8%,5%,78,50,4,35,8,0,27,11,16,12,64%,5%,45%,10%,0%,35%,14%,21%,15%,36,19,SUPP,SUPP,SUPP,0,SUPP,8,10,7,53%,SUPP,SUPP,SUPP,0%,SUPP,22%,28%,19%,42,31,SUPP,SUPP,SUPP,0,SUPP,3,6,5,74%,SUPP,SUPP,SUPP,0%,SUPP,7%,14%,12%,85,28,3,7,5,1,1,18,34,23,33%,4%,8%,6%,1%,1%,21%,40%,27%,58,19,SUPP,SUPP,SUPP,SUPP,SUPP,13,26,13,33%,SUPP,SUPP,SUPP,SUPP,SUPP,22%,45%,22%,27,9,SUPP,SUPP,SUPP,SUPP,SUPP,5,8,10,33%,SUPP,SUPP,SUPP,SUPP,SUPP,19%,30%,37%
LA,316,,,,,,,3255,2651,95,2119,182,1861,76,437,406,198,81%,3%,65%,6%,57%,2%,13%,13%,6%,1340,1080,40,855,60,775,25,185,195,60,81%,3%,64%,4%,58%,2%,14%,15%,5%,1915,1570,55,1260,125,1085,50,250,210,135,82%,3%,66%,6%,57%,3%,13%,11%,7%,2679,2357,72,1965,68,1851,46,320,222,100,88%,3%,73%,3%,69%,2%,12%,8%,4%,1100,975,25,815,25,770,15,135,95,25,89%,3%,74%,2%,70%,2%,12%,9%,2%,1580,1380,45,1150,45,1080,30,185,125,75,87%,3%,73%,3%,68%,2%,12%,8%,5%,217,133,6,86,53,6,27,41,56,28,61%,3%,40%,24%,3%,12%,19%,26%,13%,95,55,5,30,20,SN,5,20,25,10,58%,3%,32%,24%,2%,7%,23%,29%,13%,125,80,5,55,30,5,20,20,30,15,64%,2%,45%,25%,3%,17%,16%,23%,13%,359,161,17,68,61,4,3,76,128,70,45%,5%,19%,17%,1%,1%,21%,36%,20%,145,55,10,15,10,0,SN,30,70,25,36%,6%,9%,8%,0%,1%,21%,48%,16%,210,110,10,55,50,5,SN,45,60,45,51%,4%,26%,23%,2%,1%,21%,27%,22%
