"CHAINID","UID","GROUP-TYPE","CHAINNAME","LEADRSC","SCHOOLS","SCHOOLSDIS","TELIG","KS1APS","PFSM6CLA1A","PNOTFSM6CLA1A","PEALGRP2","SCHOOLS_CONVERTERS","SCHOOLS_SPONSORLED","SCHOOLS_FREE","SCHOOLS3","SCHOOLS4P","READPROG_DESCR","READPROGSCORE_P_ADJUSTED_WGTAVG","READPROG_LOWER_ADJ","READPROG_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER_ADJ","READPROG_FSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER_ADJ","READPROG_NOTFSM6CLA1A_UPPER_ADJ","WRITPROG_DESCR","WRITPROGSCORE_P_ADJUSTED_WGTAVG","WRITPROG_LOWER_ADJ","WRITPROG_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER_ADJ","WRITPROG_FSM6CLA1A_UPPER_ADJ","WRITPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER_ADJ","WRITPROG_NOTFSM6CLA1A_UPPER_ADJ","MATPROG_DESCR","MATPROGSCORE_P_ADJUSTED_WGTAVG","MATPROG_LOWER_ADJ","MATPROG_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER_ADJ","MATPROG_FSM6CLA1A_UPPER_ADJ","MATPROGSCORE_P_ADJUSTED_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER_ADJ","MATPROG_NOTFSM6CLA1A_UPPER_ADJ","READPROGSCORE_P_WGTAVG","READPROG_LOWER","READPROG_UPPER","READPROGSCORE_P_DIS_WGTAVG","READPROG_FSM6CLA1A_LOWER","READPROG_FSM6CLA1A_UPPER","READPROGSCORE_P_NONDIS_WGTAVG","READPROG_NOTFSM6CLA1A_LOWER","READPROG_NOTFSM6CLA1A_UPPER","WRITPROGSCORE_P_WGTAVG","WRITPROG_LOWER","WRITPROG_UPPER","WRITPROGSCORE_P_DIS_WGTAVG","WRITPROG_FSM6CLA1A_LOWER","WRITPROG_FSM6CLA1A_UPPER","WRITPROGSCORE_P_NONDIS_WGTAVG","WRITPROG_NOTFSM6CLA1A_LOWER","WRITPROG_NOTFSM6CLA1A_UPPER","MATPROGSCORE_P_WGTAVG","MATPROG_LOWER","MATPROG_UPPER","MATPROGSCORE_P_DIS_WGTAVG","MATPROG_FSM6CLA1A_LOWER","MATPROG_FSM6CLA1A_UPPER","MATPROGSCORE_P_NONDIS_WGTAVG","MATPROG_NOTFSM6CLA1A_LOWER","MATPROG_NOTFSM6CLA1A_UPPER","RWMEXP_WGTAVG","RWMEXP_DIS_WGTAVG","RWMEXP_NONDIS_WGTAVG","PSEN","SCHOOL-URNS"
"TR02600",2666,"Multi-academy trust","PACE ACADEMY TRUST","South East and South London",3,3,116,16.3,31,69,30.2,1,2,0,1,2,3,-0.2,-1.3,1,"0","-2.1","2",-0.2,-1.6,1.2,3,0.3,-0.8,1.4,"1.8","-0.1","3.6",-0.4,-1.7,0.9,3,0.5,-0.5,1.5,"0.9","-0.9","2.7",0.3,-0.9,1.6,-0.2,-1.4,1,"0","-2.1","2.1",-0.2,-1.6,1.3,0.3,-0.8,1.4,"1.8","-0.1","3.7",-0.4,-1.7,0.9,0.5,-0.6,1.5,"0.9","-0.9","2.7",0.3,-1,1.6,"74%","51%","83%",12.9,"140704, 141118, 143133"
"TR00763",4131,"Multi-academy trust","PARADIGM TRUST","East of England and North East London",3,3,234,16.9,70.1,29.9,66.7,2,0,1,0,3,3,-0.3,-1.1,0.6,"-0.5","-1.5","0.5",0.2,-1.3,1.8,2,1.9,1.2,2.7,"1.6","0.7","2.5",2.9,1.5,4.3,2,1.8,1.1,2.5,"1.7","0.9","2.5",2.1,0.7,3.4,-0.3,-1.1,0.6,"-0.5","-1.5","0.5",0.2,-1.3,1.8,1.9,1.2,2.7,"1.6","0.7","2.5",2.9,1.5,4.3,1.8,1.1,2.5,"1.7","0.8","2.5",2.1,0.7,3.4,"71%","67%","81%",6.4,"138276, 140064, 140096"
"TR01615",5485,"Multi-academy trust","PARTNERSHIP LEARNING","East of England and North East London",3,3,241,17.3,44,56,59.3,2,1,0,1,2,4,-1.8,-2.6,-1,"-2.7","-3.9","-1.5",-1.1,-2.2,0,4,-2.3,-3.1,-1.6,"-3.3","-4.4","-2.2",-1.5,-2.6,-0.5,3,0.4,-0.4,1.1,"-0.5","-1.5","0.6",1.1,0.1,2,-2,-2.8,-1.2,"-3","-4.2","-1.8",-1.2,-2.3,-0.1,-2.4,-3.2,-1.6,"-3.4","-4.5","-2.2",-1.6,-2.7,-0.6,0.1,-0.6,0.9,"-0.8","-1.9","0.3",1,0,1.9,"65%","57%","71%",13.7,"141651, 141683, 142699"
"TR00075",16162,"Multi-academy trust","PATHFINDER MULTI ACADEMY TRUST","East Midlands and Humber",3,3,110,17,15.5,84.5,3.6,3,0,0,3,0,3,0.3,-0.9,1.5,"-1.4","-4.5","1.6",0.6,-0.6,1.9,3,0.6,-0.5,1.7,"-0.8","-3.5","2",0.8,-0.3,2,3,0.2,-0.8,1.3,"-1.7","-4.3","1",0.6,-0.5,1.7,0.3,-0.9,1.5,"-1.4","-4.5","1.6",0.6,-0.7,1.9,0.6,-0.5,1.6,"-1","-3.8","1.9",0.8,-0.4,2,0.2,-0.8,1.3,"-1.7","-4.4","1",0.6,-0.5,1.7,"71%","24%","80%",17.3,"142838, 142844, 142845"
"TR01453",3931,"Multi-academy trust","PATHFINDER SCHOOLS","North West London and South Central",5,5,232,16.7,25.4,74.6,6.9,5,0,0,0,5,4,-2,-2.8,-1.2,"-3.6","-5.2","-2",-1.4,-2.3,-0.5,4,-1.6,-2.3,-0.8,"-3.2","-4.7","-1.8",-1,-1.9,-0.2,3,-0.5,-1.2,0.2,"-1.4","-2.8","0",-0.2,-1,0.7,-2,-2.8,-1.2,"-3.6","-5.2","-2",-1.4,-2.4,-0.5,-1.6,-2.4,-0.9,"-3.2","-4.7","-1.7",-1.1,-2,-0.2,-0.5,-1.2,0.3,"-1.4","-2.8","0.1",-0.2,-1,0.7,"63%","42%","70%",14.2,"140054, 140059, 140073, 140074, 140094"
"TR01637",4186,"Multi-academy trust","PERRY HALL MULTI-ACADEMY TRUST","West Midlands",3,3,129,15.8,39.5,60.5,29.5,1,2,0,1,2,3,-1.2,-2.3,0,"-2.4","-4.1","-0.7",-0.3,-1.7,1.1,2,1.3,0.3,2.3,"0.6","-1","2.2",1.7,0.4,3,3,0.6,-0.4,1.5,"0.4","-1.1","1.9",0.7,-0.5,2,-1.2,-2.3,-0.1,"-2.5","-4.2","-0.7",-0.3,-1.8,1.1,1.3,0.2,2.3,"0.6","-1.1","2.2",1.7,0.4,3.1,0.6,-0.4,1.6,"0.4","-1.2","1.9",0.7,-0.6,2,"59%","50%","66%",20.2,"139870, 140658, 142679"
"TR02653",4192,"Multi-academy trust","PETERBOROUGH DIOCESE EDUCATION TRUST","North West London and South Central",14,13,351,16.3,24.5,75.5,12.8,12,2,0,3,11,3,-0.1,-0.7,0.6,"-1","-2.3","0.3",0.2,-0.6,1,3,0,-0.6,0.6,"-1","-2.3","0.2",0.3,-0.4,1,3,-0.6,-1.2,0,"-2","-3.2","-0.9",-0.2,-0.8,0.5,-0.1,-0.7,0.6,"-1","-2.4","0.3",0.2,-0.6,1,0,-0.6,0.6,"-1","-2.3","0.2",0.3,-0.4,1,-0.6,-1.2,0,"-2.1","-3.3","-0.9",-0.2,-0.8,0.5,"66%","49%","71%",17.9,"140820, 141044, 141048, 141068, 141234, 141461, 141462, 141723, 141724, 141725, 142270, 142650, 142651, 142661"
"TR01651",4208,"Multi-academy trust","PIONEER ACADEMIES COMMUNITY TRUST (PACT)","East Midlands and Humber",3,3,90,16.7,40,60,4.4,3,0,0,0,3,4,-1.3,-2.6,-0.1,"-0.5","-2.5","1.5",-1.9,-3.6,-0.3,4,-2.5,-3.7,-1.3,"-3.7","-5.6","-1.8",-1.7,-3.2,-0.1,4,-2.4,-3.5,-1.2,"-2.9","-4.6","-1.1",-2,-3.5,-0.6,-1.4,-2.8,-0.1,"-0.6","-2.7","1.5",-2,-3.7,-0.3,-2.5,-3.7,-1.3,"-3.7","-5.6","-1.8",-1.7,-3.2,-0.1,-2.4,-3.5,-1.2,"-2.9","-4.7","-1",-2.1,-3.6,-0.6,"50%","25%","67%",15.6,"139083, 139084, 139085"
"TR03412",16124,"Multi-academy trust","PLYM ACADEMY TRUST","South West",3,3,180,16.8,16.7,83.3,1.7,2,1,0,3,0,2,1.6,0.6,2.5,"4.3","2.1","6.5",1,0,2,2,2,1.2,2.8,"3.3","1.3","5.4",1.7,0.8,2.6,2,1,0.3,1.8,"1.5","-0.4","3.4",1,0.1,1.8,1.6,0.6,2.5,"4.3","2.1","6.5",1,0,2,2,1.2,2.8,"3.3","1.3","5.4",1.7,0.8,2.7,1,0.2,1.9,"1.5","-0.5","3.5",1,0.1,1.8,"85%","77%","87%",12.2,"142688, 142788, 143067"
"TR01656",4214,"Multi-academy trust","PLYMOUTH CAST","South West",32,32,862,16,23,77,15.2,29,3,0,0,32,2,0.5,0.1,0.9,"0","-0.9","0.9",0.7,0.2,1.1,3,0.2,-0.2,0.6,"-0.2","-1","0.6",0.3,-0.1,0.7,3,0.1,-0.3,0.4,"-0.6","-1.4","0.1",0.3,-0.1,0.7,0.5,0.1,0.9,"0","-0.9","0.9",0.6,0.2,1.1,0.2,-0.2,0.5,"-0.2","-1","0.6",0.3,-0.2,0.7,0,-0.3,0.4,"-0.7","-1.5","0.1",0.3,-0.2,0.7,"65%","47%","70%",20.8,"139394, 140676, 140695, 140705, 140726, 140730, 140739, 140743, 140745, 140749, 140755, 140756, 140757, 140761, 140762, 140763, 140764, 140765, 140766, 140767, 140768, 140770, 140772, 140773, 140774, 140775, 140776, 140777, 140778, 140780, 140784, 140785"
"TR01662",4223,"Multi-academy trust","PONTEFRACT ACADEMIES TRUST","Lancashire and West Yorkshire",6,6,239,16.5,30.1,69.9,5,4,2,0,0,6,3,-0.4,-1.1,0.4,"0.1","-1.4","1.5",-0.5,-1.5,0.4,3,0.3,-0.5,1,"0.7","-0.6","2",0,-0.8,0.9,2,1.4,0.7,2.1,"1.6","0.3","2.8",1.4,0.5,2.2,-0.4,-1.2,0.4,"0.1","-1.4","1.5",-0.6,-1.5,0.4,0.3,-0.5,1,"0.7","-0.6","2.1",0,-0.9,0.9,1.4,0.7,2.1,"1.6","0.3","2.8",1.4,0.5,2.2,"77%","61%","83%",13.8,"139499, 139502, 139503, 139504, 140023, 140337"
"TR03137",5532,"Multi-academy trust","POPE JOHN XXIII CATHOLIC MULTI ACADEMY COMPANY","West Midlands",3,3,114,15.4,53.5,46.5,26.3,3,0,0,3,0,2,1.7,0.6,2.9,"1.2","-0.5","2.8",2.4,0.6,4.1,3,-0.2,-1.3,0.9,"-0.5","-1.9","1",0.1,-1.5,1.7,3,0.6,-0.4,1.7,"0.2","-1.2","1.6",1,-0.5,2.6,1.7,0.5,2.9,"1.2","-0.5","2.8",2.4,0.6,4.1,-0.3,-1.4,0.9,"-0.6","-2.1","0.9",0.1,-1.6,1.7,0.6,-0.4,1.7,"0.2","-1.2","1.6",1,-0.5,2.6,"68%","62%","75%",15.8,"141769, 141789, 141827"
"TR03389",16070,"Multi-academy trust","PORTICO ACADEMY TRUST","East of England and North East London",4,4,375,16.3,35.7,64.3,12,3,1,0,4,0,3,0,-0.7,0.6,"-0.3","-1.3","0.8",0.1,-0.7,0.9,2,2.3,1.7,2.9,"2.7","1.7","3.6",2.1,1.4,2.8,3,0.4,-0.2,1,"0.6","-0.3","1.5",0.3,-0.4,1,-0.1,-0.7,0.6,"-0.4","-1.4","0.7",0.1,-0.7,0.9,2.3,1.7,2.9,"2.7","1.7","3.6",2.1,1.3,2.8,0.4,-0.2,0.9,"0.6","-0.4","1.5",0.3,-0.5,1,"67%","51%","75%",8.5,"142683, 142753, 143334, 143335"
"SP00016",4229,"School sponsor","Portsmouth and Winchester Diocesan Academies Trust","South East and South London",3,3,110,16.2,30.9,69.1,7.3,1,2,0,0,3,4,-1.6,-2.8,-0.5,"-4.4","-6.5","-2.2",-0.5,-1.9,0.9,4,-1.9,-2.9,-0.8,"-3.3","-5.2","-1.4",-1.2,-2.5,0.1,4,-2,-3,-0.9,"-3.1","-5","-1.2",-1.5,-2.7,-0.3,-1.6,-2.8,-0.5,"-4.4","-6.6","-2.2",-0.5,-1.9,0.9,-1.9,-2.9,-0.8,"-3.3","-5.3","-1.3",-1.2,-2.5,0.1,-2,-3.1,-1,"-3.2","-5.2","-1.3",-1.5,-2.7,-0.2,"53%","35%","61%",15.5,"138509, 139644, 140760"
"TR01667",4232,"Multi-academy trust","PORTSWOOD PRIMARY ACADEMY TRUST","South East and South London",3,3,181,16,31.5,68.5,23.8,1,2,0,0,3,2,1.4,0.5,2.4,"-0.8","-2.5","0.8",2.5,1.4,3.6,3,-0.8,-1.6,0.1,"-2.9","-4.4","-1.4",0.2,-0.8,1.2,2,1.8,1,2.6,"-1.3","-2.8","0.1",3.3,2.3,4.2,1.4,0.5,2.4,"-0.8","-2.5","0.9",2.5,1.4,3.6,-0.9,-1.7,0,"-3.1","-4.6","-1.6",0.2,-0.9,1.2,1.8,1,2.6,"-1.5","-2.9","0",3.3,2.3,4.3,"67%","56%","73%",13.8,"138626, 141692, 142076"
"TR01961",4580,"Multi-academy trust","PRIME7 MAT","North West London and South Central",3,3,93,16.1,10.8,89.2,2.2,3,0,0,0,3,3,0.3,-1,1.6,"1.6","-2.3","5.4",0.1,-1.2,1.5,4,-1.6,-2.8,-0.4,"-1.9","-5.5","1.6",-1.6,-2.8,-0.3,3,0.1,-1,1.2,"-0.3","-3.6","3.1",0.1,-1,1.3,0.3,-1,1.5,"1.6","-2.3","5.4",0.1,-1.3,1.5,-1.6,-2.8,-0.4,"-1.9","-5.5","1.7",-1.6,-2.8,-0.3,0.1,-1.1,1.2,"-0.3","-3.7","3.1",0.1,-1.1,1.3,"59%","30%","63%",17.2,"139847, 139857, 139866"
"TR01747",4320,"Multi-academy trust","REACH2 ACADEMY TRUST","National Sponsor Unit",45,45,2205,15.7,45.2,54.8,26.8,4,41,0,6,39,3,0,-0.3,0.3,"-0.2","-0.6","0.2",0.2,-0.1,0.6,2,0.8,0.5,1,"0.4","0","0.7",1.1,0.8,1.5,3,-0.2,-0.4,0,"-0.4","-0.8","-0.1",0,-0.3,0.3,0,-0.3,0.2,"-0.3","-0.7","0.1",0.2,-0.2,0.5,0.7,0.5,1,"0.3","-0.1","0.7",1.1,0.8,1.5,-0.3,-0.5,0,"-0.5","-0.9","-0.2",0,-0.4,0.3,"63%","56%","69%",18.9,"137441, 138389, 138502, 138914, 138915, 139000, 139016, 139094, 139259, 139380, 139396, 139397, 139406, 139602, 139653, 139674, 139685, 139806, 140167, 140198, 140381, 140402, 140489, 140490, 140611, 140687, 140794, 141047, 141113, 141119, 141194, 141348, 141869, 141950, 141977, 141983, 141984, 141985, 142014, 142016, 142017, 142018, 142072, 142187, 143121"
"TR00467",2644,"Multi-academy trust","RIVER LEARNING TRUST","North West London and South Central",3,3,108,15.9,31.5,68.5,13.9,2,1,0,2,1,2,1.6,0.4,2.8,"-0.3","-2.4","1.8",2.5,0.9,4,3,-0.4,-1.5,0.7,"-1.4","-3.3","0.5",0.1,-1.3,1.5,3,-0.4,-1.4,0.7,"-1.7","-3.6","0.1",0.3,-1,1.6,1.6,0.4,2.9,"-0.3","-2.4","1.9",2.5,0.9,4,-0.5,-1.7,0.6,"-1.7","-3.7","0.2",0.1,-1.3,1.5,-0.4,-1.5,0.7,"-1.8","-3.6","0.1",0.3,-1,1.7,"69%","50%","77%",21.3,"139064, 142384, 142449"
"TR01244",4382,"Multi-academy trust","ROBUS MULTI ACADEMY TRUST","East of England and North East London",4,4,150,16.6,13.3,86.7,3.3,3,1,0,0,4,3,-0.9,-1.9,0.1,"-2.1","-4.8","0.7",-0.7,-1.8,0.3,2,1.4,0.5,2.3,"0.2","-2.4","2.7",1.6,0.6,2.6,3,-0.9,-1.7,0,"-3.1","-5.5","-0.6",-0.5,-1.5,0.4,-0.9,-2,0.1,"-2.2","-5","0.6",-0.8,-1.8,0.3,1.4,0.4,2.3,"0.2","-2.4","2.8",1.6,0.6,2.6,-0.9,-1.8,0,"-3.2","-5.6","-0.7",-0.6,-1.5,0.4,"65%","40%","68%",10.7,"137220, 141182, 141625, 141626"
"TR02976",4441,"Multi-academy trust","SAINT NICHOLAS OWEN CATHOLIC MULTI ACADEMY COMPANY","West Midlands",5,5,149,16.2,22.1,77.9,16.1,5,0,0,5,0,3,0.7,-0.3,1.7,"-0.5","-2.6","1.7",1,-0.2,2.1,3,0.2,-0.7,1.2,"-0.7","-2.7","1.2",0.5,-0.5,1.6,3,0.2,-0.6,1.1,"-1.8","-3.7","0",0.8,-0.2,1.8,0.6,-0.4,1.6,"-0.5","-2.7","1.7",0.9,-0.2,2.1,0.2,-0.8,1.1,"-0.7","-2.7","1.3",0.4,-0.6,1.5,0.2,-0.7,1.1,"-1.8","-3.7","0.1",0.8,-0.2,1.8,"71%","55%","76%",16.1,"141413, 141444, 141477, 141484, 141489"
"TR02857",5702,"Multi-academy trust","SATURN EDUCATION TRUST","South West",3,3,61,15.6,26.2,73.8,4.9,3,0,0,0,3,3,0.6,-0.9,2.2,"2.1","-0.9","5.1",0.1,-1.8,1.9,3,0.2,-1.3,1.6,"-0.2","-2.9","2.6",0.2,-1.5,2,3,-0.9,-2.2,0.5,"-0.2","-2.8","2.5",-1.1,-2.8,0.5,0.6,-1,2.2,"2.1","-1","5.2",0,-1.9,1.8,0.2,-1.3,1.6,"-0.2","-3","2.7",0.2,-1.5,2,-0.9,-2.3,0.5,"-0.2","-2.9","2.5",-1.2,-2.8,0.5,"66%","44%","73%",14.8,"142145, 142165, 142167"
"TR01880",4477,"Multi-academy trust","SCHOOLSWORKS ACADEMY TRUST","South East and South London",5,5,353,16.3,21,79,14.7,5,0,0,0,5,3,0.1,-0.6,0.8,"-1.7","-3.2","-0.3",0.6,-0.1,1.3,3,0.1,-0.5,0.7,"-0.5","-1.8","0.8",0.3,-0.4,1,3,-0.3,-0.9,0.3,"-1.1","-2.4","0.1",-0.1,-0.7,0.5,0.1,-0.6,0.8,"-1.8","-3.2","-0.3",0.6,-0.2,1.3,0.1,-0.5,0.7,"-0.5","-1.8","0.8",0.3,-0.4,1,-0.4,-0.9,0.2,"-1.3","-2.6","0",-0.1,-0.8,0.5,"68%","46%","73%",16.1,"137370, 137980, 139478, 140089, 141600"
"TR01902",5635,"Multi-academy trust","SHARE MULTI ACADEMY TRUST","Lancashire and West Yorkshire",3,3,131,14.8,38.2,61.8,26,1,2,0,1,2,3,-0.9,-2,0.2,"-1.1","-2.9","0.7",-0.8,-2.1,0.6,3,0.9,-0.1,1.9,"0.2","-1.4","1.8",1.3,0.1,2.6,3,-0.1,-1.1,0.8,"-1.3","-2.9","0.2",0.6,-0.6,1.7,-0.9,-2,0.2,"-1.1","-2.9","0.8",-0.8,-2.2,0.6,0.9,-0.1,1.9,"0.1","-1.5","1.8",1.3,0.1,2.6,-0.2,-1.1,0.8,"-1.4","-3","0.2",0.6,-0.6,1.8,"49%","32%","59%",22.1,"141688, 141904, 142574"
"TR01955",4567,"Multi-academy trust","SOUTH DARTMOOR ACADEMY","South West",5,4,74,16.6,35.1,64.9,8.1,5,0,0,0,5,3,-0.5,-2,1,"-1.9","-4.3","0.5",0.2,-1.6,2,3,0.4,-0.9,1.8,"0.2","-2","2.4",0.5,-1.1,2.2,4,-2.1,-3.3,-0.8,"-3.3","-5.3","-1.2",-1.4,-3,0.2,-0.6,-2.1,0.9,"-2.2","-4.6","0.3",0.2,-1.7,2,0.4,-0.9,1.8,"0.2","-2","2.5",0.5,-1.2,2.3,-2.1,-3.4,-0.8,"-3.3","-5.4","-1.2",-1.4,-3,0.2,"64%","55%","69%",27,"136561, 136562, 136563, 136919, 141285"
"TR02448",4569,"Multi-academy trust","SOUTH EAST ESSEX ACADEMY TRUST","East of England and North East London",3,3,178,15.9,32.6,67.4,9,1,2,0,0,3,3,0.3,-0.7,1.2,"0.8","-0.8","2.5",0,-1.1,1.1,2,2.3,1.4,3.1,"1.2","-0.3","2.7",2.8,1.7,3.8,3,0.5,-0.3,1.3,"0.8","-0.6","2.2",0.3,-0.7,1.3,0.3,-0.7,1.2,"0.8","-0.8","2.5",0,-1.2,1.1,2.3,1.4,3.1,"1.2","-0.3","2.7",2.8,1.7,3.8,0.5,-0.3,1.3,"0.8","-0.6","2.3",0.3,-0.7,1.3,"74%","59%","82%",16.9,"140672, 140747, 141170"
"TR02459",5303,"Multi-academy trust","SOUTH ESSEX ACADEMY TRUST","East of England and North East London",4,4,178,15.6,40.4,59.6,9.6,2,2,0,1,3,3,-0.9,-1.9,0,"-1.6","-3.1","-0.1",-0.5,-1.7,0.7,3,0.8,-0.1,1.7,"-0.3","-1.7","1",1.5,0.4,2.7,3,-0.6,-1.4,0.2,"-0.8","-2.1","0.5",-0.5,-1.6,0.6,-1,-1.9,0,"-1.6","-3.1","-0.1",-0.5,-1.8,0.7,0.8,-0.1,1.7,"-0.3","-1.7","1",1.5,0.4,2.7,-0.6,-1.5,0.2,"-0.8","-2.1","0.5",-0.5,-1.6,0.6,"52%","35%","63%",10.7,"137030, 141355, 142000, 143203"
"TR02330",16095,"Multi-academy trust","SOUTH ORPINGTON LEARNING ALLIANCE MULTI-ACADEMY TRUST","South East and South London",6,6,291,17.1,14.4,85.6,8.2,6,0,0,5,1,3,0.3,-0.5,1,"-3.4","-5.4","-1.4",0.9,0.1,1.6,4,-1.4,-2,-0.7,"-3.7","-5.5","-1.9",-1,-1.7,-0.2,3,0.3,-0.4,0.9,"-1.7","-3.4","0",0.6,-0.1,1.3,0.2,-0.5,1,"-3.6","-5.6","-1.6",0.9,0.1,1.7,-1.4,-2,-0.7,"-3.7","-5.5","-1.9",-1,-1.7,-0.2,0.3,-0.4,0.9,"-1.7","-3.5","0",0.6,-0.1,1.3,"69%","34%","75%",26.5,"137930, 142694, 142697, 142721, 142743, 144504"
"TR02486",5634,"Multi-academy trust","SOUTH WEST ESSEX COMMUNITY EDUCATION TRUST LIMITED","East of England and North East London",3,3,204,17.2,32.8,67.2,16.7,1,2,0,1,2,4,-1.7,-2.6,-0.9,"-2.8","-4.3","-1.3",-1.2,-2.3,-0.2,4,-2.2,-3,-1.4,"-2.5","-3.8","-1.1",-2.1,-3.1,-1.1,4,-1.5,-2.3,-0.8,"-2.7","-4","-1.4",-1,-1.9,-0.1,-1.8,-2.6,-0.9,"-2.9","-4.3","-1.4",-1.2,-2.3,-0.2,-2.2,-3,-1.4,"-2.5","-3.9","-1.1",-2.1,-3.1,-1.1,-1.5,-2.3,-0.8,"-2.7","-4","-1.3",-1,-1.9,-0.1,"72%","54%","80%",14.7,"141877, 141897, 143149"
"TR00796",3107,"Multi-academy trust","SPIRAL PARTNERSHIP TRUST","North West London and South Central",3,3,195,16.9,25.6,74.4,19.5,2,1,0,0,3,3,-0.7,-1.6,0.2,"-1.7","-3.4","0",-0.3,-1.4,0.7,5,-3.2,-4,-2.4,"-2.6","-4.2","-1",-3.4,-4.3,-2.4,4,-1.7,-2.5,-1,"-2.9","-4.4","-1.4",-1.3,-2.2,-0.4,-0.7,-1.6,0.2,"-1.7","-3.5","0",-0.4,-1.4,0.7,-3.3,-4.1,-2.4,"-2.6","-4.2","-1",-3.5,-4.5,-2.5,-1.8,-2.6,-1,"-2.9","-4.4","-1.4",-1.4,-2.3,-0.4,"57%","32%","66%",26.7,"138205, 139159, 139550"
"TR01993",4616,"Multi-academy trust","SS SIMON AND JUDE CHURCH OF ENGLAND MULTI ACADEMY TRUST","Lancashire and West Yorkshire",3,3,115,16.4,45.2,54.8,34.8,1,2,0,0,3,3,-0.4,-1.7,0.9,"0.7","-1.4","2.7",-1.3,-3,0.4,4,-1.4,-2.6,-0.3,"-1.3","-3.2","0.5",-1.5,-3.1,0,3,0.7,-0.5,1.8,"1.2","-0.6","3",0.2,-1.3,1.6,-0.4,-1.7,0.9,"0.7","-1.4","2.8",-1.3,-3,0.4,-1.4,-2.7,-0.2,"-1.3","-3.3","0.6",-1.5,-3.1,0,0.6,-0.5,1.8,"1.2","-0.6","3",0.2,-1.3,1.7,"67%","58%","75%",20.9,"138957, 141205, 141689"
"TR03120",4638,"Multi-academy trust","ST BART'S MULTI ACADEMY TRUST","West Midlands",5,5,208,15.8,47.6,52.4,14.4,0,5,0,2,3,5,-2.9,-3.7,-2,"-3.6","-4.8","-2.3",-2.3,-3.4,-1.1,4,-1.2,-2,-0.4,"-1.7","-2.8","-0.6",-0.8,-1.8,0.3,4,-2.9,-3.7,-2.2,"-3.9","-5","-2.9",-2.1,-3.1,-1.1,-3,-3.8,-2.1,"-3.7","-5","-2.5",-2.3,-3.5,-1.1,-1.2,-2,-0.4,"-1.8","-3","-0.7",-0.8,-1.9,0.4,-3,-3.8,-2.3,"-4.1","-5.2","-3",-2.1,-3.1,-1,"53%","40%","64%",21.2,"139910, 140175, 140562, 142037, 142078"
"TR03166",5620,"Multi-academy trust","ST CATHERINE OF SIENA MULTI ACADEMY COMPANY","West Midlands",4,4,124,16.6,32.3,67.7,30.6,4,0,0,4,0,2,1.5,0.4,2.6,"2.2","0.3","4.1",1.2,-0.1,2.6,2,1.5,0.5,2.5,"-0.1","-1.9","1.6",2.3,1.1,3.6,2,1.9,1,2.9,"0.9","-0.8","2.6",2.5,1.3,3.6,1.5,0.4,2.6,"2.2","0.2","4.1",1.2,-0.2,2.6,1.5,0.4,2.5,"-0.1","-1.9","1.7",2.3,1.1,3.6,1.9,0.9,2.9,"0.9","-0.8","2.6",2.5,1.2,3.7,"74%","58%","82%",12.1,"141922, 141924, 141926, 141929"
"TR02027",4652,"Multi-academy trust","ST CHAD'S ACADEMIES TRUST","West Midlands",5,5,156,16.4,14.7,85.3,7.1,5,0,0,4,1,3,-0.2,-1.2,0.8,"0.3","-2.3","2.8",-0.2,-1.3,0.8,3,-0.5,-1.4,0.4,"0.1","-2.2","2.5",-0.6,-1.6,0.4,3,-0.9,-1.7,0,"-1.6","-3.8","0.6",-0.7,-1.6,0.2,-0.2,-1.2,0.8,"0.3","-2.3","2.8",-0.2,-1.3,0.8,-0.5,-1.4,0.4,"0.1","-2.2","2.5",-0.6,-1.6,0.4,-0.9,-1.7,0,"-1.6","-3.9","0.6",-0.7,-1.7,0.2,"67%","58%","68%",10.9,"140299, 142982, 143347, 143348, 143351"
"TR02662",4668,"Multi-academy trust","ST CUTHBERT'S ROMAN CATHOLIC ACADEMY TRUST","East Midlands and Humber",4,4,154,15.9,27.3,72.7,28.6,3,1,0,0,4,3,-0.4,-1.4,0.6,"-0.9","-2.8","1",-0.2,-1.4,0.9,3,-0.6,-1.6,0.3,"-0.9","-2.7","0.8",-0.6,-1.6,0.5,3,-0.1,-0.9,0.8,"-1.4","-3","0.3",0.4,-0.6,1.4,-0.4,-1.4,0.6,"-0.9","-2.8","1",-0.2,-1.4,0.9,-0.6,-1.6,0.3,"-0.9","-2.7","0.9",-0.6,-1.6,0.5,-0.1,-0.9,0.8,"-1.4","-3","0.3",0.4,-0.6,1.4,"63%","50%","68%",18.8,"140848, 140903, 140905, 141649"
