RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,212,4008,135762,Saint John Bosco College,VA,0,0,,3,12,30,80%,0%,80%,30%,13%,0%,0%,30,80%,12,3,0,NA,NA,NA,0,NA,NA,NA,63%,0%,63%,0%,0%,0%,0%
1,212,4297,101053,Ernest Bevin College,CY,0,0,,2,13,129,66%,0%,65%,12%,6%,0%,1%,86,64%,5,3,43,70%,29,2,0,NA,NA,NA,74%,0%,SUPP,13%,SUPP,0%,SUPP
1,212,4328,136883,Chestnut Grove School,ACC,0,0,,2,11,88,73%,0%,72%,19%,15%,0%,1%,82,72%,9,3,6,83%,42,2,0,NA,NA,NA,80%,0%,SUPP,18%,13%,0%,SUPP
1,212,4734,141808,Saint Cecilia's Church of England School,ACC,0,0,,2,10,94,85%,0%,84%,37%,32%,1%,1%,92,86%,10,2,2,SUPP,SUPP,SUPP,0,NA,NA,NA,93%,0%,SUPP,20%,SUPP,SUPP,SUPP
1,212,5400,137005,Graveney School,ACC,0,0,,2,7,333,86%,0%,85%,50%,35%,4%,1%,332,86%,7,2,1,SUPP,SUPP,SUPP,0,NA,NA,NA,81%,0%,SUPP,31%,21%,0%,SUPP
1,212,5401,139842,Burntwood School,ACC,0,0,,1,24,169,92%,0%,90%,20%,13%,1%,2%,169,92%,24,1,0,NA,NA,NA,0,NA,NA,NA,93%,0%,SUPP,8%,SUPP,SUPP,SUPP
1,212,5402,138681,Ark Putney Academy,ACC,0,0,,3,7,51,69%,2%,67%,24%,8%,0%,0%,51,69%,7,3,0,NA,NA,NA,0,NA,NA,NA,82%,SUPP,SUPP,32%,SUPP,0%,0%
1,212,5405,138682,Southfields Academy,ACC,0,0,,3,-2,190,53%,0%,53%,8%,4%,0%,0%,187,52%,-2,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,62%,0%,62%,8%,SUPP,0%,0%
1,212,6905,135316,Ashcroft Technology Academy,AC,0,0,,2,12,103,89%,0%,89%,60%,50%,5%,0%,102,90%,12,2,0,NA,NA,NA,1,SUPP,SUPP,SUPP,85%,0%,85%,61%,52%,SUPP,0%
LA,212,,,,,,,,NA,12,,73%,SP,71%,22%,14%,1%,2%,1880,75%,11,NA,150,65%,25,NA,46,28%,6,NA,74%,SP,71%,26%,18%,SUPP,2%
1,213,8028,130423,United Colleges Group,General Further Education College,0,0,,1,21,612,69%,0%,65%,9%,4%,0%,4%,392,68%,14,2,215,73%,34,2,5,SUPP,SUPP,SUPP,69%,0%,65%,7%,4%,0%,4%
1,213,4001,140939,Harris Westminster Sixth Form,F1619,0,0,,3,6,122,93%,1%,92%,72%,52%,6%,0%,120,93%,6,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,91%,SUPP,SUPP,59%,39%,SUPP,0%
1,213,4628,138313,The Grey Coat Hospital,ACC,0,0,,3,8,135,90%,0%,90%,56%,37%,4%,0%,135,90%,8,3,0,NA,NA,NA,0,NA,NA,NA,93%,0%,93%,52%,38%,0%,0%
1,213,4673,137353,The St Marylebone CofE School,ACC,0,0,,3,-4,141,80%,0%,80%,51%,37%,5%,0%,141,80%,-4,3,0,NA,NA,NA,0,NA,NA,NA,88%,0%,88%,50%,38%,SUPP,0%
1,213,4687,138312,Westminster City School,ACC,0,0,,3,10,61,85%,2%,84%,38%,30%,0%,0%,61,85%,10,3,0,NA,NA,NA,0,NA,NA,NA,79%,SUPP,SUPP,25%,25%,0%,0%
1,213,4723,101154,St Augustine's CofE High School,VA,0,0,,2,18,80,79%,0%,76%,18%,13%,0%,3%,77,79%,17,2,3,SUPP,SUPP,SUPP,0,NA,NA,NA,82%,0%,SUPP,16%,10%,0%,SUPP
1,213,4809,139369,St George's Catholic School,ACC,0,0,,1,24,68,84%,0%,82%,15%,6%,0%,1%,68,84%,24,1,0,NA,NA,NA,0,NA,NA,NA,78%,0%,SUPP,14%,SUPP,0%,SUPP
1,213,6905,130912,Paddington Academy,AC,0,0,,2,17,144,89%,1%,88%,37%,20%,0%,0%,136,90%,17,2,8,75%,31,3,0,NA,NA,NA,86%,SUPP,SUPP,37%,22%,0%,0%
1,213,6906,131262,Westminster Academy,AC,0,0,,1,25,71,87%,1%,85%,31%,17%,1%,1%,52,85%,17,2,19,95%,46,1,0,NA,NA,NA,86%,SUPP,SUPP,23%,9%,SUPP,SUPP
1,213,6907,135242,Ark King Solomon Academy,AC,0,0,,3,8,31,87%,0%,87%,55%,32%,0%,0%,31,87%,8,3,0,NA,NA,NA,0,NA,NA,NA,84%,0%,84%,58%,32%,0%,0%
1,213,6908,135676,Pimlico Academy,AC,0,0,,3,3,88,80%,1%,77%,41%,25%,0%,1%,88,80%,3,3,0,NA,NA,NA,0,NA,NA,NA,87%,SUPP,84%,38%,22%,0%,SUPP
LA,213,,,,,,,,NA,16,,80%,SP,77%,29%,19%,1%,2%,1446,81%,13,NA,250,74%,35,NA,5,40%,SUPP,NA,80%,SP,79%,35%,23%,2%,2%
1,301,8000,130424,Barking and Dagenham College,General Further Education College,0,0,,3,-1,461,40%,1%,30%,2%,2%,0%,9%,207,37%,-9,4,244,45%,8,2,10,0%,-26,3,41%,SUPP,34%,3%,2%,0%,SUPP
1,301,4004,141178,The Warren School,AC,0,0,,1,25,75,71%,0%,71%,4%,1%,0%,0%,62,74%,25,1,13,54%,23,3,0,NA,NA,NA,76%,0%,76%,SUPP,SUPP,0%,0%
1,301,4005,140945,Elutec,UTC,0,0,,3,-17,21,33%,5%,24%,5%,0%,0%,5%,4,SUPP,SUPP,SUPP,17,18%,-29,5,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP
1,301,4021,101241,"Barking Abbey School, A Specialist Sports and Humanities College",CY,0,0,,2,10,300,79%,2%,76%,23%,15%,SP,1%,299,79%,9,2,0,NA,NA,NA,1,SUPP,SUPP,SUPP,82%,SUPP,78%,25%,18%,SUPP,SUPP
1,301,4023,101243,Eastbrook School,CY,0,0,,3,6,41,63%,0%,61%,2%,2%,0%,2%,37,68%,8,3,2,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,50%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,301,4024,101244,Eastbury Community School,CY,0,0,,1,25,89,87%,1%,84%,35%,26%,1%,1%,64,89%,19,1,24,79%,39,2,1,SUPP,SUPP,SUPP,75%,SUPP,73%,20%,15%,SUPP,SUPP
1,301,4027,101245,Robert Clack School,CY,0,0,,3,3,151,70%,0%,69%,21%,15%,0%,1%,146,71%,3,3,4,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,66%,0%,SUPP,23%,16%,0%,SUPP
1,301,4028,141683,The Sydney Russell School,ACC,0,0,,3,2,78,74%,1%,72%,27%,21%,0%,1%,71,77%,2,3,7,43%,5,3,0,NA,NA,NA,68%,SUPP,SUPP,26%,21%,0%,SUPP
1,301,4029,133561,Jo Richardson Community School,CY,0,0,,3,-2,69,70%,4%,61%,20%,9%,0%,4%,69,70%,-2,3,0,NA,NA,NA,0,NA,NA,NA,56%,SUPP,SUPP,SUPP,0%,0%,SUPP
1,301,4703,101247,All Saints Catholic School and Technology College,VA,0,0,,2,11,91,79%,1%,78%,32%,21%,3%,0%,87,82%,12,2,4,SUPP,SUPP,SUPP,0,NA,NA,NA,79%,SUPP,SUPP,21%,SUPP,0%,0%
1,301,4704,136028,Dagenham Park CofE School,VC,0,0,,3,12,51,78%,0%,76%,29%,10%,2%,2%,48,81%,13,3,1,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,75%,0%,SUPP,25%,SUPP,SUPP,SUPP
LA,301,,,,,,,,NA,6,,64%,1%,59%,16%,10%,SP,4%,1094,69%,6,NA,316,46%,8,NA,17,18%,-6,NA,65%,1%,59%,17%,11%,SUPP,4%
1,302,8000,130425,Barnet and Southgate College,General Further Education College,0,0,,2,8,573,58%,1%,54%,5%,4%,0%,3%,409,63%,6,2,133,43%,7,3,31,52%,30,1,60%,SUPP,56%,5%,4%,0%,SUPP
1,302,8600,130427,Woodhouse College,Sixth Form College,0,0,,2,5,629,90%,1%,89%,56%,39%,1%,1%,629,90%,5,2,0,NA,NA,NA,0,NA,NA,NA,88%,SUPP,87%,52%,39%,SUPP,SUPP
1,302,4012,137361,Whitefield School,ACC,0,0,,3,4,47,66%,0%,66%,11%,4%,0%,0%,47,66%,4,3,0,NA,NA,NA,0,NA,NA,NA,75%,0%,75%,SUPP,SUPP,0%,0%
1,302,4208,137131,Queen Elizabeth's Girls' School,ACC,0,0,,3,9,98,82%,0%,80%,39%,28%,0%,2%,98,82%,9,3,0,NA,NA,NA,0,NA,NA,NA,88%,0%,SUPP,44%,19%,0%,SUPP
1,302,4210,138685,Copthall School,ACC,0,0,,3,6,71,76%,0%,75%,30%,21%,0%,1%,64,84%,11,3,7,0%,-34,3,0,NA,NA,NA,80%,0%,SUPP,31%,23%,0%,SUPP
1,302,4211,137388,Christ's College Finchley,ACC,0,0,,2,14,97,86%,0%,82%,30%,19%,0%,3%,97,86%,14,2,0,NA,NA,NA,0,NA,NA,NA,90%,0%,SUPP,32%,19%,0%,SUPP
1,302,4212,136658,East Barnet School,ACC,0,0,,3,6,127,75%,2%,72%,31%,18%,1%,1%,127,75%,6,3,0,NA,NA,NA,0,NA,NA,NA,79%,SUPP,SUPP,21%,21%,SUPP,SUPP
1,302,4752,138051,The Henrietta Barnett School,ACC,0,0,,3,6,124,98%,0%,98%,92%,81%,23%,0%,124,98%,6,3,0,NA,NA,NA,0,NA,NA,NA,100%,0%,100%,75%,75%,SUPP,0%
1,302,5400,137645,Hendon School,ACC,0,0,,2,11,103,79%,0%,76%,18%,12%,0%,3%,103,79%,11,2,0,NA,NA,NA,0,NA,NA,NA,74%,0%,SUPP,18%,10%,0%,SUPP
1,302,5401,136290,"Queen Elizabeth's School, Barnet",ACC,0,0,,3,5,145,98%,0%,98%,94%,86%,23%,0%,145,98%,5,3,0,NA,NA,NA,0,NA,NA,NA,100%,0%,100%,100%,89%,SUPP,0%
1,302,5402,137386,Mill Hill County High School,ACC,0,0,,2,8,174,88%,1%,87%,49%,41%,1%,1%,174,88%,8,2,0,NA,NA,NA,0,NA,NA,NA,73%,SUPP,SUPP,35%,31%,SUPP,SUPP
1,302,5404,101361,St Michael's Catholic Grammar School,VA,0,0,,3,4,148,95%,0%,95%,80%,64%,6%,0%,148,95%,4,3,0,NA,NA,NA,0,NA,NA,NA,90%,0%,90%,70%,50%,SUPP,0%
1,302,5405,101362,Finchley Catholic High School,VA,0,0,,3,8,140,81%,1%,79%,34%,23%,0%,1%,140,81%,8,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,56%,33%,0%,SUPP
1,302,5406,136308,Ashmole Academy,ACC,0,0,,3,5,167,86%,1%,84%,43%,31%,0%,1%,167,86%,5,3,0,NA,NA,NA,0,NA,NA,NA,82%,SUPP,77%,23%,18%,0%,SUPP
1,302,5407,101364,St James' Catholic High School,VA,0,0,,3,5,99,79%,1%,76%,25%,13%,1%,2%,99,79%,5,3,0,NA,NA,NA,0,NA,NA,NA,76%,SUPP,71%,SUPP,SUPP,SUPP,SUPP
1,302,5408,143082,Bishop Douglass School Finchley,ACC,0,0,,2,11,81,67%,0%,65%,17%,6%,0%,1%,80,68%,12,2,0,NA,NA,NA,1,SUPP,SUPP,SUPP,74%,0%,SUPP,17%,SUPP,0%,SUPP
1,302,5409,137539,Hasmonean High School for Boys,ACC,0,0,,5,-34,113,46%,0%,44%,25%,24%,2%,2%,107,47%,-36,5,5,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,302,5427,135747,JCoSS,VA,0,0,,3,3,27,78%,0%,78%,52%,44%,0%,0%,27,78%,3,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,302,6905,134798,London Academy,AC,0,0,,1,19,150,79%,1%,76%,18%,15%,0%,3%,150,79%,19,1,0,NA,NA,NA,0,NA,NA,NA,80%,SUPP,76%,11%,8%,0%,SUPP
1,302,6906,135507,Wren Academy,AC,0,0,,3,10,87,86%,0%,86%,48%,28%,2%,0%,87,86%,10,3,0,NA,NA,NA,0,NA,NA,NA,82%,0%,82%,32%,23%,SUPP,0%
LA,302,,,,,,,,NA,6,,79%,1%,77%,39%,29%,3%,1%,3028,81%,6,NA,145,41%,6,NA,33,48%,27,NA,80%,1%,78%,44%,33%,3%,1%
1,305,8000,130430,London South East Colleges,General Further Education College,0,0,,4,-9,540,34%,1%,30%,4%,1%,0%,2%,284,38%,-11,4,222,32%,-5,3,34,3%,-21,5,35%,SUPP,30%,3%,SUPP,0%,SUPP
1,305,4604,136466,Bishop Justus CofE School,ACC,0,0,,2,9,129,70%,1%,65%,20%,9%,0%,4%,110,73%,8,3,19,53%,16,3,0,NA,NA,NA,55%,SUPP,50%,0%,0%,0%,SUPP
1,305,5400,136709,Bullers Wood School,ACC,0,0,,3,1,176,75%,2%,70%,25%,14%,0%,2%,173,76%,1,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,65%,0%,65%,20%,0%,0%,0%
1,305,5401,136464,Coopers School,ACC,0,0,,3,-2,127,57%,0%,54%,11%,6%,0%,2%,121,59%,-1,3,6,17%,-13,3,0,NA,NA,NA,59%,0%,59%,SUPP,0%,0%,0%
1,305,5402,136586,Langley Park School for Boys,ACC,0,0,,3,2,304,82%,1%,81%,42%,30%,1%,SP,304,82%,2,3,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,SUPP,39%,22%,0%,SUPP
1,305,5403,136517,Ravens Wood School,ACC,0,0,,3,-2,136,69%,1%,65%,29%,20%,1%,2%,134,70%,-1,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,71%,SUPP,57%,SUPP,SUPP,SUPP,SUPP
1,305,5405,136551,Newstead Wood School,ACC,0,0,,3,6,119,95%,0%,95%,82%,68%,8%,0%,119,95%,6,3,0,NA,NA,NA,0,NA,NA,NA,100%,0%,100%,100%,71%,0%,0%
1,305,5406,136281,Kemnal Technology College,ACC,0,0,,5,-19,74,36%,0%,35%,4%,1%,0%,1%,67,36%,-21,5,7,43%,-1,3,0,NA,NA,NA,38%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,305,5407,136644,Hayes School,ACC,0,0,,3,0,258,75%,1%,72%,26%,16%,2%,2%,258,75%,0,3,0,NA,NA,NA,0,NA,NA,NA,76%,0%,76%,28%,16%,0%,0%
1,305,5408,136467,Chislehurst School for Girls,ACC,0,0,,4,-11,98,55%,1%,54%,8%,5%,0%,0%,91,55%,-13,4,7,57%,18,3,0,NA,NA,NA,50%,SUPP,SUPP,17%,SUPP,0%,0%
1,305,5409,136545,Charles Darwin School,ACC,0,0,,4,-14,95,48%,2%,43%,7%,2%,0%,3%,95,48%,-14,4,0,NA,NA,NA,0,NA,NA,NA,50%,SUPP,44%,SUPP,SUPP,0%,SUPP
1,305,5410,101676,St Olave's and St Saviour's Grammar School,VA,0,0,,3,5,226,97%,SP,97%,91%,77%,16%,0%,226,97%,5,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,SUPP,67%,SUPP,0%
1,305,5412,137006,Langley Park School for Girls,ACC,0,0,,3,6,265,75%,SP,73%,25%,14%,SP,2%,261,75%,6,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,72%,SUPP,69%,19%,13%,SUPP,SUPP
1,305,5413,136540,The Ravensbourne School,ACC,0,0,,3,1,185,63%,0%,62%,20%,10%,0%,1%,154,63%,-3,3,31,65%,26,2,0,NA,NA,NA,55%,0%,SUPP,15%,8%,0%,SUPP
1,305,5418,136355,Darrick Wood School,ACC,0,0,,4,-7,212,64%,1%,61%,23%,11%,0%,1%,212,64%,-7,4,0,NA,NA,NA,0,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
LA,305,,,,,,,,NA,-2,,64%,1%,62%,27%,18%,2%,2%,2683,68%,-2,NA,301,38%,0,NA,37,5%,-18,NA,67%,SUPP,65%,30%,20%,SUPP,SUPP
1,306,8000,130432,Croydon College,General Further Education College,0,0,,2,10,316,53%,0%,52%,5%,3%,0%,2%,229,58%,9,2,52,42%,8,3,35,40%,19,2,50%,0%,SUPP,4%,2%,0%,SUPP
1,306,4004,142040,Orchard Park High (Croydon),AC,0,0,,3,8,12,67%,0%,58%,8%,8%,8%,8%,12,67%,8,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,306,4031,138187,Woodcote High School,ACC,0,0,,4,-13,66,48%,3%,45%,14%,9%,0%,0%,60,48%,-14,4,6,50%,2,3,0,NA,NA,NA,27%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,306,4600,101811,Archbishop Tenison's CofE High School,VA,0,0,,3,5,102,75%,0%,74%,17%,9%,0%,1%,102,75%,5,3,0,NA,NA,NA,0,NA,NA,NA,85%,0%,SUPP,0%,0%,0%,SUPP
3,306,4900,135416,Harris Federation Post 16,3066905,,,,2,14,875,74%,1%,73%,18%,10%,0%,SP,755,76%,12,2,119,63%,25,2,1,SUPP,SUPP,SUPP,74%,SUPP,72%,17%,9%,0%,SUPP
1,306,5400,138178,Riddlesdown Collegiate,ACC,0,0,,3,-1,134,72%,3%,69%,23%,12%,0%,0%,134,72%,-1,3,0,NA,NA,NA,0,NA,NA,NA,89%,0%,89%,SUPP,SUPP,0%,0%
1,306,5402,138221,St Joseph's College,ACC,0,0,,3,8,140,66%,0%,61%,16%,9%,0%,6%,124,65%,4,3,16,81%,45,2,0,NA,NA,NA,70%,0%,55%,15%,12%,0%,15%
1,306,5403,101821,Thomas More Catholic School,VA,0,0,,3,6,42,64%,0%,64%,7%,5%,0%,0%,42,64%,6,3,0,NA,NA,NA,0,NA,NA,NA,64%,0%,64%,0%,SUPP,0%,0%
1,306,5405,101823,Coloma Convent Girls' School,VA,0,0,,2,11,132,93%,0%,92%,55%,36%,1%,1%,132,93%,11,2,0,NA,NA,NA,0,NA,NA,NA,100%,0%,SUPP,36%,SUPP,SUPP,SUPP
1,306,5406,137754,Norbury Manor Business and Enterprise College for Girls,ACC,0,0,,2,16,65,83%,0%,83%,23%,12%,0%,0%,60,83%,14,2,5,SUPP,SUPP,SUPP,0,NA,NA,NA,84%,0%,84%,21%,21%,0%,0%
1,306,5407,137772,Shirley High School Performing Arts College,ACC,0,0,,1,19,57,72%,2%,68%,4%,2%,0%,2%,44,80%,17,2,0,NA,NA,NA,13,46%,24,2,67%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,306,5900,131280,Virgo Fidelis Convent Senior School,VA,0,0,,2,14,65,65%,2%,58%,3%,0%,0%,5%,61,66%,15,2,4,SUPP,SUPP,SUPP,0,NA,NA,NA,56%,SUPP,48%,SUPP,0%,0%,SUPP
1,306,6900,101849,BRIT School for Performing Arts and Technology,CTC,0,0,,3,-2,399,57%,SP,56%,10%,4%,0%,1%,255,56%,-9,4,144,60%,12,2,0,NA,NA,NA,57%,SUPP,56%,6%,SUPP,0%,SUPP
1,306,6909,135968,Oasis Academy Shirley Park,AC,0,0,,3,6,76,64%,0%,61%,9%,5%,0%,4%,76,64%,6,3,0,NA,NA,NA,0,NA,NA,NA,63%,0%,SUPP,SUPP,0%,0%,SUPP
1,306,6910,136203,The Quest Academy,AC,0,0,,3,13,31,74%,3%,71%,29%,29%,3%,0%,31,74%,13,3,0,NA,NA,NA,0,NA,NA,NA,81%,SUPP,SUPP,25%,25%,SUPP,0%
LA,306,,,,,,,,NA,8,,66%,1%,64%,15%,8%,SP,1%,2489,69%,6,NA,467,57%,16,NA,51,45%,23,NA,67%,1%,65%,16%,9%,SUPP,1%
1,310,8002,130440,Stanmore College,General Further Education College,0,0,,1,24,462,73%,SP,69%,7%,3%,0%,3%,360,71%,17,2,57,88%,52,1,45,62%,40,1,78%,SUPP,76%,5%,4%,0%,SUPP
1,310,8600,130443,St Dominic's Sixth Form College,Sixth Form College,0,0,,2,10,583,93%,2%,90%,53%,40%,1%,1%,583,93%,10,2,0,NA,NA,NA,0,NA,NA,NA,89%,0%,89%,51%,43%,0%,0%
1,310,4020,137204,Hatch End High School,ACC,1,0,,1,20,155,87%,1%,84%,27%,17%,1%,2%,148,86%,18,1,7,100%,61,1,0,NA,NA,NA,80%,SUPP,73%,33%,20%,SUPP,SUPP
1,310,4021,137075,Park High School,ACC,1,0,,1,23,72,96%,0%,96%,38%,28%,1%,0%,72,96%,23,1,0,NA,NA,NA,0,NA,NA,NA,92%,0%,92%,54%,54%,SUPP,0%
1,310,4022,137199,Canons High School,ACC,1,0,,1,21,78,92%,0%,92%,26%,18%,4%,0%,69,91%,17,2,9,100%,52,1,0,NA,NA,NA,100%,0%,100%,SUPP,SUPP,0%,0%
1,310,4024,137028,Nower Hill High School,ACC,1,0,,2,11,185,89%,0%,88%,39%,28%,1%,2%,185,89%,11,2,0,NA,NA,NA,0,NA,NA,NA,84%,0%,84%,37%,21%,SUPP,0%
1,310,4026,102239,Whitmore High School,CY,1,0,,1,24,147,93%,1%,91%,35%,22%,1%,1%,147,93%,24,1,0,NA,NA,NA,0,NA,NA,NA,95%,SUPP,93%,26%,19%,SUPP,SUPP
1,310,4027,137198,Rooks Heath College,ACC,1,0,,1,27,102,90%,0%,89%,18%,11%,1%,1%,102,90%,27,1,0,NA,NA,NA,0,NA,NA,NA,88%,0%,SUPP,9%,SUPP,SUPP,SUPP
1,310,4032,137178,Bentley Wood High School,ACC,1,0,,2,18,63,92%,0%,92%,38%,22%,0%,0%,63,92%,18,1,0,NA,NA,NA,0,NA,NA,NA,88%,0%,88%,21%,SUPP,0%,0%
1,310,4033,137177,Harrow High School,ACC,1,0,,1,20,55,80%,0%,80%,15%,9%,0%,0%,55,80%,20,1,0,NA,NA,NA,0,NA,NA,NA,86%,0%,86%,23%,SUPP,0%,0%
3,310,4900,135469,Harrow Collegiate,3104027,,,,1,20,857,90%,SP,89%,31%,20%,1%,1%,841,90%,19,1,16,100%,56,1,0,NA,NA,NA,89%,SUPP,86%,25%,16%,SUPP,SUPP
LA,310,,,,,,,,NA,18,,82%,1%,79%,26%,18%,1%,2%,2161,84%,16,NA,198,68%,31,NA,49,59%,37,NA,83%,SUPP,80%,30%,20%,SUPP,SUPP
1,312,8000,130446,HCUC (Harrow College & Uxbridge College),General Further Education College,0,0,,2,11,1038,55%,SP,49%,6%,3%,0%,6%,507,60%,7,2,492,53%,17,2,39,23%,0,3,57%,SUPP,51%,3%,1%,0%,SUPP
1,312,4000,138368,Parkside Studio College,SS,0,0,,3,26,7,71%,0%,71%,0%,0%,0%,0%,3,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,0%,0%,0%,0%
1,312,4009,141035,De Salis Studio College,SS,0,0,,3,2,8,75%,13%,63%,50%,0%,0%,0%,8,75%,2,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,0%,0%,0%
1,312,4023,140748,Ruislip High School,ACC,0,0,,3,4,62,74%,0%,71%,29%,26%,2%,3%,62,74%,4,3,0,NA,NA,NA,0,NA,NA,NA,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,312,4600,137407,Bishop Ramsey Church of England School,ACC,0,0,,3,5,158,80%,1%,77%,30%,14%,1%,3%,158,80%,5,3,0,NA,NA,NA,0,NA,NA,NA,77%,SUPP,SUPP,SUPP,0%,SUPP,SUPP
1,312,4654,136329,Guru Nanak Sikh Academy,ACC,0,0,,3,7,57,75%,0%,75%,28%,11%,0%,0%,57,75%,7,3,0,NA,NA,NA,0,NA,NA,NA,73%,0%,73%,27%,SUPP,0%,0%
1,312,5400,137633,Bishopshalt School,ACC,0,0,,3,6,174,76%,0%,74%,23%,11%,0%,2%,174,76%,6,3,0,NA,NA,NA,0,NA,NA,NA,76%,0%,76%,28%,10%,0%,0%
1,312,5401,136519,Haydon School,ACC,0,0,,2,9,229,76%,1%,73%,28%,21%,0%,2%,211,79%,9,2,17,47%,4,3,1,SUPP,SUPP,SUPP,76%,SUPP,SUPP,18%,SUPP,0%,SUPP
1,312,5402,137635,Vyners School,ACC,0,0,,3,8,109,82%,4%,76%,33%,17%,0%,2%,109,82%,8,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,312,5403,136711,Queensmead School,ACC,0,0,,2,10,123,76%,2%,72%,25%,17%,1%,2%,104,82%,10,2,19,47%,7,3,0,NA,NA,NA,88%,SUPP,SUPP,38%,38%,SUPP,SUPP
1,312,5404,136768,Uxbridge High School,ACC,0,0,,2,14,94,73%,0%,70%,29%,10%,0%,3%,89,74%,13,2,5,SUPP,SUPP,SUPP,0,NA,NA,NA,76%,0%,SUPP,24%,SUPP,0%,SUPP
1,312,5405,137829,Northwood School,ACC,0,0,,3,21,13,85%,0%,85%,15%,8%,0%,0%,13,85%,21,3,0,NA,NA,NA,0,NA,NA,NA,83%,0%,83%,SUPP,SUPP,0%,0%
1,312,5406,137077,Rosedale College,ACC,0,0,,3,12,30,77%,0%,77%,20%,13%,0%,0%,27,81%,14,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,75%,0%,75%,SUPP,0%,0%,0%
1,312,5407,137078,Hewens College,ACC,0,0,,3,19,19,84%,0%,84%,21%,11%,0%,0%,14,79%,4,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,67%,0%,67%,SUPP,SUPP,0%,0%
1,312,5408,137925,The Douay Martyrs Catholic School,ACC,0,0,,3,2,90,73%,1%,72%,16%,11%,0%,0%,90,73%,2,3,0,NA,NA,NA,0,NA,NA,NA,76%,SUPP,SUPP,24%,18%,0%,0%
1,312,5409,102449,Oak Wood School,FD,0,0,,1,20,40,73%,0%,73%,20%,13%,0%,0%,32,72%,15,3,8,75%,38,2,0,NA,NA,NA,93%,0%,93%,29%,SUPP,0%,0%
1,312,5410,136631,Swakeleys School for Girls,ACC,0,0,,3,6,113,72%,3%,66%,21%,6%,0%,3%,100,73%,4,3,13,62%,20,3,0,NA,NA,NA,77%,0%,77%,14%,SUPP,0%,0%
1,312,5411,102451,Harlington School,FD,0,0,,2,13,80,78%,3%,75%,19%,9%,0%,0%,80,78%,13,2,0,NA,NA,NA,0,NA,NA,NA,77%,SUPP,SUPP,19%,13%,0%,0%
1,312,5412,137844,Barnhill Community High School,ACC,0,0,,2,16,113,75%,0%,74%,15%,11%,0%,1%,113,75%,16,2,0,NA,NA,NA,0,NA,NA,NA,75%,0%,SUPP,15%,8%,0%,SUPP
1,312,6906,135004,The Harefield Academy,AC,0,0,,3,-12,59,49%,0%,46%,15%,7%,0%,3%,58,50%,-11,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,45%,0%,SUPP,0%,0%,0%,SUPP
LA,312,,,,,,,,NA,9,,67%,1%,63%,17%,9%,SP,3%,2077,71%,7,NA,585,54%,16,NA,40,25%,2,NA,67%,SUPP,63%,19%,10%,SP,SUPP
