RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,335,6905,133697,Walsall Academy,AC,0,0,,2,12,129,79%,2%,74%,14%,11%,0%,2%,120,82%,13,2,9,44%,-7,3,0,NA,NA,NA,79%,SUPP,SUPP,SUPP,0%,0%,SUPP
1,335,6906,135769,Ormiston Shelfield Community Academy,AC,0,0,,4,-14,84,38%,5%,33%,2%,2%,0%,0%,77,42%,-12,4,7,0%,-35,3,0,NA,NA,NA,44%,0%,44%,SUPP,SUPP,0%,0%
1,335,6907,135956,Grace Academy Darlaston,AC,0,0,,1,27,19,74%,0%,74%,0%,0%,0%,0%,19,74%,27,1,0,NA,NA,NA,0,NA,NA,NA,63%,0%,63%,0%,0%,0%,0%
1,335,8001,130483,Walsall College,General Further Education College,0,0,,3,1,716,43%,1%,35%,1%,SP,0%,6%,287,53%,0,3,303,38%,-1,3,126,31%,7,3,42%,SUPP,36%,SUPP,SUPP,0%,SUPP
1,335,4001,137274,Bloxwich Academy,AC,0,0,,3,-16,12,42%,0%,42%,0%,0%,0%,0%,12,42%,-16,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,0%,0%,0%,0%
1,335,4003,138374,West Walsall E-ACT Academy,AC,0,0,,1,32,45,80%,0%,80%,0%,0%,0%,0%,44,82%,33,1,0,NA,NA,NA,1,SUPP,SUPP,SUPP,71%,0%,71%,0%,0%,0%,0%
1,335,4004,138606,Blue Coat Church of England Academy,AC,0,0,,1,30,47,89%,0%,89%,9%,9%,0%,0%,44,91%,29,1,3,SUPP,SUPP,SUPP,0,NA,NA,NA,81%,0%,81%,0%,0%,0%,0%
1,335,4005,139789,Walsall Studio School,SS,0,0,,3,6,56,55%,0%,38%,0%,0%,0%,18%,40,63%,9,3,16,38%,-3,3,0,NA,NA,NA,65%,0%,47%,0%,0%,0%,18%
1,335,4007,137830,Joseph Leckie Academy,ACC,0,0,,2,15,131,69%,0%,69%,2%,2%,0%,1%,122,70%,14,2,3,SUPP,SUPP,SUPP,6,67%,43,1,64%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,335,4106,142594,Pool Hayes Academy,ACC,0,0,,3,4,73,60%,1%,56%,5%,5%,0%,3%,69,59%,2,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,74%,SUPP,68%,0%,0%,0%,SUPP
1,335,4606,104255,St Francis of Assisi Catholic Technology College,VA,0,0,,3,9,87,75%,1%,70%,10%,7%,0%,3%,87,75%,9,3,0,NA,NA,NA,0,NA,NA,NA,82%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,335,5400,137707,The Streetly Academy,ACC,0,0,,3,5,95,78%,2%,68%,15%,12%,0%,7%,94,79%,6,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,74%,SUPP,63%,SUPP,SUPP,0%,SUPP
1,335,5401,104259,"St Thomas More Catholic School, Willenhall",VA,0,0,,2,13,135,70%,0%,68%,5%,4%,0%,1%,134,70%,13,2,0,NA,NA,NA,1,SUPP,SUPP,SUPP,52%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,335,5402,136620,Shire Oak Academy,ACC,0,0,,4,-16,117,52%,2%,48%,16%,14%,0%,3%,114,53%,-16,4,3,SUPP,SUPP,SUPP,0,NA,NA,NA,44%,SUPP,39%,17%,SUPP,0%,SUPP
1,335,5403,136777,Queen Mary's High School,ACC,0,0,,3,9,85,91%,2%,88%,33%,20%,0%,0%,85,91%,9,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,23%,23%,0%,0%
1,335,5404,136773,Queen Mary's Grammar School,ACC,0,0,,3,5,146,95%,1%,92%,59%,53%,2%,1%,146,95%,5,3,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,50%,43%,0%,SUPP
1,335,5405,137974,Aldridge School - A Science College,ACC,0,0,,3,3,95,77%,0%,76%,24%,19%,0%,1%,94,77%,2,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,78%,0%,SUPP,SUPP,0%,0%,SUPP
1,335,5406,136885,Barr Beacon School,ACC,0,0,,3,5,83,78%,1%,77%,19%,16%,0%,0%,76,78%,2,3,7,86%,41,2,0,NA,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,0%,0%
LA,335,,,,,,,,NA,4,,62%,1%,57%,11%,8%,SP,4%,1780,69%,5,NA,363,39%,0,NA,134,32%,8,NA,64%,1%,60%,13%,10%,SP,4%
1,336,4000,138098,Moseley Park,AC,1,0,,2,15,45,69%,0%,62%,7%,2%,0%,7%,30,67%,4,3,15,73%,36,2,0,NA,NA,NA,75%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,336,4001,141245,Wednesfield High Specialist Engineering Academy,AC,0,0,,3,5,58,66%,0%,66%,5%,3%,0%,0%,53,66%,3,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,0%,SUPP,0%,SUPP,0%,0%
1,336,4113,142317,Highfields School,ACC,0,0,,2,14,104,87%,1%,84%,23%,17%,1%,2%,103,86%,14,2,1,SUPP,SUPP,SUPP,0,NA,NA,NA,78%,SUPP,SUPP,22%,SUPP,SUPP,SUPP
1,336,4117,140586,Smestow School,ACC,0,0,,2,11,87,77%,0%,75%,6%,5%,0%,2%,86,77%,11,2,0,NA,NA,NA,1,SUPP,SUPP,SUPP,74%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,336,4133,104395,Colton Hills Community School,CY,0,0,,1,26,102,85%,2%,81%,13%,10%,0%,2%,91,85%,23,1,11,91%,46,1,0,NA,NA,NA,76%,SUPP,73%,9%,9%,0%,SUPP
1,336,4134,137730,Heath Park,ACC,1,0,,3,2,96,63%,1%,60%,13%,10%,0%,1%,59,78%,7,3,37,38%,-6,3,0,NA,NA,NA,47%,SUPP,SUPP,8%,8%,0%,SUPP
1,336,4601,138852,S.Peter's Collegiate Church of England School,ACC,0,0,,2,16,105,85%,2%,79%,14%,10%,0%,4%,105,85%,16,2,0,NA,NA,NA,0,NA,NA,NA,82%,SUPP,73%,0%,0%,0%,SUPP
1,336,4605,139891,St Edmunds Catholic Academy,ACC,0,0,,2,15,46,78%,2%,74%,11%,11%,0%,2%,46,78%,15,2,0,NA,NA,NA,0,NA,NA,NA,86%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,336,4606,141802,Our Lady and St Chad Catholic Academy,ACC,0,0,,3,12,56,71%,0%,70%,4%,2%,0%,2%,53,72%,11,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,76%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,336,4731,131547,The King's Church of England School,VA,0,0,,2,16,55,78%,4%,73%,16%,9%,0%,2%,54,80%,17,2,1,SUPP,SUPP,SUPP,0,NA,NA,NA,78%,SUPP,SUPP,33%,SUPP,0%,SUPP
3,336,4901,140604,Central Learning Partnership,,,,,3,6,141,65%,1%,61%,11%,8%,0%,3%,89,74%,6,3,52,48%,6,3,0,NA,NA,NA,56%,SUPP,52%,9%,7%,0%,SUPP
1,336,5400,140798,Wolverhampton Girls' High School,ACC,0,0,,3,6,119,94%,2%,92%,66%,54%,5%,0%,119,94%,6,3,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,SUPP,50%,50%,0%,0%
1,336,5402,139138,Aldersley High School,ACC,0,0,,3,7,54,63%,0%,63%,4%,2%,0%,0%,54,63%,7,3,0,NA,NA,NA,0,NA,NA,NA,67%,0%,67%,SUPP,SUPP,0%,0%
1,336,8002,130484,City of Wolverhampton College,General Further Education College,0,0,,4,-7,318,37%,1%,28%,3%,1%,0%,8%,146,43%,-11,4,148,33%,-4,3,24,25%,0,3,35%,SUPP,30%,0%,0%,0%,SUPP
LA,336,,,,,,,,NA,6,,65%,1%,61%,12%,9%,SP,3%,1278,70%,6,NA,248,41%,2,NA,26,27%,2,NA,68%,SUPP,63%,15%,11%,SUPP,SUPP
1,340,4615,135479,All Saints Catholic High School,VA,0,0,,3,-6,51,49%,0%,49%,2%,2%,0%,0%,51,49%,-6,3,0,NA,NA,NA,0,NA,NA,NA,43%,0%,43%,SUPP,SUPP,0%,0%
LA,340,,,,,,,,NA,-1,,50%,SP,41%,1%,1%,0%,8%,243,54%,-1,NA,64,38%,3,NA,10,10%,-11,NA,50%,SUPP,43%,SUPP,SUPP,0%,SUPP
1,341,4001,138787,Childwall Sports & Science Academy,AC,0,0,,3,13,49,69%,0%,69%,12%,12%,0%,0%,47,70%,13,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,75%,0%,75%,SUPP,SUPP,0%,0%
1,341,4002,139588,Liverpool Life Sciences UTC,UTC,0,0,,2,12,131,81%,0%,79%,27%,24%,0%,2%,131,81%,12,2,0,NA,NA,NA,0,NA,NA,NA,79%,0%,79%,21%,18%,0%,0%
1,341,4003,139589,The Studio School Liverpool,SS,0,0,,2,13,56,68%,0%,64%,7%,5%,0%,4%,29,66%,-1,3,27,70%,29,2,0,NA,NA,NA,60%,0%,SUPP,SUPP,0%,0%,SUPP
1,341,4004,139686,Liverpool College,AC,0,0,,2,15,84,90%,1%,89%,55%,42%,1%,0%,84,90%,15,2,0,NA,NA,NA,0,NA,NA,NA,100%,SUPP,SUPP,67%,SUPP,SUPP,0%
1,341,4306,138696,West Derby School,ACC,0,0,,5,-26,49,31%,0%,31%,8%,8%,0%,0%,49,31%,-26,5,0,NA,NA,NA,0,NA,NA,NA,35%,0%,35%,SUPP,SUPP,0%,0%
1,341,4404,104688,Holly Lodge Girls' College,CY,0,0,,3,13,40,73%,0%,68%,8%,8%,0%,5%,38,74%,13,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,73%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,341,4420,104692,Fazakerley High School,CY,0,0,,3,-11,60,47%,0%,45%,3%,3%,0%,2%,48,48%,-16,4,12,42%,7,3,0,NA,NA,NA,33%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,341,4421,104693,Alsop High School Technology & Applied Learning Specialist College,CY,0,0,,3,-2,148,50%,1%,49%,9%,9%,0%,0%,143,52%,-1,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,53%,SUPP,SUPP,7%,6%,0%,0%
1,341,4425,104696,"Broadgreen International School, A Technology College",FD,0,0,,4,-14,52,48%,0%,48%,8%,8%,0%,0%,52,48%,-14,4,0,NA,NA,NA,0,NA,NA,NA,50%,0%,50%,SUPP,SUPP,0%,0%
1,341,4427,104698,Calderstones School,CY,0,0,,3,3,92,75%,1%,71%,35%,30%,0%,3%,92,75%,3,3,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,341,4429,104700,Gateacre School,CY,0,0,,3,13,49,69%,0%,69%,20%,20%,0%,0%,48,69%,12,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,62%,0%,62%,SUPP,SUPP,0%,0%
1,341,4690,104703,King David High School,VA,0,0,,2,14,51,90%,0%,90%,27%,25%,0%,0%,51,90%,14,2,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,341,4781,104705,Archbishop Blanch School,VA,0,0,,1,21,129,86%,0%,84%,19%,18%,0%,2%,129,86%,21,1,0,NA,NA,NA,0,NA,NA,NA,88%,0%,SUPP,10%,10%,0%,SUPP
1,341,4782,104706,Notre Dame Catholic College,VA,0,0,,3,13,42,79%,2%,71%,14%,14%,0%,5%,40,80%,13,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,71%,SUPP,67%,SUPP,SUPP,0%,SUPP
1,341,4787,138183,Bellerive FCJ Catholic College,ACC,0,0,,3,4,91,63%,0%,60%,11%,11%,0%,2%,91,63%,4,3,0,NA,NA,NA,0,NA,NA,NA,65%,0%,SUPP,9%,9%,0%,SUPP
1,341,4790,104712,St Julie's Catholic High School,VA,0,0,,2,14,68,74%,0%,72%,9%,9%,0%,1%,67,75%,14,2,0,NA,NA,NA,1,SUPP,SUPP,SUPP,75%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,341,4792,104713,Broughton Hall Catholic High School,VA,0,0,,3,3,94,70%,1%,67%,16%,16%,1%,2%,94,70%,3,3,0,NA,NA,NA,0,NA,NA,NA,60%,SUPP,55%,15%,15%,SUPP,SUPP
1,341,4793,104714,Cardinal Heenan Catholic High School,VA,0,0,,3,-5,47,64%,0%,57%,23%,15%,0%,6%,47,64%,-5,3,0,NA,NA,NA,0,NA,NA,NA,50%,0%,50%,SUPP,SUPP,0%,0%
1,341,4794,104715,St John Bosco Arts College,VA,0,0,,3,8,68,74%,0%,72%,10%,9%,0%,1%,66,76%,9,3,1,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,67%,0%,SUPP,10%,10%,0%,SUPP
1,341,4796,104717,Archbishop Beck Catholic College,VA,0,0,,3,0,109,58%,0%,58%,10%,9%,0%,0%,109,58%,0,3,0,NA,NA,NA,0,NA,NA,NA,52%,0%,52%,9%,9%,0%,0%
1,341,5400,138463,St Francis Xavier's College,ACC,0,0,,3,2,83,69%,6%,60%,16%,16%,1%,2%,83,69%,2,3,0,NA,NA,NA,0,NA,NA,NA,50%,SUPP,SUPP,0%,0%,SUPP,SUPP
1,341,5402,138850,St Margaret's Church of England Academy,ACC,0,0,,3,6,128,73%,1%,71%,18%,16%,1%,2%,128,73%,6,3,0,NA,NA,NA,0,NA,NA,NA,83%,SUPP,SUPP,17%,17%,SUPP,SUPP
1,341,5403,104721,St Hilda's Church of England High School,VA,0,0,,3,9,75,77%,1%,76%,20%,20%,0%,0%,75,77%,9,3,0,NA,NA,NA,0,NA,NA,NA,73%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,341,5404,137916,The Blue Coat School,ACC,0,0,,3,3,195,92%,2%,90%,75%,69%,7%,0%,195,92%,3,3,0,NA,NA,NA,0,NA,NA,NA,85%,SUPP,SUPP,70%,60%,SUPP,0%
1,341,5900,136735,St Edward's College,ACC,0,0,,3,8,144,83%,0%,83%,36%,35%,2%,0%,144,83%,8,3,0,NA,NA,NA,0,NA,NA,NA,87%,0%,87%,40%,40%,0%,0%
1,341,6906,131065,North Liverpool Academy,AC,0,0,,3,10,78,59%,1%,58%,6%,6%,0%,0%,60,63%,10,3,18,44%,10,3,0,NA,NA,NA,60%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,341,6907,135174,The Belvedere Academy,AC,0,0,,2,11,96,83%,0%,82%,33%,27%,0%,1%,96,83%,11,2,0,NA,NA,NA,0,NA,NA,NA,88%,0%,SUPP,38%,31%,0%,SUPP
1,341,8017,130487,The City of Liverpool College,General Further Education College,0,0,,3,0,959,45%,1%,35%,3%,3%,0%,8%,478,50%,-4,3,410,42%,4,3,71,30%,6,3,46%,1%,36%,3%,3%,0%,8%
LA,341,,,,,,,,NA,4,,63%,1%,59%,17%,16%,1%,3%,2863,67%,3,NA,521,44%,6,NA,73,29%,5,NA,66%,1%,62%,21%,19%,SUPP,3%
1,342,4050,144327,Rainford High Technology College,ACC,0,0,,3,-1,92,71%,1%,66%,23%,18%,0%,3%,92,71%,-1,3,0,NA,NA,NA,0,NA,NA,NA,43%,SUPP,SUPP,0%,0%,0%,SUPP
1,342,4101,104829,Cowley International College,CY,0,0,,4,-11,124,50%,2%,45%,10%,10%,0%,3%,107,55%,-9,3,16,19%,-20,3,1,SUPP,SUPP,SUPP,41%,SUPP,37%,7%,7%,0%,SUPP
1,342,4104,144326,Rainhill High School,ACC,0,0,,4,-14,126,53%,1%,52%,16%,14%,2%,1%,125,53%,-15,4,1,SUPP,SUPP,SUPP,0,NA,NA,NA,59%,SUPP,53%,18%,18%,SUPP,SUPP
1,342,4803,136421,Hope Academy,AC,0,0,,1,22,27,70%,0%,70%,4%,4%,0%,0%,23,70%,20,1,4,SUPP,SUPP,SUPP,0,NA,NA,NA,67%,0%,67%,SUPP,SUPP,0%,0%
1,342,6905,136141,The Sutton Academy,AC,0,0,,4,-16,74,42%,3%,35%,1%,0%,0%,4%,73,42%,-16,4,1,SUPP,SUPP,SUPP,0,NA,NA,NA,35%,SUPP,20%,SUPP,0%,0%,SUPP
1,342,8000,130488,St Helens College,General Further Education College,0,0,,2,9,340,51%,SP,41%,2%,2%,0%,11%,127,57%,2,3,165,55%,16,2,48,25%,1,3,46%,SUPP,36%,0%,0%,0%,SUPP
1,342,8600,130489,Carmel College,Sixth Form College,0,0,,2,6,773,78%,1%,75%,25%,21%,1%,1%,760,78%,6,2,12,58%,14,3,1,SUPP,SUPP,SUPP,76%,SUPP,SUPP,24%,21%,0%,SUPP
LA,342,,,,,,,,NA,3,,66%,1%,61%,17%,14%,SP,4%,1307,69%,1,NA,199,53%,13,NA,50,24%,0,NA,68%,SUPP,64%,18%,16%,1%,SUPP
1,343,4001,141338,St Michael's Church of England High School,AC,0,0,,3,15,31,71%,0%,68%,3%,3%,0%,3%,31,71%,15,3,0,NA,NA,NA,0,NA,NA,NA,73%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,343,4100,137533,Deyes High School,ACC,0,0,,3,5,81,70%,5%,63%,20%,15%,1%,2%,77,74%,7,3,4,SUPP,SUPP,SUPP,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,343,8000,130490,Hugh Baird College,General Further Education College,0,0,,3,-3,296,36%,0%,22%,1%,1%,0%,14%,75,32%,-20,4,183,38%,1,3,38,32%,8,3,30%,0%,16%,SUPP,SUPP,0%,14%
1,343,8001,130491,Southport College,General Further Education College,0,0,,3,2,140,44%,0%,36%,2%,1%,0%,9%,51,41%,-12,3,68,47%,6,3,21,43%,18,3,24%,0%,SUPP,0%,SUPP,0%,SUPP
1,343,4101,137436,Formby High School,ACC,0,0,,3,-1,107,73%,3%,68%,32%,27%,0%,2%,107,73%,-1,3,0,NA,NA,NA,0,NA,NA,NA,78%,SUPP,SUPP,44%,33%,0%,SUPP
1,343,4105,137514,Chesterfield High School,ACC,0,0,,1,20,82,80%,1%,79%,17%,12%,0%,0%,82,80%,20,1,0,NA,NA,NA,0,NA,NA,NA,58%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,343,4106,137612,Range High School,ACC,0,0,,3,9,111,78%,2%,77%,26%,20%,1%,0%,96,79%,6,3,15,73%,35,2,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,343,4113,137520,Maghull High School,ACC,0,0,,3,-6,105,52%,0%,52%,9%,7%,0%,0%,100,53%,-6,3,5,SUPP,SUPP,SUPP,0,NA,NA,NA,44%,0%,44%,SUPP,SUPP,0%,0%
1,343,4621,104960,Maricourt Catholic High School,VA,0,0,,3,0,109,70%,1%,69%,14%,14%,0%,0%,107,71%,1,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,SUPP,SUPP,SUPP,SUPP,0%,0%
1,343,4623,104961,Sacred Heart Catholic College,VA,0,0,,3,-3,99,64%,1%,62%,21%,20%,1%,1%,99,64%,-3,3,0,NA,NA,NA,0,NA,NA,NA,80%,SUPP,SUPP,30%,30%,SUPP,SUPP
1,343,4624,104962,Holy Family Catholic High School,VA,0,0,,3,3,85,73%,2%,69%,18%,18%,1%,1%,85,73%,3,3,0,NA,NA,NA,0,NA,NA,NA,65%,SUPP,60%,15%,15%,SUPP,SUPP
1,343,4800,104964,Christ The King Catholic High School and Sixth Form Centre,VA,0,0,,3,4,141,72%,0%,71%,25%,23%,0%,1%,138,72%,4,3,3,SUPP,SUPP,SUPP,0,NA,NA,NA,69%,0%,SUPP,SUPP,SUPP,0%,SUPP
LA,343,,,,,,,,NA,2,,63%,1%,59%,17%,14%,SP,4%,1602,68%,2,NA,302,42%,4,NA,60,35%,11,NA,67%,SUPP,63%,19%,16%,SUPP,SUPP
1,383,4105,137383,Woodkirk Academy,ACC,0,0,,3,3,159,69%,1%,65%,19%,14%,1%,3%,147,73%,4,3,12,25%,-15,3,0,NA,NA,NA,43%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4106,108083,Benton Park School,CY,0,0,,3,-6,135,67%,1%,65%,21%,19%,1%,1%,135,67%,-6,3,0,NA,NA,NA,0,NA,NA,NA,42%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4107,138304,Crawshaw Academy,AC,0,0,,4,-15,69,48%,0%,42%,13%,13%,0%,6%,69,48%,-15,4,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,SUPP
1,383,4108,108085,Guiseley School,FD,0,0,,3,-8,92,65%,3%,61%,20%,15%,0%,1%,91,66%,-8,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,67%,SUPP,SUPP,33%,33%,0%,SUPP
1,383,4110,144588,Co-op Academy Priesthorpe,ACC,0,0,,3,8,73,70%,0%,70%,11%,8%,0%,0%,73,70%,8,3,0,NA,NA,NA,0,NA,NA,NA,81%,0%,81%,SUPP,SUPP,0%,0%
1,383,4111,108088,Wetherby High School,FD,0,0,,3,3,45,73%,0%,73%,16%,13%,0%,0%,45,73%,3,3,0,NA,NA,NA,0,NA,NA,NA,SUPP,0%,SUPP,SUPP,SUPP,0%,0%
1,383,4112,136343,Garforth Academy,ACC,0,0,,4,-11,167,56%,1%,51%,19%,15%,0%,3%,144,60%,-10,4,22,27%,-13,3,1,SUPP,SUPP,SUPP,50%,SUPP,44%,SUPP,0%,0%,SUPP
1,383,4113,143238,Brigshaw High School,ACC,0,0,,4,-16,83,53%,2%,51%,14%,14%,0%,0%,83,53%,-16,4,0,NA,NA,NA,0,NA,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%
1,383,4114,146217,Boston Spa Academy,ACC,0,0,,3,-4,124,63%,0%,61%,19%,17%,1%,2%,123,63%,-4,3,1,SUPP,SUPP,SUPP,0,NA,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4115,137775,Horsforth School,ACC,0,0,,3,1,133,78%,0%,76%,38%,34%,2%,2%,133,78%,1,3,0,NA,NA,NA,0,NA,NA,NA,72%,0%,72%,17%,17%,0%,0%
1,383,4501,137704,Otley Prince Henry's Grammar School Specialist Language College,ACC,0,0,,3,2,152,74%,1%,73%,29%,26%,1%,0%,152,74%,2,3,0,NA,NA,NA,0,NA,NA,NA,71%,SUPP,SUPP,0%,0%,SUPP,0%
1,383,4601,139351,"St. Mary's Menston, a Catholic Voluntary Academy",ACC,0,0,,3,7,141,83%,1%,79%,40%,34%,1%,3%,141,83%,7,3,0,NA,NA,NA,0,NA,NA,NA,75%,SUPP,63%,SUPP,SUPP,SUPP,SUPP
1,383,5400,137083,Abbey Grange Church of England Academy,ACC,0,0,,2,12,150,83%,1%,79%,32%,30%,1%,2%,150,83%,12,2,0,NA,NA,NA,0,NA,NA,NA,77%,SUPP,SUPP,15%,15%,SUPP,SUPP
1,383,6906,135935,Leeds West Academy,AC,0,0,,3,4,77,57%,0%,55%,10%,10%,0%,3%,73,58%,4,3,3,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,34%,0%,SUPP,10%,10%,0%,SUPP
1,383,8008,130542,Leeds College of Building,General Further Education College,0,0,,3,2,127,42%,17%,9%,1%,1%,0%,15%,0,NA,NA,NA,116,46%,4,3,11,0%,-23,3,20%,SUPP,SUPP,SUPP,SUPP,0%,10%
1,383,8025,135771,Leeds City College,General Further Education College,0,0,,3,0,1157,46%,1%,37%,3%,3%,0%,8%,605,52%,-3,3,418,47%,7,2,134,18%,-5,3,43%,SUPP,34%,2%,2%,0%,SUPP
1,383,8600,130548,Notre Dame Catholic Sixth Form College,Sixth Form College,0,0,,2,7,756,73%,SP,70%,19%,17%,SP,3%,743,73%,7,2,13,77%,34,2,0,NA,NA,NA,70%,SUPP,67%,13%,12%,SUPP,SUPP
1,383,4006,108055,Lawnswood School,CY,0,0,,3,5,109,63%,0%,61%,12%,11%,0%,2%,100,67%,7,3,9,22%,-14,3,0,NA,NA,NA,56%,0%,SUPP,SUPP,SUPP,0%,SUPP
1,383,4032,108057,Allerton High School,CY,0,0,,2,12,138,78%,0%,77%,22%,20%,1%,1%,135,79%,13,2,3,SUPP,SUPP,SUPP,0,NA,NA,NA,60%,0%,SUPP,20%,20%,SUPP,SUPP
1,383,4040,108058,Allerton Grange School,CY,0,0,,2,18,89,78%,0%,74%,16%,13%,0%,3%,89,78%,18,1,0,NA,NA,NA,0,NA,NA,NA,74%,0%,SUPP,0%,0%,0%,SUPP
1,383,4046,108064,Temple Moor High School Science College,FD,0,0,,3,-1,88,63%,2%,58%,18%,15%,0%,2%,87,63%,-1,3,0,NA,NA,NA,1,SUPP,SUPP,SUPP,36%,SUPP,SUPP,SUPP,SUPP,0%,SUPP
1,383,4055,139282,John Smeaton Academy,AC,0,0,,3,-3,45,44%,0%,44%,4%,4%,0%,0%,35,49%,-4,3,9,22%,-8,3,1,SUPP,SUPP,SUPP,36%,0%,36%,SUPP,SUPP,0%,0%
1,383,4062,108075,Ralph Thoresby School,FD,0,0,,3,10,52,69%,0%,67%,13%,13%,0%,2%,52,69%,10,3,0,NA,NA,NA,0,NA,NA,NA,33%,0%,SUPP,0%,0%,0%,SUPP
1,383,4063,108076,Roundhay School,CY,0,0,,2,8,210,77%,SP,73%,27%,22%,1%,3%,210,77%,8,2,0,NA,NA,NA,0,NA,NA,NA,77%,SUPP,68%,13%,13%,SUPP,SUPP
1,383,4065,137065,Co-op Academy Leeds,AC,0,0,,3,5,19,42%,0%,37%,0%,0%,0%,5%,13,46%,6,3,6,33%,3,3,0,NA,NA,NA,43%,0%,SUPP,0%,0%,0%,SUPP
1,383,4070,141940,Elliott Hudson College,F1619,0,0,,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,0,SUPP,NA,NA,0,SUPP,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4102,108079,Pudsey Grangefield School,FD,0,0,,4,-16,91,51%,2%,48%,15%,14%,2%,0%,87,51%,-17,4,4,SUPP,SUPP,SUPP,0,NA,NA,NA,50%,SUPP,SUPP,0%,0%,SUPP,0%
1,383,4103,138336,Rodillian Academy,ACC,0,0,,5,-19,132,45%,1%,42%,8%,6%,1%,2%,130,45%,-19,4,2,SUPP,SUPP,SUPP,0,NA,NA,NA,39%,SUPP,35%,10%,SUPP,SUPP,SUPP
1,383,4104,108081,Royds School,FD,0,0,,3,4,57,58%,4%,54%,2%,0%,0%,0%,55,60%,5,3,2,SUPP,SUPP,SUPP,0,NA,NA,NA,55%,SUPP,SUPP,SUPP,0%,0%,0%
LA,383,,,,,,,,NA,1,,61%,1%,56%,15%,13%,SP,4%,4146,66%,1,NA,665,43%,4,NA,149,17%,-7,NA,64%,1%,59%,18%,15%,1%,4%
1,384,4015,136633,Castleford Academy,ACC,0,0,,5,-25,45,18%,0%,16%,2%,2%,0%,2%,31,16%,-36,5,0,NA,NA,NA,14,21%,0,3,16%,0%,SUPP,SUPP,SUPP,0%,SUPP
