RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
1,878,6014,113579,Stover School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,878,4182,145336,Tavistock College,0,ACC,172,44.3,166,2,-0.29,-0.49,-0.1,-0.3,-0.49,-0.1,61.0%,36.6%,3.76,23.3%,9.9%,6.4%,52.9%,4
1,878,5402,136494,Teign School,0,ACC,143,47.9,141,0,0.03,-0.18,0.24,0.03,-0.19,0.24,67.1%,46.9%,4.33,51.0%,37.8%,21.0%,64.3%,3
1,878,4120,136495,"Teignmouth Community School, Exeter Road",0,ACC,171,43.3,167,0,-0.21,-0.4,-0.01,-0.21,-0.41,-0.01,56.7%,32.2%,3.86,40.4%,24.6%,17.0%,48.5%,4
1,878,4192,113548,Tiverton High School,0,FD,226,42.8,222,3,0.05,-0.12,0.21,0.04,-0.13,0.21,61.9%,35.8%,3.57,15.9%,8.8%,7.5%,53.1%,3
1,878,6068,143947,Totnes Progressive School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,878,6010,113574,Trinity School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,878,5405,136287,Uffculme School,0,ACC,199,57.2,190,0,0.69,0.5,0.87,0.69,0.5,0.87,84.4%,64.3%,4.82,17.1%,15.1%,12.1%,81.4%,1
2,878,7081,113652,Wesc Foundation School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,878,6032,113606,West Buckland School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,878,4023,145404,West Exe School,0,AC,199,50.5,191,0,0.33,0.14,0.51,0.33,0.14,0.51,70.9%,46.7%,4.34,30.7%,21.1%,15.1%,66.3%,2
4,878,,,,,,6817,46.2,6562,67,-0.13,-0.16,-0.1,-0.14,-0.17,-0.11,64.6%,41.4%,4.05,37.9%,22.7%,14.7%,59.2%,4
1,879,6905,136142,All Saints Church of England Academy,0,AC,128,32.6,126,1,-0.89,-1.11,-0.66,-0.9,-1.12,-0.67,37.5%,14.1%,2.67,12.5%,2.3%,0.8%,28.1%,5
2,879,7066,113648,Brook Green Centre for Learning,0,CYS,23,4.7,22,0,-1.4,-1.93,-0.86,-1.4,-1.94,-0.85,0.0%,0.0%,0.41,0.0%,0.0%,0.0%,0.0%,5
2,879,7063,113645,Cann Bridge School,0,CYS,6,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
1,879,4181,136558,Coombe Dean School,0,ACC,170,45.9,157,1,-0.04,-0.24,0.16,-0.04,-0.24,0.16,67.1%,44.7%,4.08,30.6%,18.2%,10.6%,54.7%,3
1,879,5406,136496,Devonport High School for Boys,0,ACC,178,68.8,169,1,0.11,-0.08,0.3,0.11,-0.09,0.3,98.9%,92.7%,6.38,69.7%,56.7%,43.3%,98.3%,3
1,879,4152,136588,Devonport High School for Girls,0,ACC,116,74.1,109,0,0.64,0.4,0.88,0.64,0.4,0.89,100.0%,98.3%,7.02,90.5%,84.5%,72.4%,100.0%,1
1,879,4185,140104,Eggbuckland Community College,0,ACC,139,38.6,135,0,-0.46,-0.68,-0.24,-0.46,-0.68,-0.24,48.2%,27.3%,3.29,16.5%,9.4%,4.3%,42.4%,4
1,879,4179,136557,Hele's School,0,ACC,202,49,199,3,0.04,-0.14,0.22,0.03,-0.15,0.22,72.3%,49.5%,4.67,78.7%,42.6%,23.8%,67.3%,3
1,879,4187,136668,Lipson Co-operative Academy,0,ACC,156,40.3,145,2,-0.14,-0.35,0.07,-0.14,-0.35,0.07,47.4%,27.6%,3.49,55.8%,18.6%,12.8%,40.4%,3
2,879,7068,113650,Longcause Community Special School,0,CYS,19,1.2,19,0,-1.96,-2.54,-1.38,-1.96,-2.55,-1.37,5.3%,0.0%,0.06,0.0%,0.0%,0.0%,0.0%,5
1,879,6906,136166,Marine Academy Plymouth,0,AC,94,32.8,88,2,-1.05,-1.32,-0.78,-1.05,-1.33,-0.78,31.9%,17.0%,2.63,5.3%,2.1%,0.0%,26.6%,5
2,879,7069,113651,Mill Ford School,0,CYS,7,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
2,879,7067,113649,Mount Tamar School,0,CYS,11,2.5,10,0,-2.3,-3.1,-1.51,-2.3,-3.11,-1.49,0.0%,0.0%,0.09,0.0%,0.0%,0.0%,0.0%,5
1,879,4605,140737,Notre Dame RC School,0,ACC,94,43,91,2,-0.01,-0.27,0.25,-0.03,-0.3,0.24,53.2%,31.9%,3.52,29.8%,17.0%,14.9%,50.0%,3
1,879,6010,135849,"Oneschool Global Uk, Plymouth Campus",0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,879,6004,113609,Plymouth College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,879,4155,113532,Plymouth High School for Girls,0,CY,115,64.8,111,0,0.1,-0.14,0.34,0.1,-0.15,0.34,100.0%,92.2%,6.15,80.0%,70.4%,52.2%,99.1%,3
1,879,4001,139923,Plymouth School of Creative Arts,0,F,120,23.1,114,5,-1.58,-1.82,-1.35,-1.6,-1.84,-1.36,17.5%,4.2%,1.63,2.5%,0.0%,0.0%,14.2%,5
1,879,4178,136556,Plympton Academy,0,ACC,122,40.7,119,0,-0.2,-0.43,0.04,-0.2,-0.43,0.04,41.8%,22.1%,3.15,25.4%,9.8%,4.9%,39.3%,3
1,879,4180,136568,Plymstock School,0,ACC,253,46,240,1,0.17,0.01,0.33,0.17,0,0.33,64.8%,38.7%,4.24,43.5%,27.3%,18.6%,60.9%,2
1,879,4002,140693,St Boniface's RC College,0,AC,50,39.8,49,0,-0.32,-0.68,0.04,-0.32,-0.69,0.05,46.0%,24.0%,3.35,42.0%,4.0%,0.0%,46.0%,3
1,879,4004,144760,Scott Medical and Healthcare College,0,SS,,,,,,,,,,,,,,,,,,SUPP
1,879,4172,113533,Sir John Hunt Community Sports College,0,FD,115,33.4,114,2,-0.86,-1.1,-0.62,-0.87,-1.11,-0.63,27.8%,11.3%,2.56,20.0%,6.1%,1.7%,24.3%,5
1,879,4190,136626,Stoke Damerel Community College,0,ACC,223,38.2,211,1,-0.33,-0.5,-0.15,-0.33,-0.51,-0.16,49.3%,19.7%,2.94,16.6%,5.8%,2.7%,43.9%,4
1,879,4186,137206,Tor Bridge High,0,ACC,199,41.1,199,1,-0.19,-0.37,-0.01,-0.19,-0.38,-0.01,49.7%,23.6%,3.15,13.6%,6.5%,1.5%,48.2%,4
1,879,4005,146560,UTC Plymouth,0,UTC,,,,,,,,,,,,,,,,,,SUPP
1,879,4000,139432,UTC Plymouth,1,UTC,,,,,,,,,,,,,,,,,,SUPP
2,879,7062,113644,Woodlands School,0,FDS,6,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
4,879,,,,,,2546,43.6,2442,22,-0.28,-0.33,-0.23,-0.28,-0.34,-0.23,56.4%,37.4%,3.78,37.0%,22.6%,15.4%,52.2%,4
1,880,4118,137755,Brixham College,0,ACC,187,38.8,184,2,-0.41,-0.59,-0.22,-0.41,-0.6,-0.23,56.7%,27.8%,3.32,26.7%,6.4%,2.1%,44.9%,4
2,880,7000,143552,The Brunel Academy,0,ACS,19,2.9,17,0,-2.97,-3.58,-2.36,-2.97,-3.59,-2.35,0.0%,0.0%,0.16,0.0%,0.0%,0.0%,0.0%,5
1,880,4116,136388,Churston Ferrers Grammar School Academy,0,ACC,145,67.8,137,1,0.36,0.14,0.57,0.36,0.14,0.58,99.3%,93.1%,5.87,35.2%,34.5%,27.6%,99.3%,2
2,880,7041,139540,Combe Pafford School,0,ACCS,34,2.1,33,0,-1.62,-2.06,-1.18,-1.62,-2.06,-1.17,0.0%,0.0%,0.1,0.0%,0.0%,0.0%,0.0%,5
1,880,6006,136738,EF Academy Torbay,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,880,7042,113641,Mayfield School,0,CYS,18,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,880,4001,138863,Paignton Academy,0,ACC,215,37.3,209,3,-0.44,-0.61,-0.27,-0.45,-0.63,-0.28,41.9%,21.4%,3.03,7.0%,5.1%,3.3%,36.3%,4
1,880,4601,113551,St Cuthbert Mayne School,0,VA,155,36.7,147,3,-0.63,-0.84,-0.42,-0.65,-0.86,-0.44,45.2%,16.8%,2.88,5.8%,1.3%,0.6%,42.6%,5
1,880,8003,130648,South Devon College,0,FESI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,880,4117,113526,The Spires College,0,FD,105,42.4,101,0,0.1,-0.15,0.35,0.1,-0.15,0.36,52.4%,28.6%,3.53,24.8%,14.3%,7.6%,48.6%,3
1,880,4000,138370,Torquay Academy,0,AC,220,47.6,210,3,0.26,0.09,0.44,0.25,0.08,0.43,70.5%,47.7%,3.75,4.5%,2.3%,1.4%,65.9%,2
1,880,5401,136321,Torquay Boys' Grammar School,0,ACC,149,69.7,138,0,0.32,0.11,0.54,0.32,0.1,0.54,99.3%,92.6%,6.51,66.4%,62.4%,57.0%,99.3%,2
1,880,4114,136506,Torquay Girls Grammar School,0,ACC,127,72.8,116,0,0.63,0.39,0.86,0.63,0.39,0.87,100.0%,97.6%,7.04,85.0%,84.3%,79.5%,99.2%,1
4,880,,,,,,1501,45.7,1422,33,-0.24,-0.31,-0.18,-0.26,-0.33,-0.2,62.8%,45.0%,3.9,24.5%,19.7%,16.6%,58.6%,4
1,881,4010,139402,Alec Hunter Academy,0,AC,148,44.9,143,1,-0.14,-0.35,0.07,-0.14,-0.36,0.07,64.9%,35.8%,3.87,35.1%,25.0%,13.5%,60.1%,3
2,881,6068,144775,The Anderson School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,5442,137727,Anglo European School,0,ACC,220,53.7,189,0,0.05,-0.13,0.24,0.05,-0.13,0.24,83.2%,55.5%,4.96,72.3%,45.5%,30.9%,77.7%,3
1,881,5418,136579,The Appleton School,0,ACC,251,47.9,246,1,-0.15,-0.31,0.01,-0.16,-0.32,0.01,66.5%,45.0%,4.18,50.2%,32.3%,18.3%,61.8%,3
1,881,6909,135897,The Basildon Upper Academy,0,AC,157,33.2,151,2,-0.61,-0.82,-0.41,-0.61,-0.82,-0.41,30.6%,8.9%,2.27,1.9%,0.0%,0.0%,26.8%,SUPP
1,881,5406,115322,Beauchamps High School,0,FD,239,49.4,236,0,0.13,-0.03,0.3,0.13,-0.03,0.3,70.3%,47.7%,4.49,43.1%,35.1%,24.3%,65.7%,3
1,881,4029,145916,The Beaulieu Park School,0,F
1,881,4005,138239,Becket Keys Church of England Free School,0,F,146,55.9,142,0,0.32,0.11,0.53,0.32,0.1,0.53,82.2%,58.9%,5.12,52.1%,47.9%,41.1%,78.8%,2
1,881,5468,136861,The Billericay School,0,ACC,262,47.8,250,2,-0.36,-0.52,-0.2,-0.36,-0.53,-0.2,71.8%,48.5%,4.41,73.7%,40.1%,22.1%,64.5%,4
1,881,4030,145931,Bmat Stem Academy,0,UTC
1,881,5416,137874,The Boswells School,0,ACC,245,48.8,236,1,0.27,0.11,0.43,0.27,0.1,0.43,66.1%,39.2%,4.29,53.5%,34.7%,22.4%,63.3%,2
1,881,6000,115386,Braeside School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,4027,145474,Brentwood County High School,0,AC,191,41.6,184,2,-0.39,-0.58,-0.21,-0.4,-0.59,-0.21,59.2%,39.3%,3.58,29.3%,9.4%,6.3%,47.6%,4
1,881,6035,115429,Brentwood School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,5461,138834,Brentwood Ursuline Convent High School,0,ACC,165,62.4,152,1,1,0.79,1.2,0.99,0.78,1.2,91.5%,82.4%,5.68,78.8%,49.7%,38.2%,88.5%,1
1,881,5407,139181,The Bromfords School and Sixth Form College,0,ACC,152,35.9,146,2,-0.61,-0.82,-0.41,-0.63,-0.84,-0.42,42.1%,19.1%,2.84,2.6%,0.0%,0.0%,40.1%,5
1,881,4333,137694,Burnt Mill Academy,0,ACC,239,43.7,236,2,-0.18,-0.34,-0.01,-0.18,-0.35,-0.02,56.1%,38.1%,3.87,29.3%,21.3%,14.2%,51.0%,4
1,881,4033,147031,Castle View School,0,ACC
1,881,5419,141498,Castle View School,1,ACC,138,37.3,136,0,-0.44,-0.65,-0.22,-0.44,-0.66,-0.22,48.6%,21.0%,2.96,15.9%,5.8%,2.9%,42.8%,4
2,881,7045,141765,Castledon School,0,ACCS,17,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,881,7036,115457,Cedar Hall School,0,FDS,21,4.2,16,0,-1.98,-2.61,-1.36,-1.98,-2.62,-1.34,9.5%,0.0%,0.22,0.0%,0.0%,0.0%,0.0%,5
1,881,5429,137260,Chelmer Valley High School,0,ACC,203,48.4,200,3,0.09,-0.09,0.27,0.08,-0.1,0.26,69.0%,47.3%,4.22,35.5%,24.6%,13.8%,65.0%,3
1,881,5410,136412,Chelmsford County High School for Girls,0,ACC,120,80,102,0,0.81,0.56,1.06,0.81,0.56,1.06,100.0%,99.2%,7.92,99.2%,98.3%,97.5%,100.0%,1
1,881,6065,142537,Chelmsford Hospital School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,6006,115392,Chigwell School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,6041,115436,The Christian School (Takeley),0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,6910,135957,Clacton Coastal Academy,0,AC,193,33.3,188,1,-0.5,-0.69,-0.32,-0.51,-0.7,-0.32,30.1%,13.0%,2.4,4.7%,2.1%,1.6%,25.9%,4
1,881,5444,138084,Clacton County High School,0,ACC,262,44,258,0,0.29,0.14,0.45,0.29,0.13,0.45,50.0%,22.9%,3.2,13.4%,8.0%,3.8%,47.3%,2
1,881,6911,136195,Colchester Academy,0,AC,135,39.7,128,1,-0.32,-0.54,-0.09,-0.33,-0.56,-0.11,54.1%,26.7%,3.28,11.9%,8.9%,5.2%,48.9%,4
1,881,5454,137515,Colchester County High School for Girls,0,ACC,140,82,117,0,1.01,0.78,1.25,1.01,0.78,1.25,100.0%,100.0%,7.89,85.7%,85.7%,85.7%,100.0%,1
1,881,6015,115409,Colchester High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,5443,137814,Colchester Royal Grammar School,0,ACC,97,79.6,71,0,0.55,0.25,0.85,0.55,0.25,0.86,100.0%,99.0%,7.74,82.5%,81.4%,79.4%,100.0%,1
1,881,5460,137429,Colne Community School and College,1,ACC,234,47.8,225,0,-0.13,-0.3,0.04,-0.13,-0.3,0.04,64.5%,45.3%,3.71,14.1%,9.8%,6.0%,59.4%,3
1,881,4032,146795,Colne Community School and College (Secondary and 16 to 19 Provision),0,ACC
2,881,7071,138122,Columbus School and College,0,ACCS,13,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,881,5420,140308,The Cornelius Vermuyden School,0,ACC,188,42.4,188,3,-0.42,-0.61,-0.24,-0.44,-0.63,-0.25,56.9%,30.3%,3.77,41.5%,22.3%,13.3%,50.0%,4
1,881,5426,136625,Davenant Foundation School,0,ACC,159,55.6,152,0,0.27,0.07,0.48,0.27,0.06,0.48,86.8%,64.8%,4.95,47.8%,36.5%,22.6%,83.6%,2
1,881,4680,115237,De La Salle School and Language College,0,VA,139,44.3,137,0,0.18,-0.03,0.4,0.18,-0.03,0.4,59.7%,37.4%,4.05,68.3%,24.5%,12.9%,53.2%,3
1,881,4018,143639,The Deanes,0,AC,74,33.4,74,1,-0.94,-1.23,-0.65,-0.94,-1.24,-0.64,45.9%,14.9%,2.67,12.2%,4.1%,1.4%,39.2%,5
1,881,4001,136555,Debden Park High School,0,ACC,176,46.3,172,1,-0.14,-0.33,0.05,-0.15,-0.34,0.05,68.8%,43.2%,3.82,14.8%,9.7%,4.5%,65.3%,3
2,881,6032,115426,Doucecroft School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,881,7048,115464,The Edith Borthwick School,0,CYS,16,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,881,5951,115462,The Endeavour School,0,FDS,24,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,881,4023,145050,Epping St Johns Church of England School,0,AC,159,43.4,154,1,-0.28,-0.48,-0.08,-0.28,-0.49,-0.07,60.4%,37.7%,3.65,29.6%,21.4%,14.5%,54.7%,4
2,881,6056,135150,Essex Fresh Start,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,6009,115395,Felsted School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,5422,141841,The FitzWimarc School,0,ACC,268,48.1,260,4,-0.06,-0.21,0.1,-0.06,-0.22,0.09,71.6%,46.3%,4.26,47.4%,35.8%,20.5%,66.0%,3
1,881,4015,141328,Forest Hall School,0,AC,77,37.3,70,0,-0.36,-0.66,-0.06,-0.36,-0.66,-0.05,50.6%,24.7%,3.31,28.6%,14.3%,7.8%,36.4%,4
1,881,5441,137926,The Gilberd School,0,ACC,267,50.6,254,3,0.31,0.16,0.47,0.31,0.15,0.47,75.3%,47.2%,4.69,67.8%,35.2%,17.6%,68.5%,2
2,881,7054,115469,Glenwood School,0,CYS,12,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,881,6010,115396,Gosfield School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,4390,136904,Great Baddow High School,0,ACC,223,48.2,211,1,0,-0.17,0.17,-0.01,-0.18,0.17,68.6%,43.0%,4.19,21.1%,16.1%,12.1%,65.9%,3
1,881,6906,135652,Greensward Academy,0,AC,226,48.4,222,1,0.11,-0.06,0.28,0.11,-0.07,0.28,75.7%,48.2%,4.15,32.7%,24.3%,14.6%,72.6%,3
2,881,7002,141945,Grove House School,0,FS,10,3.9,9,0,-2.04,-2.88,-1.2,-2.04,-2.89,-1.19,0.0%,0.0%,0.17,0.0%,0.0%,0.0%,0.0%,5
1,881,6042,115437,Guru Gobind Singh Khalsa College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,881,7070,131838,Harlow Fields School and College,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4024,145061,Harwich and Dovercourt High School,0,AC,190,38,184,3,-0.71,-0.9,-0.53,-0.72,-0.91,-0.53,47.4%,25.8%,3.1,3.7%,2.1%,1.6%,41.6%,5
1,881,4026,139153,Hedingham School and Sixth Form,0,ACC,174,46.7,171,1,0.24,0.05,0.43,0.24,0.04,0.43,67.8%,37.9%,3.87,29.9%,12.6%,6.9%,63.8%,2
1,881,5457,137975,Helena Romanes School and Sixth Form Centre,0,ACC,199,44.4,192,0,-0.36,-0.54,-0.17,-0.36,-0.54,-0.17,65.3%,35.7%,3.78,53.8%,26.6%,11.6%,62.3%,4
1,881,4400,136729,The Honywood Community Science School,0,ACC,218,43,215,3,-0.39,-0.56,-0.22,-0.4,-0.57,-0.22,59.6%,33.0%,3.8,51.8%,20.6%,8.7%,55.5%,4
1,881,5455,137072,Hylands School,0,ACC,136,37.5,125,3,-0.66,-0.89,-0.44,-0.67,-0.9,-0.44,44.1%,24.3%,3.18,36.8%,10.3%,5.1%,42.6%,5
1,881,4007,138865,The James Hornsby School,0,AC,160,36.4,156,0,-0.27,-0.48,-0.07,-0.27,-0.48,-0.07,34.4%,15.0%,2.8,1.3%,0.6%,0.6%,33.1%,4
1,881,5436,138734,"Joyce Frankland Academy, Newport",0,ACC,131,53.5,122,1,0.23,0,0.45,0.22,-0.01,0.46,77.9%,51.9%,4.91,66.4%,45.0%,31.3%,73.3%,3
1,881,5421,136868,The King Edmund School,0,ACC,253,36.3,250,7,-0.78,-0.94,-0.63,-0.81,-0.97,-0.65,47.4%,22.5%,2.87,2.4%,0.0%,0.0%,42.7%,5
1,881,5411,136642,"King Edward VI Grammar School, Chelmsford",0,ACC,120,81.9,99,0,0.85,0.6,1.1,0.85,0.59,1.11,100.0%,100.0%,8.05,95.0%,93.3%,92.5%,100.0%,1
1,881,5415,136342,King Harold Business & Enterprise Academy,0,ACC,113,37.2,107,0,-0.3,-0.54,-0.06,-0.3,-0.55,-0.05,46.9%,21.2%,3.25,41.6%,21.2%,6.2%,41.6%,4
1,881,5403,136577,The King John School,0,ACC,330,48.6,326,1,-0.2,-0.34,-0.06,-0.2,-0.35,-0.06,76.7%,44.5%,4.26,58.2%,30.9%,19.7%,73.6%,4
2,881,7030,144897,Kingswode Hoe School,0,ACCS,24,0.5,21,0,-1.84,-2.39,-1.3,-1.84,-2.4,-1.29,0.0%,0.0%,0,0.0%,0.0%,0.0%,0.0%,5
2,881,7000,141512,Langham Oaks,0,ACS,10,8.2,8,0,-1.92,-2.81,-1.03,-1.92,-2.83,-1.02,0.0%,0.0%,0.6,0.0%,0.0%,0.0%,0.0%,5
2,881,7069,115475,Lexden Springs School,0,CYS,6,NE,NE,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NE,NE,NE,NE,NE,NE,NE
1,881,6907,135653,Maltings Academy,0,AC,181,42.9,176,2,-0.44,-0.63,-0.25,-0.44,-0.63,-0.25,61.3%,33.7%,3.47,18.2%,12.2%,6.6%,56.4%,4
1,881,5470,137945,Manningtree High School,0,ACC,148,47.3,145,0,-0.23,-0.44,-0.02,-0.23,-0.45,-0.02,63.5%,43.2%,4.2,41.9%,26.4%,16.9%,61.5%,4
1,881,4009,139271,Mark Hall Academy,0,AC,89,33.2,81,0,-1.09,-1.37,-0.81,-1.09,-1.37,-0.8,37.1%,15.7%,2.96,42.7%,11.2%,4.5%,27.0%,5
2,881,7065,143589,Market Field School,0,ACCS,20,2.7,15,0,-1.45,-2.1,-0.81,-1.45,-2.12,-0.79,0.0%,0.0%,0.18,0.0%,0.0%,0.0%,0.0%,5
1,881,4471,137048,Mayflower High School,0,ACC,236,48.6,231,0,0.04,-0.12,0.21,0.04,-0.13,0.21,74.6%,45.8%,4.45,62.7%,41.9%,26.7%,69.5%,3
1,881,4480,136863,Moulsham High School,0,ACC,248,54.6,243,0,0.58,0.42,0.74,0.58,0.42,0.75,79.8%,55.2%,4.82,51.6%,36.3%,24.6%,78.2%,1
1,881,6001,115387,New Hall School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,6905,135651,New Rickstones Academy,0,AC,89,44.3,88,2,-0.03,-0.29,0.24,-0.05,-0.32,0.22,64.0%,40.4%,3.52,10.1%,9.0%,5.6%,60.7%,3
1,881,4420,137013,Notley High School and Braintree Sixth Form,0,ACC,242,43.6,238,2,-0.39,-0.55,-0.23,-0.4,-0.56,-0.23,57.9%,35.1%,3.71,27.7%,19.8%,11.6%,53.7%,4
2,881,7044,145987,Oak View School,0,ACCS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,881,4016,141947,The Ongar Academy,0,F
1,881,6069,144818,Open Box Education Centre,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,4004,137152,Ormiston Rivers Academy,0,AC,160,48,157,0,0.4,0.2,0.6,0.4,0.19,0.6,56.3%,38.1%,3.72,16.3%,14.4%,10.6%,55.6%,2
1,881,4323,137445,Passmores Academy,0,ACC,203,42.5,202,4,-0.53,-0.71,-0.35,-0.55,-0.73,-0.37,53.2%,32.5%,3.04,19.2%,7.9%,3.9%,48.3%,5
1,881,5404,137619,Philip Morant School and College,1,ACC,290,49.2,273,2,-0.03,-0.18,0.12,-0.04,-0.19,0.12,75.2%,50.7%,4.29,41.7%,26.2%,14.5%,69.3%,3
1,881,4031,146794,Philip Morant School and College,0,ACC
2,881,7001,138219,The Pioneer School,0,ACCS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,881,5402,137790,Plume School,0,ACC,296,44.7,288,2,-0.12,-0.27,0.02,-0.13,-0.28,0.02,58.1%,33.4%,3.71,28.4%,20.9%,11.8%,54.7%,3
2,881,7003,142612,Ramsden Hall Academy,0,ACS,20,3.5,15,0,-2.6,-3.25,-1.95,-2.6,-3.26,-1.94,0.0%,0.0%,0.18,0.0%,0.0%,0.0%,0.0%,5
1,881,4008,139248,"The Ramsey Academy, Halstead",0,AC,124,44.2,118,0,0.08,-0.16,0.31,0.08,-0.16,0.31,62.1%,34.7%,3.84,26.6%,12.9%,6.5%,54.0%,3
1,881,4499,145597,Roding Valley High School,0,ACC,234,48.6,217,2,0.06,-0.11,0.23,0.05,-0.13,0.22,74.4%,47.4%,4.29,47.0%,23.9%,16.2%,65.0%,3
1,881,5408,136776,Saffron Walden County High School,0,ACC,288,58.8,278,1,0.41,0.26,0.56,0.41,0.25,0.56,83.0%,60.1%,5.43,59.7%,50.7%,39.2%,80.9%,2
1,881,5466,115382,St Benedict's Catholic College,0,VA,165,49.8,150,1,0.24,0.03,0.44,0.24,0.03,0.44,70.3%,40.0%,4.62,78.8%,38.8%,18.8%,67.9%,2
1,881,5448,137944,St Helena School,0,ACC,161,42.6,142,3,-0.3,-0.51,-0.09,-0.3,-0.52,-0.09,54.7%,32.9%,3.58,22.4%,16.1%,9.3%,50.3%,4
1,881,4701,115238,"St John Payne Catholic School, Chelmsford",0,VA,185,51.3,175,0,0.2,0.01,0.39,0.2,0.01,0.4,71.9%,47.6%,4.27,15.7%,10.3%,7.0%,67.6%,2
2,881,7050,115466,St John's RC School (Essex),0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,881,6013,115399,St John's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
