2018 KS5 excel and csv download data files: field names and descriptions,,,,,,
 '.' indicates that a field is intentionally null/blank,,,,,,
"Note: This publication now includes the retention, and continuation and attainment data.",,,,,,
,,,,,,
Column,Field Name,Field description,Null/blank field for Rectype 1,Null/blank field for Rectype 3,Null/blank field for Rectype 4,Null/blank field for Rectype 5 or 7
JB,TALLPUP_TECHCERT_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JC,TALLPUP_TECHCERT_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JD,TALLPPE_TECHCERT_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JE,TALLPPE_TECHCERT_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JF,TALLPPE_TECHCERT_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JG,TALLPPEGRD_TECHCERT_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JH,TALLPPEGRD_TECHCERT_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JI,TALLPPEGRD_TECHCERT_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JJ,TALLPUP_L2VOC_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JK,TALLPUP_L2VOC_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JL,TALLPUP_L2VOC_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JM,TALLPPE_L2VOC_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JN,TALLPPE_L2VOC_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JO,TALLPPE_L2VOC_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JP,TALLPPEGRD_L2VOC_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JQ,TALLPPEGRD_L2VOC_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JR,TALLPPEGRD_L2VOC_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JS,T_AIMS_TLEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JT,T_AIMS_TLEV_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JU,T_AIMS_TLEV_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JV,CA_SCORE_TLEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
JW,CA_SCORE_TLEV_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JX,CA_SCORE_TLEV_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
JY,T_AIMS_TECHCERT_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
JZ,T_AIMS_TECHCERT_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KA,T_AIMS_TECHCERT_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KB,CA_SCORE_TECHCERT_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KC,CA_SCORE_TECHCERT_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KD,CA_SCORE_TECHCERT_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KE,T_AIMS_L2VOC_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KF,T_AIMS_L2VOC_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KG,T_AIMS_L2VOC_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KH,CA_SCORE_L2VOC_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KI,CA_SCORE_L2VOC_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KJ,CA_SCORE_L2VOC_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KK,T_AIMS_CA_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KL,T_AIMS_CA_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KM,T_AIMS_CA_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KN,CA_SCORE_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KO,CA_SCORE_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KP,CA_SCORE_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KQ,T_SCOPEEX_E_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KR,T_SCOPEEX_E_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KS,T_SCOPEEX_E_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KT,PROGEX_E_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KU,PROGEX_E_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
KV,PROGEX_E_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KW,T_SCOPEEX_M_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KX,T_SCOPEEX_M_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
KY,T_SCOPEEX_M_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
KZ,PROGEX_M_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LA,PROGEX_M_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LB,PROGEX_M_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LC,ENTRIES_ALEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LD,ENTRIES_ALEV_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LE,ENTRIES_ALEV_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LF,VA_INS_ALEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LG,VA_INS_ALEV_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LH,VA_INS_ALEV_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LI,UCI_INS_ALEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LJ,UCI_INS_ALEV_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LK,UCI_INS_ALEV_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LL,LCI_INS_ALEV_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LM,LCI_INS_ALEV_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LN,LCI_INS_ALEV_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LO,ENTRIES_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LP,ENTRIES_ACAD_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LQ,ENTRIES_ACAD_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LR,VA_INS_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LS,VA_INS_ACAD_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LT,VA_INS_ACAD_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LU,UCI_INS_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LV,UCI_INS_ACAD_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LW,UCI_INS_ACAD_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
LX,LCI_INS_ACAD_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LY,LCI_INS_ACAD_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
LZ,LCI_INS_ACAD_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MA,ENTRIES_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MB,ENTRIES_AGEN_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MC,ENTRIES_AGEN_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MD,VA_INS_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ME,VA_INS_AGEN_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MF,VA_INS_AGEN_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MG,UCI_INS_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MH,UCI_INS_AGEN_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MI,UCI_INS_AGEN_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MJ,LCI_INS_AGEN_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MK,LCI_INS_AGEN_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ML,LCI_INS_AGEN_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MM,T_INSCOPE_ALEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MN,T_INSCOPE_ALEV_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MO,T_INSCOPE_ALEV_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MP,PT_RETAINED_ALEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MQ,PT_RETAINED_ALEV_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MR,PT_RETAINED_ALEV_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MS,T_INSCOPE_ACAD_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MT,T_INSCOPE_ACAD_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MU,T_INSCOPE_ACAD_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MV,PT_RETAINED_ACAD_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MW,PT_RETAINED_ACAD_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
MX,PT_RETAINED_ACAD_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
MY,T_INSCOPE_AGEN_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
MZ,T_INSCOPE_AGEN_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NA,T_INSCOPE_AGEN_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NB,PT_RETAINED_AGEN_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NC,PT_RETAINED_AGEN_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ND,PT_RETAINED_AGEN_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NE,T_INSCOPE_TLEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NF,T_INSCOPE_TLEV_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NG,T_INSCOPE_TLEV_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NH,PT_RETAINED_TLEV_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NI,PT_RETAINED_TLEV_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NJ,PT_RETAINED_TLEV_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NK,T_INSCOPE_TECHCERT_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NL,T_INSCOPE_TECHCERT_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NM,T_INSCOPE_TECHCERT_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NN,PT_RETAINED_TECHCERT_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NO,PT_RETAINED_TECHCERT_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NP,PT_RETAINED_TECHCERT_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NQ,T_INSCOPE_L2VOC_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NR,T_INSCOPE_L2VOC_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NS,T_INSCOPE_L2VOC_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NT,PT_RETAINED_L2VOC_RET_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
NU,PT_RETAINED_L2VOC_RET_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NV,PT_RETAINED_L2VOC_RET_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NW,TALLPUP_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
NX,TALLPUP_1618_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NY,TALLPUP_1618_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
NZ,TALLPUP_ALEV_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OA,TALLPUP_ALEV_1618_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OB,TALLPUP_ALEV_1618_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OC,TALLPPE_ALEV_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OD,TALLPPE_ALEV_1618_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OE,TALLPPE_ALEV_1618_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OF,TALLPPEGRD_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OG,TALLPPEGRD_ALEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OH,TALLPPEGRD_ALEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OI,TALLPUP_ACAD_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OJ,TALLPUP_ACAD_1618_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OK,TALLPUP_ACAD_1618_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OL,TALLPPE_ACAD_1618_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OM,TALLPPE_ACAD_1618_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
ON,TALLPPE_ACAD_1618_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OO,TALLPPEGRD_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OP,TALLPPEGRD_ACAD_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OQ,TALLPPEGRD_ACAD_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OR,TALLPUP_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
OS,TALLPUP_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OT,TALLPUP_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OU,TALLPPE_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OV,TALLPPE_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OW,TALLPPE_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OX,TALLPPEGRD_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
OY,TALLPPEGRD_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
OZ,TALLPPEGRD_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PA,TALLPUP_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PB,TALLPUP_TLEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PC,TALLPUP_TLEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PD,TALLPPE_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PE,TALLPPE_TLEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PF,TALLPPE_TLEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PG,TALLPPEGRD_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PH,TALLPPEGRD_TLEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PI,TALLPPEGRD_TLEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PJ,TALLPUP_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PK,TALLPUP_TECHCERT_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PL,TALLPUP_TECHCERT_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PM,TALLPPE_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PN,TALLPPE_TECHCERT_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PO,TALLPPE_TECHCERT_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PP,TALLPPEGRD_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PQ,TALLPPEGRD_TECHCERT_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PR,TALLPPEGRD_TECHCERT_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PS,TALLPUP_L2VOC_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
PT,TALLPUP_L2VOC_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PU,TALLPUP_L2VOC_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PV,TALLPPE_L2VOC_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PW,TALLPPE_L2VOC_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PX,TALLPPE_L2VOC_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
PY,TALLPPEGRD_L2VOC_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
PZ,TALLPPEGRD_L2VOC_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QA,TALLPPEGRD_L2VOC_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QB,T_AIMS_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QC,T_AIMS_TLEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QD,T_AIMS_TLEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QE,CA_SCORE_TLEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QF,CA_SCORE_TLEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QG,CA_SCORE_TLEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QH,T_AIMS_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QI,T_AIMS_TECHCERT_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QJ,T_AIMS_TECHCERT_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QK,CA_SCORE_TECHCERT_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QL,CA_SCORE_TECHCERT_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QM,CA_SCORE_TECHCERT_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QN,T_AIMS_L2VOC_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QO,T_AIMS_L2VOC_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QP,T_AIMS_L2VOC_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QQ,CA_SCORE_L2VOC_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QR,CA_SCORE_L2VOC_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QS,CA_SCORE_L2VOC_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QT,T_SCOPEEX_E_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
QU,T_SCOPEEX_E_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QV,T_SCOPEEX_E_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QW,PROGEX_E_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
QX,PROGEX_E_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
QY,PROGEX_E_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
