2018 KS5 excel and csv download data files: field names and descriptions,,,,,,
 '.' indicates that a field is intentionally null/blank,,,,,,
"Note: This publication now includes the retention, and continuation and attainment data.",,,,,,
,,,,,,
Column,Field Name,Field description,Null/blank field for Rectype 1,Null/blank field for Rectype 3,Null/blank field for Rectype 4,Null/blank field for Rectype 5 or 7
QZ,T_SCOPEEX_M_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
RA,T_SCOPEEX_M_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RB,T_SCOPEEX_M_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RC,PROGEX_M_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RD,PROGEX_M_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RE,PROGEX_M_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RF,ENTRIES_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RG,ENTRIES_ALEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RH,ENTRIES_ALEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RI,VA_INS_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RJ,VA_INS_ALEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RK,VA_INS_ALEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RL,UCI_INS_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RM,UCI_INS_ALEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RN,UCI_INS_ALEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RO,LCI_INS_ALEV_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RP,LCI_INS_ALEV_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RQ,LCI_INS_ALEV_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RR,ENTRIES_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RS,ENTRIES_ACAD_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RT,ENTRIES_ACAD_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RU,VA_INS_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RV,VA_INS_ACAD_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RW,VA_INS_ACAD_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RX,UCI_INS_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
RY,UCI_INS_ACAD_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
RZ,UCI_INS_ACAD_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SA,LCI_INS_ACAD_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SB,LCI_INS_ACAD_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SC,LCI_INS_ACAD_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SD,ENTRIES_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SE,ENTRIES_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SF,ENTRIES_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SG,VA_INS_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SH,VA_INS_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SI,VA_INS_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SJ,UCI_INS_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SK,UCI_INS_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SL,UCI_INS_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SM,LCI_INS_AGEN_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SN,LCI_INS_AGEN_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SO,LCI_INS_AGEN_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SP,T_INSCOPE_ALEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
SQ,T_INSCOPE_ALEV_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SR,T_INSCOPE_ALEV_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SS,PT_RETAINED_ALEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
ST,PT_RETAINED_ALEV_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SU,PT_RETAINED_ALEV_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SV,T_INSCOPE_ACAD_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
SW,T_INSCOPE_ACAD_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SX,T_INSCOPE_ACAD_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
SY,PT_RETAINED_ACAD_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
SZ,PT_RETAINED_ACAD_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TA,PT_RETAINED_ACAD_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TB,T_INSCOPE_AGEN_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
TC,T_INSCOPE_AGEN_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TD,T_INSCOPE_AGEN_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TE,PT_RETAINED_AGEN_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
TF,PT_RETAINED_AGEN_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TG,PT_RETAINED_AGEN_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TH,T_INSCOPE_TLEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
TI,T_INSCOPE_TLEV_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TJ,T_INSCOPE_TLEV_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TK,PT_RETAINED_TLEV_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
TL,PT_RETAINED_TLEV_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TM,PT_RETAINED_TLEV_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TN,T_INSCOPE_TECHCERT_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
TO,T_INSCOPE_TECHCERT_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TP,T_INSCOPE_TECHCERT_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TQ,PT_RETAINED_TECHCERT_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
TR,PT_RETAINED_TECHCERT_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TS,PT_RETAINED_TECHCERT_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TT,T_INSCOPE_L2VOC_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
TU,T_INSCOPE_L2VOC_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TV,T_INSCOPE_L2VOC_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TW,PT_RETAINED_L2VOC_RET_DIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
TX,PT_RETAINED_L2VOC_RET_DIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TY,PT_RETAINED_L2VOC_RET_DIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
TZ,TALLPUP_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
UA,TALLPUP_1618_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UB,TALLPUP_1618_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UC,TALLPUP_ALEV_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
UD,TALLPUP_ALEV_1618_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UE,TALLPUP_ALEV_1618_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UF,TALLPPE_ALEV_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
UG,TALLPPE_ALEV_1618_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UH,TALLPPE_ALEV_1618_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UI,TALLPPEGRD_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
UJ,TALLPPEGRD_ALEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UK,TALLPPEGRD_ALEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UL,TALLPUP_ACAD_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
UM,TALLPUP_ACAD_1618_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UN,TALLPUP_ACAD_1618_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UO,TALLPPE_ACAD_1618_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
UP,TALLPPE_ACAD_1618_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UQ,TALLPPE_ACAD_1618_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UR,TALLPPEGRD_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
US,TALLPPEGRD_ACAD_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UT,TALLPPEGRD_ACAD_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UU,TALLPUP_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
UV,TALLPUP_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UW,TALLPUP_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UX,TALLPPE_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
UY,TALLPPE_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
UZ,TALLPPE_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VA,TALLPPEGRD_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
VB,TALLPPEGRD_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VC,TALLPPEGRD_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VD,TALLPUP_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
VE,TALLPUP_TLEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VF,TALLPUP_TLEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VG,TALLPPE_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
VH,TALLPPE_TLEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VI,TALLPPE_TLEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VJ,TALLPPEGRD_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
VK,TALLPPEGRD_TLEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VL,TALLPPEGRD_TLEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VM,TALLPUP_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
VN,TALLPUP_TECHCERT_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VO,TALLPUP_TECHCERT_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VP,TALLPPE_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
VQ,TALLPPE_TECHCERT_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VR,TALLPPE_TECHCERT_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VS,TALLPPEGRD_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
VT,TALLPPEGRD_TECHCERT_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VU,TALLPPEGRD_TECHCERT_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VV,TALLPUP_L2VOC_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
VW,TALLPUP_L2VOC_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VX,TALLPUP_L2VOC_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
VY,TALLPPE_L2VOC_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
VZ,TALLPPE_L2VOC_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WA,TALLPPE_L2VOC_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WB,TALLPPEGRD_L2VOC_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
WC,TALLPPEGRD_L2VOC_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WD,TALLPPEGRD_L2VOC_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WE,T_AIMS_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
WF,T_AIMS_TLEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WG,T_AIMS_TLEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WH,CA_SCORE_TLEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
WI,CA_SCORE_TLEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WJ,CA_SCORE_TLEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WK,T_AIMS_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
WL,T_AIMS_TECHCERT_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WM,T_AIMS_TECHCERT_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WN,CA_SCORE_TECHCERT_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
WO,CA_SCORE_TECHCERT_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WP,CA_SCORE_TECHCERT_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WQ,T_AIMS_L2VOC_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
WR,T_AIMS_L2VOC_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WS,T_AIMS_L2VOC_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WT,CA_SCORE_L2VOC_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
WU,CA_SCORE_L2VOC_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WV,CA_SCORE_L2VOC_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WW,T_SCOPEEX_E_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
WX,T_SCOPEEX_E_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WY,T_SCOPEEX_E_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
WZ,PROGEX_E_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XA,PROGEX_E_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XB,PROGEX_E_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XC,T_SCOPEEX_M_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,.,.
XD,T_SCOPEEX_M_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XE,T_SCOPEEX_M_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XF,PROGEX_M_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XG,PROGEX_M_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XH,PROGEX_M_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XI,ENTRIES_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XJ,ENTRIES_ALEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XK,ENTRIES_ALEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XL,VA_INS_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XM,VA_INS_ALEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XN,VA_INS_ALEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XO,UCI_INS_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XP,UCI_INS_ALEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XQ,UCI_INS_ALEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XR,LCI_INS_ALEV_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XS,LCI_INS_ALEV_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XT,LCI_INS_ALEV_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XU,ENTRIES_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XV,ENTRIES_ACAD_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XW,ENTRIES_ACAD_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XX,VA_INS_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
XY,VA_INS_ACAD_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
XZ,VA_INS_ACAD_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YA,UCI_INS_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YB,UCI_INS_ACAD_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YC,UCI_INS_ACAD_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YD,LCI_INS_ACAD_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YE,LCI_INS_ACAD_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YF,LCI_INS_ACAD_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YG,ENTRIES_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YH,ENTRIES_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YI,ENTRIES_AGEN_NOTDIS_15,This is a historical variable. It holds the 2015 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
YJ,VA_INS_AGEN_NOTDIS_17,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.,,,,
YK,VA_INS_AGEN_NOTDIS_16,This is a historical variable. It holds the 2016 value of the corresponding variable. Please see the current variable for the variable description.,.,.,.,.
