LA,ESTAB,URN,PERCTOT,PPERSABS10
201,3614,100000,3.2,3.3
202,2000,136807,4.3,7.4
202,2001,139837,4.9,7.2
202,2002,140686,5.6,16.4
202,2019,100008,5,12.2
202,2036,100009,3.7,6.6
202,2065,100010,4.4,10.5
202,2078,100011,4.3,6.8
202,2095,100012,4,9.5
202,2184,100013,5.3,11.2
202,2219,100014,4.5,8.8
202,2290,100015,4,5.9
202,2436,100018,4.5,9.9
202,2438,100019,5,13.7
202,2475,100020,5,11.8
202,2502,100021,5.5,16.1
202,2507,100022,4.1,7.4
202,2603,100023,4.6,13.1
202,2775,100025,3.8,5.7
202,2797,100026,4.4,5.4
202,2841,100027,2.7,2.2
202,2842,130342,4.1,7.2
202,2843,132245,4.3,9.9
202,3323,100028,3.9,6.4
202,3327,100029,4.5,10.1
202,3340,100030,3.4,4.2
202,3352,100031,3.7,5.7
202,3359,100032,4.9,9.6
202,3361,100033,3.1,4.2
202,3370,100034,3.8,6.6
202,3391,100035,3.4,5.7
202,3398,100036,4.4,11
202,3400,100037,5.1,14.2
202,3429,100039,4.1,12.1
202,3441,100040,3.3,3.4
202,3482,100041,4.7,14.3
202,3517,100042,3.8,7.3
202,3521,100043,4.3,9.2
202,3546,100044,5.6,15.2
202,3560,100045,4.7,14.5
202,3568,100046,4.7,6.3
202,3649,100047,4.4,12.5
202,3655,100048,5.1,16
202,4000,137181,5.3,12.8
202,4104,100049,6.2,17.5
202,4166,100050,5.4,15.1
202,4196,100051,6.6,18.7
202,4275,100052,5.2,10.8
202,4285,100053,5.8,16.6
202,4611,100054,3.6,2.4
202,4652,100055,5.2,13.9
202,4688,100056,6.4,18.7
202,5401,100059,5.2,12.6
202,7008,100091,8,25.9
202,7137,100092,33.9,88.2
202,7205,100096,12,34.4
203,2018,143211,4.5,11.1
203,2024,143601,4.4,12.9
203,2028,100113,3.3,6.7
203,2071,100114,3.8,8.9
203,2106,100115,3,4.9
203,2174,100120,5.8,17.8
203,2228,100125,4,8
203,2242,100126,3.6,8.1
203,2258,100127,4.4,9.4
203,2266,145210,5.3,13.9
203,2271,100129,4.1,10.7
203,2275,143597,3.3,5.1
203,2299,100131,5.4,15.2
203,2313,143598,4.7,12.1
203,2325,100134,3.9,6.9
203,2353,100136,4.6,11.5
203,2410,100137,4.2,6.4
203,2471,100140,4.8,9.8
203,2552,100141,3.7,8.1
203,2598,100142,4.1,6.1
203,2656,143594,3.7,6
203,2662,100146,5.9,15.9
203,2790,143210,3.4,5.9
203,2798,100149,3.5,4.4
203,2801,100150,4.2,10.3
203,2804,143593,4.1,8.8
203,2813,100152,4.2,8.8
203,2851,100154,3.5,6.5
203,2877,100155,5.1,12.4
203,2885,143592,3.3,5.2
203,2890,143079,3.5,8
203,2900,100158,3.9,7.6
203,2901,100159,5.6,18.4
203,2902,145215,3.4,5.6
203,2915,100162,3.2,4.4
203,2916,100163,4.5,11
203,2917,100164,4.5,9.9
203,2918,130921,4.9,13.8
203,2919,143209,4,8.9
203,2920,143596,4.4,9.6
203,2921,131246,3.9,8.5
203,2922,131841,3.9,8.5
203,2923,143599,3.9,7.1
203,2924,132800,4.8,14.2
203,2925,132827,4.3,10.6
203,3322,100165,4.8,12.9
203,3331,100166,3.3,5.3
203,3338,100167,3.2,3.9
203,3382,100168,3.2,3.7
203,3481,100169,3.8,4.5
203,3500,100170,4.2,10.1
203,3526,100171,3.8,8.6
203,3535,144091,2.8,2.2
203,3561,100173,2.7,2.9
203,3577,100174,4,8.3
203,3585,100175,2.2,3.8
203,3604,100176,4.8,9.6
203,3632,100177,3.6,9.1
203,3657,100178,3.5,5.5
203,3662,100179,2.2,3.3
203,3666,100180,2.7,3.4
203,3668,100181,2.3,4.5
203,3670,131109,4.2,11.2
203,4000,138449,5.1,12.9
203,4001,138245,6.1,16.8
203,4003,142608,5.8,16.4
203,4006,143927,5,9.8
203,4007,145315,7.1,23.6
203,4077,100182,4.3,7.9
203,4130,100183,6.3,17.2
203,4243,137473,6.7,23.1
203,4250,141163,3.9,5.6
203,4271,141309,5.5,13.6
203,4294,100190,5,12.2
203,4508,100192,7.9,26.2
203,4682,100193,3.7,5.8
203,4716,141716,2.9,2.4
203,5200,100197,3.3,6.3
203,6905,105135,4.4,11.3
203,7118,100204,25.1,80.5
203,7199,138547,9,26
203,7200,133401,11.9,42.4
203,7201,143595,7.9,23
204,2000,138241,3.9,11.3
204,2001,139814,3,5.3
204,2002,140426,2.8,3.3
204,2003,141750,5.3,16.7
204,2004,142112,2.8,5.9
204,2005,145730,2.2,SUPP
204,2048,100218,3.9,8.6
204,2120,100221,4.5,9.2
204,2150,100223,3.1,5.5
204,2155,100224,4.8,12.8
204,2238,100225,5,15.5
204,2376,100229,3.5,3.9
204,2388,100230,3.9,7.1
204,2421,100231,4.3,7.1
204,2431,100232,2.6,4.1
204,2444,141576,3.2,7.1
204,2450,100234,3.7,6.7
204,2487,100235,3.7,6.6
204,2489,100236,4.4,8.3
204,2532,100239,4.2,12
204,2533,130302,3.8,4.4
204,2534,130303,3.4,5.5
204,2539,100240,3.4,4.4
204,2545,100241,3.7,6.2
204,2564,100242,4.3,9.8
204,2592,100243,5.1,14.6
204,2615,100244,4.5,10.6
204,2636,100245,4.9,10.6
204,2654,100248,4.7,9.8
204,2779,100250,2.8,5.5
204,2795,100251,3.8,4.2
204,2856,100252,4.3,12.7
204,2859,100253,4.3,9.4
204,2860,100254,3.6,6.1
204,2861,100255,4.3,9.8
204,2862,100256,4.5,12.6
204,2863,100257,4,6.6
204,2864,100258,3.3,5.7
204,2865,100259,3.7,6.6
204,2872,100260,4.4,10.3
204,2896,100261,3.7,7.6
204,2897,130932,3.8,5.5
204,2898,131141,4.1,8.3
204,2899,131706,3.5,3.7
204,2900,133669,4.7,14.1
204,3000,132137,2.8,4.2
204,3358,100263,3.6,9.1
204,3371,100264,3.1,5.5
204,3458,100266,3.7,8.3
204,3543,100267,3.5,7.2
204,3553,100268,3.2,4
204,3572,100269,4.2,7.3
204,3616,100270,3.2,5.3
204,3618,100271,3.9,6.9
204,3659,100274,4.2,11.9
204,3663,100275,4.9,10.5
204,3664,134639,4.6,9.3
204,3665,142255,4,8.8
204,3666,121792,3.5,2.8
204,4000,138143,5.9,15
204,4002,139595,8.5,25.7
204,4003,140210,3.2,5.5
204,4005,143756,4.7,12.8
204,4283,100277,6.2,19.5
204,4302,137442,3.8,7.1
204,4310,100279,3.9,6.2
204,4318,133599,5.2,12.2
204,4641,100282,4.9,13.2
204,4697,100284,4.7,11.7
204,4714,100285,4,10
204,6905,134693,3.1,5.1
204,6906,131062,6.4,19.7
204,6907,131609,5.3,14.4
204,6908,135835,5,12.5
204,6909,136137,5.6,14.6
204,7097,100307,4.8,13.4
204,7161,100311,4.6,9.8
204,7171,100312,15.5,52.6
205,2000,137331,3.2,7.5
205,2001,139546,3.2,2.9
205,2002,100321,5.1,14.2
205,2003,139820,5.5,14.4
205,2004,140811,4.2,5.3
205,2005,141685,4.2,11.3
205,2026,100322,4.9,12.2
205,2045,138680,3.8,8.1
205,2061,100324,4.6,9.7
205,2134,100326,4.6,9.2
205,2223,100328,4.8,12.9
205,2286,143213,4.5,8.8
205,2309,142256,4.9,13.7
205,2350,100331,3.8,2.8
205,2383,140634,5.2,10.7
205,2408,100334,4.9,10.5
205,2444,100335,5.3,14.8
205,2484,143212,4.1,11.5
205,2555,100338,4.2,9.3
205,2577,143214,6.5,18.7
205,2632,100340,4.7,8.9
205,2660,100341,4.6,9
205,2913,141902,3.3,7.7
205,3300,100344,3.9,6.1
205,3354,100345,3.9,5.5
205,3368,100346,2.6,2.9
205,3378,100347,3.2,2.2
205,3463,100349,3.9,8.3
205,3529,100350,3.5,6
205,3566,100351,3.9,9.1
205,3578,100352,3,2.8
205,3600,100353,3.3,6.5
205,3602,100354,3,4.5
205,3645,100355,4,8.5
205,3648,100357,4.3,10.6
205,3649,134009,3.2,3.9
205,3650,134273,5.9,18.1
205,4000,136750,6.9,19.6
205,4001,141135,6.3,20.5
205,4002,141617,5.3,12
205,4004,143129,8,23.4
205,4106,139364,7,22.6
205,4315,139365,5.8,14.1
205,4620,137935,3.9,6.6
205,4632,138607,3.7,6
205,5400,137157,4.8,10.4
205,6905,131752,6.9,19.6
205,6906,136172,4.7,10.2
205,7014,100378,6.6,21.2
205,7153,100379,14.2,36
205,7203,100381,12.8,52.1
205,7204,100382,15,41.3
205,7206,135175,9.7,34.7
206,2000,140495,3.4,4.9
206,2002,144961,5.6,18.8
206,2003,145731,6.4,18.8
206,2015,100397,2.5,2.9
206,2128,100401,5.2,17
206,2166,100402,5.3,10.5
206,2170,100403,4.1,8.4
206,2251,100405,2.5,2.8
206,2261,100406,4.7,10.6
206,2279,100407,4.7,15
206,2282,100408,4.9,13
206,2379,100411,7.2,24.8
206,2429,100415,5.8,20
206,2455,100418,5.2,12.5
206,2515,100422,5.3,15
206,2596,100425,4.3,9.7
206,2624,100426,4.4,8.5
206,2643,137566,3.8,6.3
206,2646,100428,4.6,11.7
206,2666,100429,3.2,3.3
206,2803,100430,4.9,12.9
206,2805,100431,5.4,14.2
206,2809,100432,4.1,7.4
206,2850,100434,5.4,16.1
206,2851,100435,5.5,18.6
206,2852,131218,4.9,10.5
206,2853,131325,3.8,7.3
206,2854,131773,5.1,13.2
206,2855,131842,4.1,8.3
206,2856,131741,5,15
206,2857,131740,5.2,14.2
206,3384,100437,3.6,7.6
206,3456,100438,3.8,9.1
206,3465,100439,4.2,9.5
206,3471,100440,2.9,3.2
206,3483,100441,3.9,6.8
206,3488,100442,5,9.8
206,3495,100443,5,10.9
206,3501,100444,4,7.2
206,3527,100446,4.3,9.9
206,3575,100447,4.2,8.8
206,3606,100448,3.6,3.2
206,3631,100449,2.9,2.8
206,3633,100450,5.6,14.2
206,3643,100451,4.9,11.8
206,3644,137393,5.9,20.9
206,4001,143659,7,20.1
206,4003,144962,7,21.2
206,4112,100453,5.5,14.3
206,4307,100455,5.8,13.2
206,4324,100457,4.9,10.3
206,4325,131690,7.1,18.2
206,4614,100458,4.1,8.7
206,4651,100459,3.9,6.7
206,6905,134314,6.1,15.3
206,6906,135587,5.4,13.4
206,7000,139418,10.6,26.3
206,7001,141605,8,SUPP
206,7002,143702,5.4,17.9
206,7030,100467,14,58.7
206,7031,143217,7.3,20.9
206,7146,100469,8.1,29
207,2000,139645,4.2,9.1
207,2001,140213,6.1,22.6
207,2021,100477,5,14.5
207,2030,100478,4.9,12.2
207,2050,100479,4.7,8.7
207,2060,100480,4,5.7
207,2121,100481,3.9,6.5
207,2229,100482,3.1,3.3
207,2399,100483,5.4,13.3
207,2452,100485,5.7,17.7
207,2456,100486,4.7,7.4
207,2538,100487,5.6,14.4
207,2594,100488,1.8,3.2
207,3321,100489,2.2,0
207,3356,100490,5.3,14.4
207,3379,100491,3.8,5.3
207,3402,100492,4.5,9.9
207,3417,100493,3.9,5.3
207,3437,100494,3.4,4.5
207,3455,100495,4.2,5.4
207,3477,100496,3.6,5
207,3504,100497,4.1,8.7
207,3541,100498,6.1,21.6
207,3542,100499,5.5,16.2
207,3613,100500,4.3,6.1
207,4000,140212,7.3,21.9
207,4320,140134,4.6,8.2
207,4681,100502,4.2,9
207,4801,100503,7.6,23
207,5200,100504,3.7,5
207,5201,100505,4.3,7.6
207,5402,141931,4.5,6.3
207,6905,135531,5.6,13
207,7164,141957,7.4,22.4
208,2022,100556,3.5,6.3
208,2115,100560,3.3,4.7
208,2265,100564,4.3,8
208,2292,100566,5.1,9.7
208,2295,100567,3.5,6.6
208,2331,100572,4,6.1
208,2332,137430,3,3.8
208,2359,100574,4.6,10.5
208,2371,100576,4.8,11.6
208,2459,100577,3.6,8
208,2504,100578,5.3,11.5
208,2575,100584,3.7,7
208,2578,100585,3.9,7.9
208,2591,100586,3.8,7.6
208,2617,100588,3.9,7.4
208,2626,100589,4.4,8.5
208,2657,100590,3.4,4.1
208,2664,100591,3.7,7
208,2783,100593,4.5,12.5
208,2785,100595,5.2,13.8
208,2794,100597,4.4,9.9
208,2808,100598,4,8.7
208,2836,100601,5.3,14.4
208,2868,100604,5,11.4
208,2895,100608,3.3,4.4
208,2897,131247,4.4,7.4
208,2898,131340,6,20.5
208,2899,144308,3.9,7
208,2900,131824,4.1,7.1
208,2901,131874,6,17
208,2902,100582,4.5,11.2
208,2903,133315,5.1,13.5
208,2905,133584,4.6,10.8
208,3000,133662,4.6,11.9
208,3307,100609,3.7,9.8
208,3324,100610,4.9,12.2
208,3329,100611,3.8,6.8
208,3375,100612,3.2,5.5
208,3403,100613,3.7,5.6
208,3457,100614,3.5,8.6
208,3466,100615,4,12.3
208,3491,100616,2.5,SUPP
208,3493,100617,2.9,3.5
208,3499,100618,5.8,16
208,3502,100619,4.5,12.1
208,3589,100620,5.2,15
208,3596,100621,3.5,6.4
208,3621,100622,4.4,11.3
208,3641,100623,3.8,4.9
208,3642,134507,3.4,6.7
208,3643,135614,4.1,4.9
208,4000,139659,3.5,6.6
208,4003,140966,6.8,21.4
208,4005,142905,6.9,23.6
208,4223,100624,4.1,8.4
208,4321,100625,5.3,11.5
208,4322,136450,5.3,15
208,4509,100627,4.4,10.9
208,4731,144309,5.5,11.7
208,5200,100628,4,7.2
208,5201,100629,4.3,10.2
208,5202,137295,1.8,0.9
208,5203,100631,4.8,9.3
208,5204,100632,3.3,3.6
208,5205,100633,3.3,3.8
208,5206,100634,3.9,7.7
208,5207,136288,4.7,14.9
208,5208,100636,3.5,4.5
208,5209,100602,3.8,5.4
208,5400,100637,4.5,11.2
208,5401,100638,3.2,5.6
208,5402,137093,4.7,11.2
208,5403,100640,6.3,13.8
208,5404,137966,5.8,18.4
208,5405,100642,4.7,10.3
208,5950,100643,7,22.1
208,6905,134815,6.8,19.4
208,6906,135389,8.9,27.4
208,6907,137954,7.3,23
208,7001,100654,8.1,28.8
208,7115,100659,10.1,37
208,7194,133440,16,42.9
208,7195,133442,9.6,30.4
209,2000,100671,5.6,16.6
209,2001,139672,2.5,SUPP
209,2002,142456,3.6,5
209,2023,100672,5,16.3
209,2029,100673,3.9,11.8
209,2068,100674,4.3,10.3
209,2108,100675,3.8,7.4
209,2127,100676,4.2,8.9
209,2148,100677,3.4,6.7
209,2158,100678,4.4,9.5
209,2163,100679,4.3,9.6
209,2187,100680,3.9,5.6
209,2197,100681,5.6,15.3
209,2225,100683,4.3,10.8
209,2259,100684,3.9,6.7
209,2267,100685,3.9,6.5
209,2289,100686,3.2,4.4
209,2304,100687,3.4,5.9
209,2307,100688,5,13.2
209,2342,100689,3.3,5
209,2347,100690,4.8,13.4
209,2349,100691,3.9,10
209,2374,100692,5.4,13.1
209,2381,100693,3.3,6.3
209,2390,100695,4.6,10.8
209,2403,100696,4,8.9
209,2491,100699,4.3,9.4
209,2493,100700,4.1,9.3
209,2529,100701,5,10.2
209,2535,100702,3.6,9.8
209,2536,100703,3.9,9.9
209,2570,100704,3.3,5.3
209,2571,100705,3.2,4.3
209,2599,137441,3.6,7.2
209,2605,100707,3.7,7.4
209,2606,100708,3.8,8.3
209,2782,100709,4,8.2
209,2811,100710,3.3,7.9
209,2815,100711,2.9,4.2
209,2818,100712,3.3,4.9
209,2869,100713,3.3,2.8
209,2870,100714,3.6,5
209,2871,100715,4.5,10
209,2878,100716,4.1,8.6
209,2887,100717,3.6,8.4
209,2911,100718,3.9,8.1
209,3301,100719,3.4,8.6
209,3315,100720,4.4,10.3
209,3325,100721,4.8,13.2
209,3344,100722,3.2,6.8
209,3360,100723,5.1,11.1
209,3374,100724,3.4,5.5
209,3416,100725,2.9,3.4
209,3420,100726,3.6,5.2
209,3454,100727,3,3
209,3472,100728,3.8,7.6
209,3478,100729,2.6,4.7
209,3518,100730,3.5,8.9
209,3548,100731,3.5,5.7
209,3588,100732,4.1,9.9
209,3594,100733,3.6,6.5
209,3597,100734,3.2,7.1
209,3650,100737,2.7,2
209,3661,100739,2.3,1.6
209,4047,100740,5.1,13.5
209,4204,100741,4.4,8.7
209,4249,100742,5.8,14.4
209,4267,100743,5.6,13
209,4289,100745,6.3,17.4
209,4323,100747,5.5,14.7
209,4600,100748,4.7,9.8
209,4636,100749,3.8,7.5
209,4646,100750,5.7,13.7
209,4802,100752,2.7,5.1
209,5200,100753,4.2,12.7
209,5201,135843,5.4,15.5
209,6905,135073,4.3,9.3
209,6906,135070,4.3,7.7
209,6907,135264,4.6,10.5
209,7038,100760,7,22.4
209,7141,100763,8.3,34.4
209,7180,100765,10,39.2
209,7182,100766,10.1,34.3
209,7183,136423,6.8,22.4
210,2001,138270,3.8,9
210,2002,139907,4.2,8.6
210,2003,100774,4.3,9.9
210,2004,140937,3,4.7
210,2005,141666,4.1,10.3
210,2006,142090,2.4,2.2
210,2007,142875,4,9.8
210,2008,145130,4.1,9.8
210,2038,100775,4.7,14.2
210,2085,100780,3.9,9
210,2100,100781,3.7,6
210,2116,100782,4.8,14.6
210,2123,100783,4,7
210,2138,100784,3.9,7.9
210,2142,100785,4,8.9
210,2161,100786,4.2,12.2
210,2169,136665,2.8,1.8
210,2257,100790,3.8,6.7
210,2263,100791,4.4,10.9
210,2293,100793,4.2,8.3
210,2308,100794,4.8,12.2
210,2323,100795,4.6,14.4
210,2328,100796,3.9,7.8
210,2335,140507,3.3,6.6
210,2339,100798,4.2,8.2
210,2351,100800,4.4,10.1
210,2365,100801,4,10
210,2392,100802,4.4,7.7
210,2411,100803,3.7,9.6
210,2500,137648,4.3,9.1
210,2514,100808,4,8
210,2516,100809,4.4,8.1
210,2526,100810,5.1,14
210,2560,100811,4.5,12.4
210,2562,100812,5.1,15.6
210,2607,100813,4.2,9.1
210,2609,100814,3.6,6.2
210,2621,100815,4.1,7.6
210,2848,100817,4.8,10.6
210,2852,100818,4.5,11.4
210,2853,100819,4.9,10.4
210,2855,100821,4.5,10.1
210,2856,130918,3.7,5.2
210,2857,137413,4.6,9.6
210,2858,131843,3.8,6.4
210,3313,100822,2.9,4.4
210,3337,100823,2.5,SUPP
210,3341,100824,2.8,5.2
210,3399,100825,2.9,4.7
210,3435,100826,2.8,4.8
210,3445,100827,3.2,8.1
210,3447,100828,3.2,6.9
210,3452,100829,3.2,4.3
210,3460,100830,4,8.5
210,3468,100831,3.1,6.9
210,3475,100832,2.2,2.2
210,3476,100833,2.6,3
210,3484,100834,3.2,7.1
210,3492,100835,3.2,3.6
210,3508,100836,3.3,9.7
210,3516,100837,3.8,11.4
210,3573,100838,4,15.2
210,3586,100839,5.2,13.6
210,3593,100840,2.7,2.3
210,3669,100841,4.3,9
210,3670,134903,4.6,12.2
210,4000,139587,8.2,27.4
210,4001,139718,4,8.9
210,4002,140221,5.7,15.5
210,4003,142178,4.9,9.8
210,4005,145313,5.4,15.3
210,4265,136309,4.2,6.9
210,4318,136298,4.5,9.5
210,4680,100849,3.9,8.9
210,5200,100851,4.1,9.4
210,5201,100852,3.2,3.9
210,5203,100853,3,5.8
210,5204,100854,3.4,2.9
210,5205,100855,4.8,12.9
210,5207,100816,5.8,17.1
210,5209,131318,4.8,14
210,5402,100857,4.5,11.9
210,5403,138961,2,4.1
210,5404,100859,5.1,11.1
210,5405,138960,3.8,7.9
210,6905,134222,5.8,16.4
210,6906,134225,5.2,16.2
210,6907,131747,4.6,10
210,6908,132711,3.2,5.8
210,6909,135315,5.9,15.7
210,6911,135401,5.1,14.9
210,6912,135584,3.9,8.2
210,6913,135816,4,6.8
210,7007,100872,7.2,18.4
210,7048,100873,7.7,11.6
210,7064,140138,21.6,66.1
210,7126,100878,4.5,4.3
210,7167,100879,8.7,31.6
210,7174,100880,10.3,25.6
210,7186,100881,11.1,34.8
211,2000,137016,2.5,SUPP
211,2001,140096,4.2,8.5
211,2002,131936,3.9,7.2
211,2003,133288,4.7,16.5
211,2004,133574,4.4,8.4
211,2005,134160,3.7,6.7
211,2006,139423,5,12.1
211,2008,138276,5,13.8
211,2009,141039,2.7,4.2
211,2043,100890,4.4,9.6
211,2056,100891,4.4,8.2
211,2059,100892,3.6,4.9
211,2091,100893,3.2,3.2
211,2097,100894,3.7,8.4
211,2099,100895,4,6.8
211,2110,100896,4.1,6.2
211,2118,100897,4.6,6.7
211,2144,100898,4.4,10.1
211,2145,140064,4.3,9.6
211,2147,100900,4.7,9.2
211,2159,100901,4.1,8
211,2254,100902,3.2,4.2
211,2270,100903,3.9,6
211,2281,100904,5.5,12.8
211,2341,100906,4.5,7.5
211,2377,100907,4.2,6.7
211,2378,100908,5.8,15
211,2397,100911,4.8,12.1
211,2402,100912,4.7,10
211,2406,100913,3,4.6
211,2432,100914,4.6,12.5
211,2441,100915,4,6.6
211,2446,100916,4.2,7.5
211,2499,100917,4.1,6.9
211,2533,100920,5.4,14.5
211,2557,137682,4,3.7
211,2568,144235,4,6.8
211,2569,100923,4,8.2
211,2623,100926,3.3,5.1
211,2631,100927,3.8,8.7
211,2658,100928,4.5,9.3
211,2828,100930,3.8,6.4
211,2857,100931,4.5,8.8
211,2893,100932,5.3,14.1
211,2908,100934,3.5,6.9
211,2909,100935,5,13.8
211,2910,100936,3.9,8.3
211,2912,100937,4,7.6
211,2916,100938,3.9,8.6
211,2917,100939,3.5,4.6
211,2918,100940,4.4,9.2
211,2919,100941,4.1,8.5
211,2920,144236,3.2,6.9
211,2921,100943,3.8,6
211,2922,130352,4.3,10.1
211,2999,131737,3.9,7.6
211,3332,100944,3.5,5.2
211,3346,100945,4.1,8.8
211,3350,100946,4.5,10.5
211,3397,100949,4.2,6.9
211,3411,100950,5.2,13.8
211,3431,100951,4.8,11.9
211,3462,100953,5.4,14.1
211,3497,100954,4.3,9.1
211,3540,100956,4.6,10.8
211,3563,100958,3.9,7.8
211,3574,100959,5.1,11.2
211,3581,100960,4.1,9.1
211,3592,100961,4.9,10.4
211,3619,100962,3.9,3
211,4000,138202,6,14.8
211,4001,141133,6.3,20.4
211,4003,142879,6.4,14.8
211,4005,144756,13,56.1
211,4024,100965,4.9,8
211,4105,100966,5.2,13.6
211,4150,100967,5.8,13.2
211,4242,143629,3.9,7.4
211,4276,100969,3.6,5.3
211,4277,143379,3.7,5.8
211,4284,137789,3.7,7.3
211,4296,100972,4.2,7.8
211,4297,100973,3.6,5.9
211,4298,133289,5.1,13.5
211,4505,100974,5,14.5
211,4507,100975,4.2,6.8
211,4722,100977,4.1,8.3
211,4726,100978,4.2,9.3
211,5400,100979,6.3,17.9
211,7095,100987,6.8,20
211,7168,100989,18.1,44.1
211,7169,131023,14.5,51.3
211,7170,131608,10.5,48
211,7171,131598,22.3,67.4
212,2000,139592,4.1,9.3
212,2001,139687,5.3,13.7
212,2002,139775,2.9,6.4
212,2003,140222,3.3,SUPP
212,2004,100995,4,10
212,2005,134041,4.1,7.3
212,2006,140423,3.3,6
212,2007,140682,4.9,12.7
212,2009,144621,4.5,12.6
212,2010,100996,4.5,7.5
212,2011,145060,4.5,9.9
212,2034,100997,3.9,7
212,2040,137563,3.2,3.6
212,2064,101001,2.6,3.9
212,2067,101002,4,8.7
212,2107,145280,4.4,9.3
212,2180,101005,3.5,6.5
212,2211,101006,5.7,12.3
212,2217,101007,4,6.9
212,2231,101008,5.4,13.8
212,2237,101009,3.9,7
212,2301,101010,4.9,9.2
212,2314,101013,4.2,10.9
212,2334,101014,3.7,5.3
212,2467,101016,4,7.8
212,2495,101017,4,8.8
212,2511,101018,4.4,12.5
212,2541,101019,4,8
212,2545,101020,4.9,11.5
212,2558,101021,5.2,14
212,2584,101022,3.9,5.7
212,2633,101024,5.7,17.5
212,2774,101026,3,2.6
212,2780,101027,4.3,7
212,2781,101028,4.2,8.4
212,2786,101029,5.6,16.1
212,2807,101031,3.9,5.4
212,2877,145030,4.9,18.9
212,3304,101034,3.6,6.2
212,3320,101035,5.7,17.6
212,3376,101036,2,0
212,3387,101037,2.4,SUPP
212,3390,101038,5.1,13
212,3408,101041,4.7,11.9
212,3422,101042,4.2,6
212,3434,101043,5.2,9
212,3444,101044,3.9,8.3
212,3486,101045,4.2,9.2
212,3524,101046,3.5,5.2
212,3525,101047,4,6.8
212,3528,101048,5,16.9
212,3550,101049,2.6,2.6
212,3629,101050,4,7.6
212,3636,101051,3.1,4.9
212,3644,101052,2.2,SUPP
212,3645,131520,3.1,4.6
212,4000,138267,5,11.1
212,4001,140985,6.1,16.2
212,4008,135762,5,16.3
212,4297,101053,5.5,14.6
212,4328,136883,5,11.3
212,4734,141808,5.2,12.1
212,5201,101057,5.5,16.5
212,5202,101004,4.3,10.3
212,5203,101012,3.4,2.2
212,5204,101011,3.7,5.5
212,5205,101032,4.1,8.2
212,5400,137005,5.2,11.7
212,5401,139842,5.2,10.7
212,5402,138681,4.2,9.7
212,5405,138682,4.2,9.8
212,6905,135316,2.7,5.7
212,7000,143175,15,52.4
212,7067,101093,15,48.8
212,7068,101094,8.5,35.6
212,7077,101095,10.1,SUPP
212,7123,101099,12.1,35.8
212,7183,101102,7.2,23.2
212,7207,101103,10.1,34.5
213,2000,137323,4.4,5.1
213,2001,138275,5.2,16.4
213,2002,139824,4.8,13.6
213,2003,139898,4.2,9.5
213,2004,139940,4.9,14.9
213,2005,143148,3.7,9.4
213,2032,101107,2.7,3.6
213,2189,101110,4.7,10
213,2208,101111,4.1,8.6
213,2244,140050,4.5,10.1
213,2418,138683,4.3,10.8
213,2778,101115,5.9,16.2
213,2799,101116,3.5,5.6
213,2816,101117,4.8,7.6
213,2844,101120,5.1,15
213,3306,101121,3.7,7.3
213,3316,101122,4.1,7.4
213,3351,101123,2.5,3.3
213,3381,101124,5.5,14.2
213,3414,101125,3,1.7
213,3418,101126,4.5,11.2
213,3424,101127,4.6,7.4
213,3432,101128,4.9,12
213,3440,101129,4.5,8.1
213,3446,101130,6.1,17.8
213,3451,101131,4.3,10.2
213,3453,101132,4.1,10.9
213,3473,101133,3.9,5
213,3496,101134,3.9,8.2
213,3511,101135,4.7,9.1
213,3520,101136,6.2,16.7
213,3532,101137,3.9,6
213,3539,101138,4.6,12.5
213,3580,101139,5.1,10.6
213,3582,101140,4.5,8
213,3590,101141,2.6,4
213,3598,101142,5.4,18.8
213,3610,101143,2.8,3.2
213,3611,101144,4.4,9.4
213,3623,101146,4.3,8.6
213,3653,101147,4.2,5.4
213,4000,140884,7,19.5
213,4003,144819,6.7,22.6
213,4004,145126,4.8,9.4
213,4628,138313,3.2,4.6
213,4673,137353,5.1,10.6
213,4687,138312,5.2,11.3
213,4723,101154,6.1,15.4
213,4809,139369,4.4,8.9
213,6905,130912,5.4,11.7
213,6906,131262,6,16.5
213,6907,135242,4.6,10.7
213,6908,135676,3.9,7.6
213,7000,139600,8.6,34.5
213,7042,101182,8.7,22.1
213,7184,101184,12.3,49.2
301,2002,140687,4.8,13.6
301,2003,141651,3.7,7.8
301,2005,101188,5.6,15.3
301,2006,142699,4,8.2
301,2009,101192,3.7,4.7
301,2010,101193,4.1,9.9
301,2013,101196,4.1,8.4
301,2015,101198,3.8,8.3
301,2019,142133,2.6,9.4
301,2021,138684,2.7,4.4
301,2024,101202,4.9,14.5
301,2026,144280,4.8,12.4
301,2030,101203,3.8,5.8
301,2033,101206,4.2,9.5
301,2042,101210,5,13.5
301,2043,101211,3.1,6.7
301,2047,101212,3.8,7.2
301,2052,101216,4.3,12.1
301,2055,101219,4.1,9.1
301,2056,101220,4.3,8.5
301,2059,101222,3.4,4.6
301,2060,101223,3.5,6.5
301,2061,101224,4.2,11.2
301,2063,101226,5.3,14.1
301,2064,101227,4.3,9.3
301,2065,101228,5.1,13.3
301,2066,101229,4.5,9
301,2067,101230,4.2,10.3
301,2068,101231,3.8,7.5
301,2069,101232,4.9,15.4
301,2070,130357,3,5.8
301,2071,130340,4.2,8.7
301,2072,130919,4.5,8.9
301,2073,131844,3.8,8.7
