LA,ESTAB,URN,PERCTOT,PPERSABS10
312,5400,137633,4.8,11
312,5401,136519,6.1,16.5
312,5402,137635,4.9,11.8
312,5403,136711,5.6,12.6
312,5404,136768,4.6,11.3
312,5405,137829,5.6,15.4
312,5406,137077,4.6,10.9
312,5407,137078,6.8,15.5
312,5408,137925,5.6,14.3
312,5409,102449,7.8,18.6
312,5410,136631,4.5,10.7
312,5411,102451,7.5,20.8
312,5412,137844,5,12
312,6906,135004,8.2,27.3
312,7000,141382,49.7,93.9
312,7001,141606,7.7,21
312,7002,137652,10.6,36.6
312,7004,102462,9.1,32.9
312,7005,102463,17,52.2
312,7006,102464,7.1,18.7
312,7009,102465,7.7,26.4
312,7010,138158,8.5,22.9
312,7012,138157,6.9,22
313,2003,102470,3.3,5.7
313,2004,136809,4,7.6
313,2005,140158,4.3,10.9
313,2006,102471,4.7,10.1
313,2007,102472,3.8,6.4
313,2014,140974,3.2,2.9
313,2015,141517,4.5,10.3
313,2020,140718,3.5,5.3
313,2021,102484,4.9,10.5
313,2022,102485,4.3,10.2
313,2023,141956,5.6,16.7
313,2024,102486,5.6,15.4
313,2029,142889,6.1,27.3
313,2031,102489,4.6,8.3
313,2032,102490,5.5,12.2
313,2033,102491,3.7,4
313,2034,102492,4.7,10.7
313,2036,102493,4.8,10.7
313,2037,102494,4.4,7.8
313,2038,139869,3.8,6.5
313,2039,102496,5.2,10.4
313,2041,102497,3,5.2
313,2042,102498,5,15.9
313,2043,102499,6.6,24.4
313,2044,102500,3.9,9.4
313,2045,102501,4.2,8.2
313,2046,102502,4.9,8.1
313,2047,102503,3.9,8.1
313,2048,102504,3.5,7.3
313,2050,102505,3.7,5.8
313,2051,102506,4.4,9.7
313,2056,102508,4.8,12.5
313,2061,102512,4.2,7.8
313,2062,139889,3.6,5.9
313,2063,102514,3.8,6.8
313,2064,102515,5.4,13.3
313,2071,102519,3.8,5.9
313,2073,102520,4.4,7.7
313,2075,144097,3.9,6.1
313,2078,132263,4,7.7
313,2079,132264,5,13.2
313,2081,132266,4.6,12.3
313,2082,133486,4.9,10.1
313,2083,135831,4.8,11.4
313,3300,102523,3.1,3.2
313,3302,102524,4,10
313,3502,102526,3.1,5.1
313,3503,102527,3.2,4.9
313,3504,102528,3.6,3.3
313,3505,102529,4.9,13.1
313,3507,102531,3.6,4.7
313,3941,135261,3.9,6.2
313,3942,135562,5,12.9
313,3943,135880,4.5,9.8
313,3944,136191,5,13.9
313,4000,138266,3.7,7.6
313,4001,139276,6.1,18.2
313,4002,139720,3.3,2.3
313,4003,142126,6.6,19.4
313,4004,142781,4.7,12.2
313,4006,144515,4.2,8.9
313,4020,137907,5,11.1
313,4022,137009,5.3,13.7
313,4023,137618,6.6,16.3
313,4024,139095,4.6,11
313,4026,138924,5.3,11.4
313,4027,136341,4.2,7.5
313,4028,102539,3.5,6.8
313,4029,136522,3.9,6.2
313,4500,137940,4.5,10.8
313,4600,139989,4.5,8.6
313,4800,137995,3.8,5.6
313,5400,137928,4.3,8.1
313,5401,102545,4.8,8.9
313,7003,140360,8.1,21.1
313,7005,102554,9,29.1
313,7006,102555,11.5,37.7
313,7007,102556,16.6,49.6
313,7010,102558,9.3,32.9
314,2000,141764,4,9.3
314,2001,102564,3.1,3.3
314,2002,102565,3.4,4.5
314,2004,102567,3.6,6.4
314,2005,102568,4.7,8.6
314,2006,137575,4.1,6.4
314,2007,140667,4.6,7.7
314,2008,102569,3.9,4.9
314,2014,138689,3.3,5.5
314,2020,102573,4.8,9.1
314,2024,102574,4,8.8
314,2025,102575,4.5,11.4
314,2028,102576,3.6,6.1
314,2030,102577,3.3,4.4
314,2031,102578,3.9,7.7
314,2032,102579,3.7,6.5
314,2033,102580,3.8,7
314,2034,102581,4,6.6
314,2035,102582,4.6,9.5
314,2036,102583,4,7.7
314,2037,131097,3.6,5.7
314,3301,102585,3.3,3.8
314,3302,102586,3.1,3.6
314,3303,102587,3.3,4.9
314,3304,102588,3.7,7.1
314,3305,102589,3.3,5
314,3308,102590,3.3,3.9
314,3309,102591,3.1,4.5
314,3310,102592,3.2,5.7
314,3311,102593,5.2,13.7
314,3500,102594,3.8,6.9
314,3501,102595,3.3,4.4
314,3502,102596,3.7,5.8
314,3503,137856,3.4,5.4
314,4001,141862,5,11.3
314,4002,141959,6.5,16.5
314,4004,137848,4.7,9.3
314,4006,102599,5.7,12.5
314,4009,137917,5.1,11
314,4010,136615,3.5,3.8
314,4011,137060,4.9,9.8
314,5200,102604,2.8,3.8
314,5400,136910,3.9,4.9
314,5401,137299,5.1,9.4
314,5402,138459,4.4,8.4
314,5403,137859,5.7,14.4
314,5404,137678,5.9,15.7
314,5950,142687,15.2,44
314,7001,142740,7.9,21.8
314,7002,142698,6.2,13.7
315,2000,140187,6.8,23.3
315,2001,141027,4.8,13.3
315,2002,141143,4.1,6.9
315,2003,143133,4.3,8.2
315,2052,102626,3.9,7.9
315,2055,102628,3.2,3.3
315,2056,102629,3.6,5.5
315,2059,102632,5,10.4
315,2061,102633,3.4,4.4
315,2062,102634,3.4,5
315,2063,102635,4.8,10.8
315,2064,102636,4.9,14.2
315,2066,102638,3.9,6.8
315,2067,102639,2.4,SUPP
315,2068,102640,4.1,9.8
315,2070,102642,3.4,6.2
315,2071,102643,4.3,8.7
315,2072,102644,4.6,6.5
315,2073,102645,4.1,10.2
315,2074,102646,5,12.6
315,2075,102647,3.8,5.6
315,2076,102648,2.9,2.9
315,2077,102649,4.4,9.7
315,2081,102652,4,6.6
315,2082,102653,4.1,7.1
315,2083,102654,4.1,8.9
315,2084,102655,3.7,7.4
315,2085,102656,4.6,12.3
315,2089,102660,3.9,9.8
315,2090,102661,4.6,9.7
315,2091,102662,3.6,3.9
315,2092,132169,4.9,11.7
315,2094,144838,4.1,7.4
315,3300,102663,4.6,12
315,3302,102664,3.6,4.3
315,3303,102665,3,3
315,3304,102666,3.3,3
315,3500,102667,3.4,3.5
315,3501,102668,3.5,4.8
315,3502,102669,3.6,4.7
315,3503,102670,3.2,3.8
315,3505,102671,3.5,3.3
315,3506,102672,4.1,8.3
315,3507,133774,3.8,8.8
315,4000,138495,4.7,9.4
315,4050,102673,4.6,9.4
315,4052,102674,4.8,9.4
315,4500,102679,4.5,10.4
315,4701,102681,4.7,10
315,5400,102683,4,6.8
315,6905,131897,4.8,12.6
315,6906,134003,4.9,13.3
315,7003,102697,18.8,66.7
315,7004,102698,9.9,32.3
315,7006,102699,7.7,23.8
316,2000,102709,4.5,12.5
316,2001,102710,5.3,12.8
316,2004,102711,4.3,9.8
316,2006,102712,3.9,7.7
316,2010,142632,4.5,10.2
316,2012,144142,3.8,6.7
316,2014,145235,3.8,6.8
316,2015,102716,3.9,8
316,2016,143883,4,8.8
316,2017,145088,4.1,6.3
316,2018,102719,3.6,5.1
316,2022,143276,4.6,12.8
316,2024,102721,3.9,6
316,2025,102722,5.6,15.7
316,2026,102723,4,10.4
316,2030,145363,4,9.2
316,2032,102725,5.3,14.7
316,2034,142708,5.1,13.5
316,2036,144141,4.3,9.8
316,2037,102728,4.4,8.9
316,2038,102729,4.2,13.5
316,2039,102730,3.9,7.7
316,2043,144139,3.3,5
316,2047,102734,4.6,10.9
316,2049,102735,5.2,18.6
316,2051,102736,3.9,6.3
316,2055,144140,5,15.4
316,2058,102740,4.4,11.8
316,2059,145087,4.1,9.1
316,2061,102742,3.7,6.5
316,2064,102744,3.8,8.3
316,2065,102745,3.9,9.4
316,2066,102746,3.8,7.2
316,2069,102748,3.1,4.1
316,2071,143881,3.1,4.5
316,2073,142267,5.8,18.5
316,2077,102751,4.8,11.9
316,2079,102752,4.2,8.8
316,2080,141296,4.7,10.9
316,2081,142726,3.3,5.1
316,2083,102755,3.3,4.9
316,2088,145365,5,12
316,2089,102758,4.4,10.2
316,2090,102759,3.3,5.3
316,2091,143882,3.7,6.2
316,2092,102761,5,14.3
316,2093,102762,4.4,9.9
316,2094,102733,4,8.9
316,2095,102763,3.5,8.1
316,2096,130381,4,7.8
316,2097,130995,4.8,10.9
316,2098,131890,4.3,7.8
316,2099,144527,3.4,6.9
316,2101,132789,3.6,5.1
316,2102,143277,3.9,8.5
316,2104,132812,3.5,5.6
316,3000,102764,3.9,8.1
316,3001,102765,3.7,6.8
316,3300,102766,2.2,2.8
316,3503,102769,3.7,7.1
316,3505,141925,2.7,2.5
316,3506,141927,1.5,SUPP
316,3507,102773,2.5,2.8
316,3508,102774,3.9,8.3
316,3510,102770,3.1,6.7
316,3511,131926,3.1,6.2
316,4001,138196,5.1,10.8
316,4003,139703,4.9,11.3
316,4004,139834,8.4,25.4
316,4005,140373,5.6,14.6
316,4006,141082,3.6,6
316,4008,143274,4.2,7.7
316,4009,142903,7.2,19.7
316,4011,144739,4.1,14.5
316,4012,145113,5,13.1
316,4013,145410,6.4,18.1
316,4015,102776,3.8,7.7
316,4016,102777,4.7,10.2
316,4025,102778,5.7,13.3
316,4031,136669,4.2,8.2
316,4032,102782,4.7,10.1
316,4033,102783,4.8,11
316,4034,102784,5.2,15
316,4035,102785,4.5,9.4
316,4037,132058,4.5,10.6
316,4600,102786,3.5,5.3
316,4601,102787,3,3.9
316,5400,136978,5.4,12.5
316,7004,141255,15,53.5
316,7007,143275,23,63.4
317,2000,136934,3.8,8
317,2001,142489,3.3,6
317,2002,102795,5,12.8
317,2012,102798,5,14.1
317,2015,102800,5.1,11.9
317,2017,102802,4.1,8
317,2021,102805,3.8,6.9
317,2022,102806,4.5,9.2
317,2023,102807,5.5,13
317,2024,145044,4.1,9.1
317,2025,102808,4.9,12.9
317,2030,102811,4.3,8.5
317,2031,102812,3.9,6.6
317,2038,102819,4.3,8.9
317,2039,102820,4.5,10
317,2042,102823,3.6,5.5
317,2051,102830,4.7,10.4
317,2053,102831,3.6,6.2
317,2054,102832,3.9,8.4
317,2055,102833,4.4,9.2
317,2056,102834,5.5,16.2
317,2057,102835,3.8,4.8
317,2058,102836,4.3,9.1
317,2061,102837,3.8,8.7
317,2062,102838,4.4,9.4
317,2063,102839,3.6,5
317,2066,102840,4.7,12.3
317,2069,131013,4.1,8.3
317,2070,145045,4.3,7.9
317,2071,131304,3.9,7.8
317,2072,131847,4.1,6.7
317,2073,131930,4.9,13.3
317,3300,102841,2.9,5.5
317,3500,102842,3.5,6.4
317,3504,102843,3.3,4.1
317,3505,102844,3.8,4.4
317,3506,102845,2.7,2
317,3507,140295,4.2,8.4
317,3509,102847,4.2,9.3
317,3513,102848,3.5,5.6
317,3514,131682,4.2,8.7
317,3516,133931,3.9,8.3
317,3517,133932,4.4,14.7
317,3519,133934,5.1,14.5
317,3520,133935,3.7,5.2
317,3521,133936,3.6,4.1
317,3523,133938,5.5,14.8
317,3524,133939,4.2,7.8
317,3527,127046,4.1,5.6
317,3528,131625,4.3,7.6
317,3529,143617,5,12.3
317,4000,137692,5.3,12.4
317,4001,138518,4.7,10
317,4002,142896,3.7,5.9
317,4006,102849,6.6,20.5
317,4007,102850,4.3,7.2
317,4021,102851,5.1,11
317,4025,102852,4.4,7.1
317,4027,140475,4.6,8.9
317,4029,102854,5.5,12.1
317,4030,140575,5.1,11.3
317,4032,102856,4.7,9
317,4033,102857,4.1,8
317,4035,102858,5.8,17.4
317,4040,133405,5.1,10.6
317,4603,102860,3.9,4.7
317,4604,102861,5.8,15.9
317,4605,137418,3.6,7.4
317,4800,137088,4.2,9
317,5400,136267,4.1,6.1
317,5950,102878,7.7,23.1
317,7004,102879,19.3,54.7
317,7007,102881,8.7,26.8
317,7009,144875,17.8,52.7
318,2000,139122,3,5.8
318,2001,102883,4,8.1
318,2003,139421,2.6,4.1
318,2004,102884,4.9,11.2
318,2005,139549,2.8,4.2
318,2006,102885,3.4,6.2
318,2007,102886,3.5,5.5
318,2008,102887,3,4.4
318,2009,102888,3.2,3.3
318,2010,102889,4.6,8.2
318,2011,102890,4,9.6
318,2012,102891,4.7,11
318,2013,102892,4.8,10.5
318,2015,102893,3.6,2.8
318,2017,142012,2.9,SUPP
318,2018,102895,3.2,2.7
318,2019,102896,3,SUPP
318,2020,102897,3.4,3.3
318,2021,102898,4.2,9.4
318,2023,102900,3.2,4.4
318,2024,102901,2.8,2.8
318,2025,142122,4,6.1
318,2028,102902,2.8,2.8
318,2029,145122,4.2,9.6
318,2032,102903,4,6.1
318,2035,102904,3.6,8.6
318,2036,102905,4.1,5.8
318,2037,102906,3.4,4.7
318,2039,133343,4.2,8.8
318,2040,133728,3.4,5.6
318,3303,102907,3.8,10.4
318,3304,102908,4,7.2
318,3309,102909,3,1.7
318,3310,102910,2.1,1.1
318,3312,102911,4.5,8.9
318,3315,102912,3.3,4.4
318,3316,102913,3.1,3.1
318,3317,102914,2.8,2.8
318,3319,102915,3.5,5.1
318,3320,102916,4.4,9.1
318,3321,102917,2.9,2.8
318,3322,102918,3.3,4.4
318,3324,102919,4.5,8.6
318,3326,102920,2.8,3.5
318,3327,102921,3.7,4.9
318,4000,139121,4.2,7.9
318,4001,141963,4.6,11.3
318,4002,143022,5.2,13.1
318,4003,143419,6.5,16.5
318,4004,143420,7.2,21.2
318,4006,138825,4.6,8.7
318,4010,138651,4.5,8.7
318,4013,138460,5.7,14
318,4021,138461,3.4,5.9
318,4603,102929,4.7,11.2
318,6907,136208,4.6,12
318,7000,143317,9.9,26.5
318,7007,143318,7.2,22.4
319,2000,102958,4.1,8.6
319,2001,102959,3.7,5.8
319,2002,143411,5.5,14.2
319,2003,142177,4,8.4
319,2004,139965,4.5,7.8
319,2007,102963,3.7,6.1
319,2008,141876,5.7,11.8
319,2009,143375,4.4,6.5
319,2011,140260,2.9,3.1
319,2012,102967,5.1,15.3
319,2013,142398,3.7,5.4
319,2015,144544,5.4,17.6
319,2016,102969,4.4,10.4
319,2017,145742,6.1,23.1
319,2019,102971,3.9,5.1
319,2022,141891,4.9,14.4
319,2023,102975,4.4,10.5
319,2026,102976,3.5,5.7
319,2027,143628,4.1,9
319,2034,142750,5.6,14.5
319,2037,102981,3.5,7.4
319,2038,102982,5,10.3
319,2040,102983,4.9,9.8
319,2041,102984,4,6.6
319,2042,102985,2.8,1.6
319,2043,102986,6.4,17.3
319,2045,136796,3.9,8
319,2046,102988,6.6,21.9
319,2048,131103,4.3,10.2
319,2049,130934,5.1,13.8
319,3301,102990,4.1,5.8
319,3303,102991,3.9,7.8
319,3304,102992,3.2,3.6
319,3500,102993,3.8,6.9
319,3501,102994,2.3,SUPP
319,3502,102995,3.4,3.8
319,3503,102996,3.2,3.9
319,3504,102997,4,7.7
319,4000,136799,5,9.6
319,4002,136797,5,13.8
319,4007,136800,4.6,9.7
319,4011,136914,4.4,9.2
319,4015,143002,5.8,15.1
319,4019,136756,6.6,20.1
319,5200,144941,2.9,2
319,5201,103005,3.2,5.5
319,5202,145385,3.3,4.9
319,5400,136621,2.9,2.5
319,5401,136795,5.4,14.9
319,5402,103009,4.4,7.4
319,5403,136785,5.1,11.1
319,5404,136787,3.1,2.8
319,5405,136789,4.1,8.9
319,5406,103013,3.9,6
319,5407,136798,3.6,5
319,7001,139722,6.7,23.4
319,7002,103025,13.8,42.9
319,7005,137507,31,69.5
319,7006,144851,7,15.4
319,7007,144852,11.7,35.7
320,2001,103032,4.1,7.9
320,2005,141734,4.3,10.8
320,2006,103036,3.2,4.2
320,2007,136364,4.4,9.8
320,2015,143384,3.6,7.2
320,2017,103044,4.3,8.3
320,2018,136413,3.9,6
320,2019,138258,3.8,7.2
320,2023,103048,4.9,13.8
320,2028,103052,4.4,7.1
320,2029,138364,6.2,19.3
320,2030,103053,4,6.3
320,2031,103054,3.2,2.5
320,2033,139016,5,14.3
320,2034,139259,3.7,5.5
320,2035,139723,5.7,17.6
320,2036,139724,4.6,11.1
320,2037,140405,4.7,11.6
320,2038,141748,5.3,11.1
320,2039,142461,4.6,8.3
320,2040,136362,4.3,10.2
320,2045,103059,3.6,3.8
320,2049,103060,3.5,6.1
320,2050,103061,4.6,12.6
320,2055,138325,4.4,11.8
320,2061,103068,4.6,12
320,2062,103069,3.4,5.4
320,2064,103070,3.9,5.3
320,2066,103072,4,7.7
320,2067,103073,3.6,8.3
320,2069,103074,3.6,4.8
320,2072,103075,5.3,15.9
320,2074,103077,6.5,22
320,2075,103078,3.9,8.7
320,2076,103079,4.4,11
320,2078,103081,4.3,7
320,2079,103082,4,6.7
320,2081,139317,4.4,9.2
320,2082,130343,4.8,13.5
320,2083,131057,5.8,13.5
320,2084,142713,4,6.9
320,3001,103084,4.3,11.6
320,3300,103085,2.8,2.1
320,3301,103086,3.8,6.7
320,3304,144239,4.3,13.3
320,3305,103090,4.2,9.6
320,3307,144238,3.6,5.8
320,3308,138690,4.3,8.1
320,3310,143383,4.1,9.6
320,3311,135193,3.8,8.9
320,4000,103080,5.3,14.1
320,4001,138859,7.5,27.4
320,4002,140957,4.3,8.4
320,4060,103094,5.7,15.6
320,4061,139293,4.2,8.4
320,4062,103096,6.8,21
320,4063,103097,6.2,17.4
320,4064,143385,4.6,9.5
320,4066,103100,5.8,14.6
320,4069,103101,5.6,16.2
320,4072,103103,5.2,13.6
320,4075,103105,7.1,23.4
320,4076,133287,6.7,23.4
320,4603,103106,5,11.8
320,5200,103088,3.6,5.2
320,5400,137558,5.1,12.7
320,5401,138691,6.8,22.4
320,5950,140795,9.9,27.6
320,6905,132727,5.1,10.9
320,7002,138454,12.9,42
320,7003,140197,8.1,34.6
320,7011,131697,26,70.7
330,2003,142230,4.5,9.5
330,2004,134094,4.7,10.5
330,2005,134098,3.8,7.9
330,2008,103157,4.3,7.4
330,2010,103159,4.8,11.6
330,2011,134099,3.9,7.4
330,2014,103162,4.9,12.9
330,2015,134102,4.6,10.1
330,2016,103163,3.4,3
330,2017,103164,5,13.9
330,2018,103165,5.9,19.3
330,2019,134279,4,8.4
330,2020,139443,3.7,7.2
330,2021,134281,5.5,17.9
330,2024,103168,5.5,19.2
330,2025,103169,6.7,25
330,2026,136815,5.3,12.8
330,2030,103172,5.8,16
330,2032,137492,3.4,4.4
330,2034,103175,6.2,19.4
330,2036,138194,5,15.2
330,2037,138590,5.1,12.3
330,2038,138799,6.1,16.2
330,2039,143942,4,6.4
330,2040,103178,4.3,7.6
330,2047,138395,4.3,10.1
330,2048,138396,5.3,14.4
330,2052,103187,6.4,20.4
330,2053,103188,3.3,4.8
330,2054,103189,3.2,3.7
330,2055,103190,4.1,10.4
330,2056,138397,3.8,8.1
330,2057,138410,3.6,5.4
330,2058,138425,4.1,4.2
330,2059,138432,4.8,12.3
330,2060,143563,2.5,2.1
330,2061,138433,6.6,20.7
330,2062,103192,6,18.5
330,2063,103193,4.2,10.5
330,2064,139183,5,10.7
330,2065,138218,5.2,12.1
330,2067,103196,4.8,11.1
330,2068,138303,4.5,11.9
330,2070,138864,4,10.6
330,2071,138883,5.9,17.5
330,2072,138888,4.4,10.7
330,2073,138889,3.9,9.8
330,2075,138998,4,10.1
330,2078,139000,5.8,17.9
330,2079,103200,6.3,20.5
330,2080,139002,5.8,18.2
330,2081,103201,4.1,9.5
330,2082,143086,4.3,5.3
330,2085,138693,3.9,8.2
330,2086,143090,5.1,11.5
330,2087,103205,5.6,15.5
330,2091,103208,4.8,13
330,2092,103209,4.8,10.2
330,2093,103210,4.7,9.4
330,2096,139003,6.9,21
330,2097,103213,3.9,8
330,2098,139011,4.7,9
330,2099,103214,5.6,13.6
330,2100,139014,5.4,14.7
330,2102,139120,4.5,13.4
330,2103,139125,4.1,11.4
330,2104,139126,4.1,10.2
330,2105,139128,5,16.8
330,2107,139129,3.3,6.9
330,2108,103217,6.3,18.8
330,2109,139131,5.5,16.4
330,2110,139214,4.5,8.5
330,2111,142353,4.6,12.4
330,2115,103221,4.3,6.5
330,2117,139242,4.8,12
330,2118,103222,3.6,7.8
330,2119,103223,4.4,10.2
330,2120,139267,5,13.2
330,2121,139269,6.3,21.1
330,2122,139378,4.4,8
330,2126,139439,4.7,10.8
330,2127,103227,3.4,4.3
330,2128,103228,4.1,7.6
330,2129,103229,3.9,8.7
330,2132,103232,4.7,11.8
330,2133,103233,4.3,11.4
330,2134,139571,5.6,18.2
330,2136,139637,4.4,12.6
330,2138,139904,8,28.9
330,2140,140159,5.1,15
330,2141,140161,4.8,15.7
330,2142,103237,4.1,8.1
330,2144,140656,4.6,11.3
330,2145,141206,3.3,6.1
330,2146,141319,4.2,9.6
330,2149,103240,5.9,16.1
330,2150,103241,4.7,11.5
330,2152,141320,5.7,16.6
330,2153,103243,5.2,16
330,2154,141669,4.3,9.8
330,2155,103244,4.9,16.7
330,2156,143436,5.2,9.4
330,2157,103246,4.2,9.9
330,2158,141670,3.1,2.8
330,2159,103247,5.5,19
330,2160,103248,4.9,12.6
330,2161,103249,4.1,6.9
330,2162,141977,4.9,10.3
330,2165,142570,5.9,18.2
330,2167,142888,4.3,9.9
330,2168,143413,4.3,9.7
330,2169,103252,5.2,12.8
330,2170,143908,4.3,11.7
330,2171,144337,5.3,15.5
330,2174,103255,4.2,5.6
330,2175,144390,5.4,14.7
330,2176,103256,4.3,10.4
330,2178,103257,4.7,9.1
330,2179,103258,7,19.3
330,2180,142858,4.7,9.6
330,2182,138052,3.1,6.4
330,2183,103261,7,23.7
330,2184,103262,5.1,11.2
330,2185,103263,4.2,7
330,2188,143433,4.3,8.8
330,2189,103265,4.7,12.5
330,2190,103266,4.9,13
330,2191,103267,6.4,22.2
330,2192,103268,4.2,6.6
330,2195,138104,5.4,14.4
330,2225,103279,3.6,6.6
330,2226,143088,5.5,12.9
330,2227,103281,6.6,19.3
330,2231,103284,4.1,7.5
330,2236,103286,4.4,11.6
330,2238,103288,4,8.2
330,2239,103289,5.7,16.5
330,2241,103291,4.9,12.9
330,2245,103295,5.6,19.5
330,2246,103296,5.6,17.3
330,2249,139860,4.8,13.8
330,2251,103298,4.5,10.7
330,2254,103300,6.2,21
330,2263,142203,5.5,16.2
330,2273,143091,4.6,9.4
330,2276,103308,5.6,13.5
330,2278,103310,5.3,15.7
330,2283,103312,4,8.5
330,2284,103313,3.6,4.9
330,2288,103314,4.4,7.7
330,2289,103315,5.4,12.6
330,2293,103317,4.2,9.7
330,2294,103318,3.5,6.5
330,2295,139465,3.8,5.4
330,2296,103320,4.8,11.7
330,2297,103321,5.7,17.1
330,2299,140706,4.7,9.9
330,2300,103324,4.6,8.7
330,2306,103326,4.8,15
330,2308,103328,4.9,10.7
330,2309,142231,3.7,5.3
330,2310,139484,3.7,7.7
330,2312,103332,3.6,3.5
330,2313,103333,3.6,4.6
330,2314,103334,3.1,4.3
330,2315,142358,6.2,19.7
330,2317,103337,3.7,4.8
330,2321,103339,5.1,12.4
330,2401,103341,2.8,3.6
330,2402,103342,2.8,6
330,2406,103345,4.3,8.8
330,2412,103349,3.3,5.7
330,2416,103351,2.9,1.8
330,2420,103353,3.1,2.5
330,2425,103356,3.1,4.4
330,2429,103360,2.8,4
330,2434,141270,3.9,8.7
330,2435,103362,6,17.8
330,2436,103363,4.7,12.6
330,2438,103365,4,9.6
330,2441,103368,4.7,15
330,2443,142686,4.9,13.1
330,2445,103372,5.5,11.5
330,2447,143087,5.3,14
330,2448,142794,5.8,16.9
330,2449,140518,4.7,12.6
330,2450,138694,4,8
330,2451,141610,4.2,9.8
330,2452,139631,4.7,14.1
330,2453,140502,4.8,19.9
330,2454,103381,7,24.3
330,2455,140890,5.3,11.5
330,2456,103383,4,9.4
330,2457,103384,4.6,7.6
330,2458,139162,3.4,6.7
330,2460,140262,4.5,9.5
330,2462,103388,2.5,1.9
330,2463,139452,5,11.6
330,2464,103390,3.1,4.3
330,2465,103391,3.8,7
330,2466,103392,4.9,11.3
330,2469,103395,4.3,7.6
330,2471,143943,4.6,8.4
330,2474,131672,4.5,11.2
330,2475,143089,4,11.8
330,2477,132261,3.4,4.9
330,2478,132007,2.6,3
330,2479,132074,4.7,9.8
330,2480,142386,5.7,17.1
330,2481,137168,4.5,9.6
330,2482,132201,7.3,28.1
330,2485,133729,5.1,12.6
330,2486,133759,5.5,14.7
330,3002,103397,4.3,10.5
330,3003,103398,3.4,3.7
330,3004,143439,3.4,4.9
330,3010,103401,5.5,17.4
330,3015,139041,4,7.8
330,3016,103404,2.6,2.2
330,3019,103406,4.5,10.3
330,3025,103410,3.7,8.8
330,3302,103412,3.7,5.8
330,3303,140463,3.9,4.5
330,3306,139173,4.1,7.5
330,3307,103416,2.8,2.7
330,3310,103417,3.3,7.8
330,3311,139174,4,7.8
330,3314,142375,4.6,12
330,3316,103420,3.8,6.5
330,3317,103421,4.3,11.3
330,3318,103422,3.1,4.4
330,3319,103423,4.2,8.2
330,3320,103424,4.5,10.2
330,3321,103425,5.1,11.8
330,3322,103426,4.2,9.8
330,3323,103427,3.4,4.9
330,3325,103428,4.6,9.4
330,3327,103429,5.1,11.8
330,3328,103430,3.7,6.6
330,3329,103431,4.6,9.6
330,3330,141815,3.4,6.3
330,3331,103433,2.9,4.7
330,3335,103434,3.4,8
330,3337,103435,2.9,6.1
330,3339,103436,3.4,7.3
330,3342,103437,3.4,7.7
330,3344,103438,3,2.5
330,3346,103439,3.6,8.3
330,3347,103440,5.1,15.2
330,3349,103441,5.6,16.7
330,3350,103442,4.4,11
330,3351,103443,5,10.3
330,3352,103444,4.7,12.3
330,3353,103445,2.6,4.3
330,3354,103446,3.3,5.4
330,3355,103447,4.4,12
330,3357,103449,4.1,7.1
330,3358,141820,3,5
330,3359,103451,5.9,18.9
330,3360,103452,3.1,6.6
330,3361,103453,3.9,8
330,3362,103454,3,2.8
330,3363,103455,4.4,10.4
330,3365,103456,4.2,9.2
330,3366,141830,4.7,15.1
330,3367,103458,3.9,8.7
330,3371,103459,3.6,6
330,3372,103460,3.4,4.5
330,3374,141484,2.7,3.3
330,3375,103462,4.2,8
330,3377,103463,6,18.3
330,3380,103465,2.9,2.8
330,3381,103466,3.2,6.2
330,3382,103467,5.3,11.6
330,3383,103468,2.5,2.2
330,3385,103469,4,7.6
330,3386,103470,4.5,8.1
330,3401,140528,3.8,6.1
330,3402,140525,2.6,2.2
330,3403,140529,2.6,SUPP
330,3406,103476,4.4,14.4
330,3409,103477,3.2,8.7
330,3410,103478,4.2,7.9
330,3411,103479,5.9,16.8
330,3412,143437,6.6,20.3
330,3413,134083,5.2,13.2
330,3421,133996,5.1,12.6
330,3428,134476,3.1,5.9
330,3429,139520,2.8,4.8
330,3430,143869,6.2,19.3
330,3431,134774,4,9.5
330,3432,134840,5.4,12.8
330,3433,140889,4.8,9.9
330,3435,131920,2.5,4.1
330,3436,136440,4.8,18.2
330,4000,136944,4.4,8.6
330,4001,137578,5.8,17.9
330,4002,138200,5.6,15.1
330,4003,138222,8,26.4
330,4004,138586,4.8,11.2
330,4005,139047,5,12.1
330,4006,139048,8.2,25.5
330,4009,142219,5.9,15.9
330,4010,139788,7.5,18.4
330,4011,139797,4.6,12.9
330,4012,137346,4.8,11.3
330,4013,140014,3.7,7.7
330,4014,140863,6.4,16.9
330,4015,103483,5.7,14.9
330,4016,141003,5.7,16
330,4017,141318,6.2,18
330,4018,141668,6.3,18.6
330,4019,141752,3.9,8.8
330,4020,141943,6.4,19
330,4021,141969,1.7,1.6
330,4022,142388,8.8,23.5
330,4024,144306,8.2,29.5
330,4025,144464,8.7,26.8
330,4029,145120,7,20.2
330,4031,145580,3.2,8.3
330,4060,136592,4.1,6.2
330,4063,103486,5.6,14.1
330,4084,139888,7.3,23.9
330,4108,136589,5.8,16.8
330,4109,138141,2.6,4.7
330,4115,103493,4.7,8.3
330,4129,143438,5.5,15.5
330,4173,103497,4,6.9
330,4177,103498,5.7,14
330,4187,103499,5.9,18.3
330,4188,103500,6.4,19.2
330,4193,103501,4.3,9.3
330,4201,103503,4.8,11.3
330,4206,138137,5,11.6
