RECTYPE,LEA,ESTAB,URN,SCHNAME,ICLOSE,NFTYPE,TPUP,ATT8SCR,P8PUP,TP8ADJ,P8MEA,P8CILOW,P8CIUPP,P8MEA_ORIG,P8CILOW_ORIG,P8CIUPP_ORIG,PTL2BASICS_94,PTL2BASICS_95,EBACCAPS,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING
2,206,7030,100467,Richard Cloudesley School,0,CYS,10,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,206,4651,100459,St Aloysius RC College,0,VA,161,47.9,158,0.00,0.07,-0.13,0.27,0.07,-0.13,0.27,66%,39%,4.28,83%,28%,16%,63%,3
1,203,6169,100200,Riverston School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,6293,100202,Colfe's School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,206,7146,100469,Samuel Rhodes MLD School,0,CYS,15,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,209,4600,100748,Addey and Stanhope School,0,VA,104,46.9,97,2.00,-0.14,-0.40,0.11,-0.16,-0.42,0.10,63%,43%,3.93,18%,13%,12%,59%,3
1,207,4681,100502,Saint Thomas More Language College,0,VA,115,44.8,107,0.00,-0.12,-0.36,0.11,-0.12,-0.37,0.12,61%,30%,3.72,28%,9%,6%,56%,3
2,209,7038,100760,Brent Knoll School,0,FDS,19,1.5,19,0.00,-1.51,-2.08,-0.95,-1.51,-2.10,-0.93,0%,0%,0.06,0%,0%,0%,0%,5
1,211,4505,100974,George Green's School,0,VC,201,45.1,187,2.00,0.03,-0.15,0.22,0.03,-0.16,0.21,63%,45%,3.77,14%,6%,5%,57%,3
1,308,5401,102056,Broomfield School,0,FD,77,41.2,63,1.00,-0.06,-0.38,0.25,-0.07,-0.38,0.25,52%,35%,3.92,86%,29%,17%,49%,3
1,209,6032,100754,St Dunstan's College,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4297,100973,Swanlea School,0,CY,194,48.7,177,0.00,0.40,0.21,0.59,0.40,0.21,0.59,73%,51%,4.24,32%,24%,20%,64%,2
1,206,4614,100458,Central Foundation Boys' School,0,VA,137,55.9,134,1.00,0.68,0.47,0.90,0.68,0.46,0.90,81%,64%,5.03,36%,32%,25%,77%,1
1,937,4112,136459,The Polesworth School,0,ACC,221,47.1,218,1.00,0.03,-0.14,0.19,0.02,-0.15,0.19,70%,46%,4.20,52%,31%,20%,62%,3
1,305,4000,137121,Harris Academy Beckenham,0,AC,152,50.7,140,0.00,0.31,0.10,0.52,0.31,0.10,0.53,76%,57%,4.38,28%,24%,17%,74%,2
1,919,4031,146305,Ridgeway Academy,0,AC
1,888,5402,136381,Lancaster Girls' Grammar School,0,ACC,114,76.7,109,0.00,0.84,0.61,1.08,0.84,0.60,1.09,98%,96%,7.41,84%,83%,79%,98%,1
1,212,4328,136883,Chestnut Grove School,0,ACC,149,51.4,143,1.00,0.14,-0.06,0.35,0.14,-0.08,0.35,72%,48%,4.43,42%,32%,21%,68%,3
1,919,4101,136396,The Broxbourne School,0,ACC,199,56.5,197,0.00,0.28,0.10,0.46,0.28,0.10,0.46,81%,57%,5.28,81%,52%,39%,78%,2
1,358,5404,136458,Altrincham Grammar School for Boys,0,ACC,181,78.5,129,0.00,0.88,0.67,1.10,0.88,0.66,1.11,100%,99%,7.52,76%,71%,66%,100%,1
1,881,5433,136875,St Martin's School Brentwood,0,ACC,277,50.6,274,2.00,0.02,-0.13,0.17,0.00,-0.15,0.16,79%,54%,3.99,9%,8%,7%,73%,3
1,826,4703,136454,Oakgrove School,0,ACC,231,51.6,224,0.00,0.13,-0.03,0.30,0.13,-0.03,0.30,66%,44%,4.61,50%,32%,23%,66%,3
1,883,5439,136854,Ortu Gable Hall School,0,ACC,245,42.6,244,7.00,-0.52,-0.68,-0.36,-0.54,-0.71,-0.38,61%,40%,3.79,63%,23%,9%,54%,5
1,330,5411,136406,"Ninestiles, an Academy",0,ACC,244,45.9,240,1.00,-0.14,-0.30,0.02,-0.14,-0.30,0.02,61%,39%,4.12,68%,30%,16%,59%,3
1,302,6015,137784,Unity Girls High School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,937,6108,136510,Northleigh House School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,825,4001,136858,The Highcrest Academy,0,ACC,142,43.2,138,2.00,-0.03,-0.25,0.18,-0.04,-0.26,0.17,58%,35%,3.28,17%,10%,7%,57%,3
1,873,5406,136463,Comberton Village College,0,ACC,242,60.5,227,1.00,0.78,0.61,0.94,0.77,0.60,0.94,87%,74%,5.55,60%,49%,40%,85%,1
1,919,5421,136901,St Clement Danes School,0,ACC,198,61.6,184,0.00,0.64,0.46,0.83,0.64,0.46,0.83,90%,74%,5.34,27%,25%,23%,88%,1
1,919,5410,136877,Queens' School,0,ACC,258,56.8,249,2.00,0.24,0.08,0.40,0.23,0.07,0.39,88%,65%,5.11,44%,38%,31%,83%,2
2,933,7000,142118,The Mendip School,0,FS,10,2.0,10,0.00,-2.44,-3.22,-1.66,-2.44,-3.24,-1.64,0%,0%,0.03,0%,0%,0%,0%,5
1,320,6005,141411,Big Creative Independent School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,330,4019,141752,Ark Victoria Academy,0,F
1,206,4001,143659,"City of London Academy, Highgate Hill",0,F,50,44.7,47,0.00,0.05,-0.31,0.41,0.05,-0.32,0.42,58%,38%,3.58,14%,10%,8%,54%,3
1,318,4001,141963,Turing House School,0,F
1,936,4002,142009,Hoe Valley School,0,F
1,815,4003,143138,Brayton Academy,0,AC,74,45.8,74,0.00,0.31,0.03,0.60,0.31,0.02,0.61,72%,49%,4.07,32%,18%,11%,62%,2
1,926,4026,143520,Smithdon High School,0,AC,117,46.4,114,0.00,-0.12,-0.35,0.12,-0.12,-0.35,0.12,67%,49%,3.93,16%,9%,9%,58%,3
1,879,4003,142116,Plymouth Studio School,1,SS,37,31.3,35,0.00,-0.92,-1.34,-0.50,-0.92,-1.35,-0.50,19%,5%,2.66,30%,5%,3%,14%,NA
1,937,4009,142881,Rugby Free Secondary School,0,F
1,926,4025,142883,Great Yarmouth Charter Academy,0,F
1,372,4005,143545,Clifton Community School,0,AC
2,851,7001,143828,Redwood Park Academy,0,ACS,33,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,874,7025,135386,Nene Gate,0,CYS,13,1.8,10,0.00,-2.91,-3.69,-2.12,-2.91,-3.71,-2.11,0%,0%,0.18,0%,0%,0%,0%,5
1,813,4002,142130,Engineering Utc Northern Lincolnshire,0,UTC,30,34.7,29,1.00,-0.70,-1.16,-0.24,-0.73,-1.20,-0.26,50%,33%,2.23,0%,0%,0%,43%,NA
2,815,6034,142911,Cambian Spring Hill,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,845,6062,142925,Ticehurst Hospital School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,808,4009,144495,Thornaby Academy,0,AC,71,35.6,67,7.00,-0.88,-1.18,-0.58,-0.94,-1.25,-0.63,46%,27%,3.17,46%,20%,7%,37%,5
1,878,4018,142124,Atrium Studio School,0,SS,34,43.8,31,0.00,-0.27,-0.72,0.17,-0.27,-0.73,0.18,59%,29%,3.64,41%,12%,3%,56%,NA
1,330,6018,142115,Oscott Academy,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,342,7005,104843,Penkford School,0,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,359,4022,106525,Golborne High School,0,FD,147,53.3,147,0.00,0.57,0.36,0.77,0.57,0.36,0.78,76%,50%,4.83,65%,50%,31%,76%,1
2,342,6004,104839,Nugent House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,343,7013,104983,Rowan Park School,0,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,350,6014,105271,Bolton School Boys' Division,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,350,6015,105272,Bolton School Girls' Division,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,342,4051,104827,Haydock High School,0,CY,116,42.7,115,4.00,-0.33,-0.56,-0.10,-0.35,-0.59,-0.11,55%,27%,3.36,13%,6%,3%,53%,4
1,381,4026,107564,Todmorden High School,0,CY,101,43.1,100,0.00,-0.27,-0.52,-0.03,-0.27,-0.53,-0.02,59%,28%,3.43,16%,7%,5%,53%,4
1,335,6007,104266,Hydesville Tower School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,341,6040,104730,Christian Fellowship School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,873,6044,135380,Shelldene House School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,908,6096,135405,T Plus Centre (Taliesin Education),0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,821,6905,135337,The Chalk Hills Academy,0,AC,265,43.0,244,1.00,0.05,-0.11,0.21,0.05,-0.11,0.21,57%,37%,3.71,27%,19%,12%,52%,3
1,808,6906,136146,North Shore Academy,0,AC,110,42.0,108,1.00,-0.04,-0.28,0.19,-0.05,-0.29,0.20,55%,33%,3.28,3%,3%,2%,55%,3
1,881,6905,135651,New Rickstones Academy,0,AC,94,36.2,89,1.00,-0.56,-0.82,-0.29,-0.56,-0.83,-0.29,41%,24%,2.92,7%,2%,1%,37%,5
2,936,6590,135407,Papillon House,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,936,6593,135577,Kisimul School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,330,4801,103539,Cardinal Wiseman Catholic School,0,VA,82,41.1,64,0.00,0.13,-0.18,0.44,0.13,-0.18,0.45,48%,27%,3.44,52%,27%,16%,46%,3
1,320,4063,103097,Heathcote School & Science College,0,CY,154,44.6,149,0.00,-0.11,-0.32,0.09,-0.11,-0.32,0.09,64%,42%,3.78,25%,16%,9%,57%,3
1,320,4069,103101,Leytonstone School,0,CY,161,47.3,146,0.00,0.24,0.04,0.45,0.24,0.03,0.45,71%,57%,4.08,25%,17%,12%,61%,2
2,307,7013,101970,Springhallow School,0,CYS,8,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2,330,7040,103619,Mayfield School,0,CYS,25,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,320,6059,103112,Normanhurst School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,330,5401,103548,Small Heath School,1,FD,213,42.3,199,2.00,-0.38,-0.56,-0.21,-0.38,-0.56,-0.21,48%,26%,3.60,32%,13%,9%,46%,4
1,332,4023,103855,The Dormston School,0,CY,204,44.2,202,1.00,-0.01,-0.19,0.16,-0.01,-0.19,0.16,61%,33%,3.67,29%,13%,8%,57%,3
1,332,4020,103854,Summerhill School,0,CY,203,50.0,203,2.00,0.01,-0.16,0.19,0.01,-0.17,0.19,75%,56%,4.47,36%,31%,22%,69%,3
1,330,5415,103562,King's Norton Boys' School,0,FD,111,50.8,108,2.00,0.18,-0.06,0.42,0.14,-0.10,0.38,75%,61%,4.34,34%,23%,14%,72%,3
1,341,5403,104721,St Hilda's Church of England High School,0,VA,128,53.0,127,1.00,0.13,-0.09,0.35,0.13,-0.10,0.35,86%,69%,4.86,49%,38%,34%,80%,3
2,341,7051,104748,Palmerston School,0,CYS,25,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1,381,4022,107562,"Calder High School, The Calder Learning Trust",0,FD,179,51.3,178,1.00,0.20,0.02,0.39,0.19,0.00,0.38,73%,45%,4.27,31%,16%,11%,71%,2
1,356,4032,106133,Priestnall School,0,CY,253,54.6,252,3.00,0.28,0.12,0.43,0.26,0.10,0.42,79%,58%,4.55,13%,8%,5%,79%,2
1,335,5401,104259,"St Thomas More Catholic School, Willenhall",0,VA,238,43.7,228,1.00,-0.13,-0.29,0.03,-0.13,-0.30,0.04,55%,33%,3.58,18%,13%,10%,49%,3
2,341,7025,104736,Abbot's Lea School,0,CYS,18,2.7,18,0.00,-1.74,-2.33,-1.16,-1.74,-2.34,-1.15,11%,0%,0.15,0%,0%,0%,0%,5
1,878,4108,136569,South Dartmoor Community College,0,ACC,175,42.5,169,2.00,-0.37,-0.56,-0.18,-0.38,-0.57,-0.18,62%,35%,3.74,51%,26%,15%,59%,4
1,343,4113,137520,Maghull High School,0,ACC,135,45.2,133,3.00,-0.43,-0.64,-0.21,-0.44,-0.66,-0.22,62%,41%,3.63,19%,9%,6%,56%,4
1,879,4181,136558,Coombe Dean School,0,ACC,158,43.8,148,3.00,-0.16,-0.36,0.04,-0.18,-0.38,0.03,71%,40%,3.84,24%,13%,11%,59%,3
1,203,4130,100183,Plumstead Manor School,0,CY,232,42.4,194,2.00,-0.17,-0.35,0.01,-0.18,-0.36,0.01,46%,31%,3.64,40%,22%,12%,44%,3
1,206,4108,100452,Highbury Grove School,1,CY,185,49.0,179,2.00,0.29,0.10,0.47,0.28,0.09,0.47,69%,49%,4.47,51%,34%,29%,64%,2
1,203,4294,100190,Thomas Tallis School,0,CY,252,45.5,240,2.00,-0.24,-0.40,-0.08,-0.24,-0.41,-0.08,56%,38%,3.96,35%,24%,17%,54%,4
1,203,4077,100182,Eltham Hill School,0,CY,150,49.0,128,2.00,0.05,-0.17,0.26,0.04,-0.18,0.26,70%,43%,4.07,22%,17%,13%,66%,3
1,201,6007,100003,City of London School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,4508,100192,The John Roan School,0,VC,202,36.4,182,5.00,-1.01,-1.19,-0.83,-1.03,-1.21,-0.84,40%,24%,3.19,48%,16%,11%,36%,5
1,201,6005,100001,City of London School for Girls,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,317,4035,102858,Mayfield School,0,FD,224,45.8,180,0.00,0.36,0.17,0.54,0.36,0.17,0.55,57%,37%,4.11,57%,29%,16%,52%,2
1,320,4000,103080,Buxton School,0,FD,129,37.5,118,0.00,-0.11,-0.33,0.12,-0.11,-0.34,0.13,43%,27%,3.18,28%,9%,3%,40%,3
1,317,4029,102854,Woodbridge High School,0,CY,228,50.5,213,1.00,0.20,0.03,0.37,0.19,0.02,0.37,74%,51%,4.72,68%,44%,32%,68%,2
1,317,4032,102856,Seven Kings School,0,CY,180,57.3,169,0.00,0.84,0.65,1.03,0.84,0.65,1.04,82%,70%,5.26,43%,35%,32%,77%,1
1,307,4603,101934,The Cardinal Wiseman Catholic School,0,VA,283,56.9,279,3.00,0.94,0.79,1.08,0.92,0.77,1.07,85%,66%,5.32,78%,63%,46%,84%,1
1,320,4603,103106,Holy Family Catholic School,0,VA,175,45.2,167,2.00,0.07,-0.12,0.26,0.06,-0.13,0.26,61%,34%,3.85,45%,27%,14%,54%,3
1,358,5400,136377,Wellington School,0,ACC,227,52.6,225,3.00,0.27,0.10,0.43,0.26,0.09,0.43,79%,56%,4.87,70%,38%,22%,77%,2
1,836,5409,136850,Poole Grammar School,0,ACC,179,69.6,169,0.00,0.45,0.26,0.64,0.45,0.26,0.64,98%,91%,6.55,73%,70%,60%,98%,2
1,871,5408,136420,Upton Court Grammar School,0,ACC,142,71.0,130,0.00,1.00,0.78,1.22,1.00,0.78,1.22,99%,96%,6.80,95%,73%,63%,99%,1
1,393,4605,136386,Whitburn Church of England Academy,0,ACC,195,51.0,192,3.00,-0.21,-0.39,-0.03,-0.22,-0.40,-0.03,80%,51%,4.43,32%,21%,15%,76%,4
1,830,4011,146374,Kirk Hallam Community Academy,0,ACC
1,825,4504,136419,Dr Challoner's Grammar School,0,ACC,186,74.6,141,0.00,0.85,0.64,1.06,0.85,0.64,1.06,100%,98%,6.89,68%,59%,46%,99%,1
1,881,5421,136868,The King Edmund School,0,ACC,264,39.5,258,3.00,-0.45,-0.60,-0.30,-0.45,-0.61,-0.30,49%,30%,3.10,3%,2%,2%,44%,4
1,881,4030,145931,Bmat Stem Academy,0,UTC
1,358,4016,136378,Wellacre Technology Academy,0,ACC,147,41.6,147,1.00,-0.35,-0.55,-0.14,-0.35,-0.56,-0.14,52%,25%,3.08,7%,2%,0%,49%,4
1,887,4199,136456,Rainham School for Girls,0,ACC,263,43.3,261,2.00,0.10,-0.05,0.26,0.10,-0.05,0.26,61%,28%,3.88,77%,17%,6%,56%,3
1,880,4116,136388,Churston Ferrers Grammar School Academy,0,ACC,137,69.1,132,0.00,0.50,0.28,0.71,0.50,0.28,0.72,99%,96%,6.14,39%,37%,31%,99%,1
1,822,5404,136471,Lincroft Academy,0,ACC
1,916,5408,136474,Balcarras School,0,ACC,196,56.2,187,2.00,0.34,0.16,0.52,0.32,0.13,0.50,84%,63%,5.24,67%,46%,38%,81%,2
1,879,4178,136556,Plympton Academy,0,ACC,107,43.6,107,0.00,-0.17,-0.41,0.07,-0.17,-0.42,0.07,53%,26%,3.44,27%,18%,12%,50%,3
1,886,4058,136582,Invicta Grammar School,0,ACC,179,72.2,172,0.00,0.96,0.77,1.15,0.96,0.77,1.15,100%,97%,7.00,99%,92%,81%,100%,1
1,311,4003,136576,The Brittons Academy,0,ACC,183,35.7,175,7.00,-0.82,-1.01,-0.63,-0.84,-1.03,-0.65,45%,23%,2.93,17%,3%,2%,37%,5
1,812,4084,136277,Healing Science Academy,0,ACC,154,50.2,153,0.00,0.43,0.23,0.63,0.43,0.23,0.63,81%,51%,4.42,40%,27%,19%,73%,2
1,312,5401,136519,Haydon School,0,ACC,294,52.4,285,7.00,0.05,-0.10,0.20,0.02,-0.13,0.17,74%,56%,4.54,44%,27%,16%,73%,3
1,301,4004,141178,The Warren School,0,AC,177,45.8,139,2.00,0.05,-0.16,0.26,0.04,-0.18,0.25,61%,37%,3.64,20%,7%,3%,58%,3
1,846,6024,143046,Kings Brighton,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,935,6009,143081,Horatio House Independent School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,383,4076,144809,Bishop Young Church of England Academy,0,AC,167,28.7,154,11.00,-0.96,-1.16,-0.76,-0.99,-1.20,-0.79,28%,13%,2.28,9%,2%,1%,23%,5
1,896,4003,144742,Christleton International Studio,0,SS
2,336,7000,142086,Northern House School (City of Wolverhampton),0,ACS,13,0.9,12,0.00,-2.38,-3.10,-1.67,-2.38,-3.11,-1.65,0%,0%,0.03,0%,0%,0%,0%,5
1,873,6054,142776,Landmark International School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,888,6064,143041,Hope House School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,938,6002,143400,New Barn School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,305,4003,143427,Harris Academy Orpington,0,AC,148,41.2,141,0.00,-0.02,-0.23,0.19,-0.02,-0.23,0.19,55%,30%,3.56,61%,21%,15%,49%,3
1,919,4024,143131,Robert Barclay Academy,0,AC,103,40.2,93,0.00,-0.31,-0.57,-0.05,-0.31,-0.57,-0.05,51%,29%,3.31,20%,15%,10%,45%,4
1,383,4071,142056,Bruntcliffe Academy,0,AC,183,43.6,175,1.00,0.25,0.06,0.44,0.24,0.05,0.44,60%,29%,3.50,31%,9%,4%,55%,2
1,807,4004,141399,Outwood Academy Bydales,0,AC,122,59.1,121,0.00,0.76,0.54,0.99,0.76,0.53,0.99,89%,77%,4.98,19%,19%,19%,86%,1
1,334,4000,142075,Lyndon School,0,AC,257,39.2,253,7.00,-0.61,-0.76,-0.45,-0.62,-0.78,-0.46,51%,30%,3.38,37%,18%,12%,46%,5
1,928,6907,135317,Brooke Weston Academy,0,AC,178,55.3,176,0.00,0.61,0.42,0.79,0.61,0.42,0.80,78%,64%,5.24,75%,53%,34%,75%,1
1,865,6046,144514,The Wasp Centre,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,936,4007,144741,Chertsey High School,0,F
1,825,4013,146518,Bourne End Academy,0,AC
1,355,6905,135071,Salford City Academy,0,AC,109,39.2,106,4.00,-0.37,-0.61,-0.13,-0.39,-0.64,-0.15,49%,22%,2.98,2%,0%,0%,46%,4
1,886,6912,135372,New Line Learning Academy,0,AC,112,34.6,105,2.00,-0.36,-0.60,-0.12,-0.36,-0.61,-0.11,32%,18%,2.75,12%,4%,2%,32%,4
1,357,4028,135122,Denton Community College,0,CY,235,40.1,225,6.00,-0.25,-0.41,-0.08,-0.28,-0.45,-0.11,57%,33%,3.14,10%,6%,4%,47%,4
1,316,6066,134627,Quwwat Ul Islam Girls' School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,211,4001,141133,London Enterprise Academy,0,F
1,813,6003,135065,South Park Enterprise College (11-19),0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,925,6909,136044,St George's Academy,0,AC,326,44.5,319,2.00,0.04,-0.10,0.18,0.03,-0.11,0.18,62%,30%,3.66,17%,11%,6%,59%,3
2,359,6009,135557,Cambian Tyldesley School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,925,6906,135564,The Priory City of Lincoln Academy,0,AC,124,42.3,123,2.00,-0.47,-0.70,-0.25,-0.48,-0.71,-0.25,44%,24%,3.24,17%,8%,6%,42%,4
2,831,7029,135345,Kingsmead School,0,CYS,21,5.8,20,0.00,-2.49,-3.04,-1.93,-2.49,-3.05,-1.92,5%,0%,0.44,0%,0%,0%,0%,5
2,926,6152,135066,Acorn Park School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,355,6054,135168,Beis Hatalmud School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,212,6041,136110,The Priory Lodge School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,850,6075,136112,New Forest Small School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,886,6914,135630,Longfield Academy,0,AC,159,41.6,155,1.00,-0.17,-0.37,0.03,-0.17,-0.37,0.03,60%,28%,3.60,31%,17%,7%,52%,3
1,354,6905,135313,St Anne's Church of England Academy,0,AC,104,43.0,96,0.00,-0.33,-0.58,-0.08,-0.33,-0.59,-0.07,50%,21%,3.20,13%,3%,1%,49%,4
1,209,6906,135070,Haberdashers' Aske's Knights Academy,0,AC,168,46.0,161,1.00,-0.24,-0.43,-0.04,-0.24,-0.44,-0.04,65%,39%,4.22,49%,26%,15%,58%,4
1,926,4020,142058,Sewell Park Academy,0,AC,103,39.4,98,2.00,-0.37,-0.62,-0.12,-0.39,-0.65,-0.13,52%,32%,3.04,7%,6%,5%,52%,4
1,356,4601,106143,Harrytown Catholic High School,0,VA,137,49.9,137,0.00,0.05,-0.16,0.26,0.05,-0.16,0.27,68%,42%,4.25,25%,20%,16%,65%,3
2,350,7002,105276,Thomasson Memorial School,0,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,351,6007,105372,Darul Uloom Al Arabiya Al Islamiya,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,4035,106136,Werneth School,0,CY,197,37.3,194,4.00,-0.73,-0.91,-0.55,-0.74,-0.92,-0.55,44%,24%,2.92,14%,7%,6%,40%,5
1,342,4714,104834,De La Salle School,0,VA,229,40.5,229,3.00,-0.93,-1.09,-0.76,-0.94,-1.11,-0.77,56%,34%,3.62,75%,21%,14%,44%,5
2,312,7006,102464,Pield Heath House RC School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,312,4024,146375,UTC Heathrow,0,UTC
2,384,7002,108311,Highfield School,0,FDS,26,0.3,25,0.00,-1.62,-2.12,-1.13,-1.62,-2.13,-1.12,0%,0%,0.00,0%,0%,0%,0%,5
2,356,6008,106150,Ramillies Hall School,0,INDSPEC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,6021,106158,Covenant Christian School,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,356,7502,106166,"Royal School, Manchester",0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,203,3526,100171,Saint Mary Magdalene Church of England All Through School,0,VA
2,358,7503,106167,St John Vianney School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,356,4037,106138,Marple Hall School,0,CY,248,49.2,246,4.00,-0.16,-0.32,0.00,-0.17,-0.33,-0.01,76%,51%,4.42,50%,33%,24%,71%,3
1,351,4028,105362,Prestwich Arts College,0,CY,158,42.9,146,3.00,-0.30,-0.51,-0.10,-0.32,-0.53,-0.11,50%,30%,3.92,94%,23%,10%,46%,4
1,352,4762,105577,St Matthew's RC High School,0,VA,218,37.6,204,5.00,-1.10,-1.27,-0.93,-1.11,-1.29,-0.94,46%,29%,3.42,45%,21%,11%,37%,5
1,886,6911,135305,Spires Academy,0,AC,115,35.3,111,3.00,-0.29,-0.53,-0.06,-0.33,-0.57,-0.09,44%,17%,2.90,17%,6%,3%,41%,4
2,936,7069,134902,The Children's Trust School,0,NMSS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
