"TIME_PERIOD","TIME_IDENTIFIER","TRUST_GROUP_TYPE","TRUST_NAME","TRUST_UID","TRUST_ID","TRUST_COMPANIES_HOUSE_NUMBER","TRUST_UKPRN","TRUST_LEADREGION","INSTITUTIONS_MATPTINC","NUMINST_MATPTINC","NUMINST_FSM6CLA1A_MATPTINC","NUMINST_CONVERTER_MATPTINC","NUMINST_SPONSOR_MATPTINC","NUMINST_FREE_MATPTINC","NUMINST_3_MATPTINC","NUMINST_4PLUS_MATPTINC","TELIG_MATPTINC","PFSM6CLA1A_MATPTINC","PNOTFSM6CLA1A_MATPTINC","PEALGRP2_MATPTINC","PSEN_MATPTINC","PRWM_EXP_WGTAVG","PRWM_EXP_WGTAVG_FSM6CLA1A","PRWM_EXP_WGTAVG_NOTFSM6CLA1A","INSTITUTIONS_INMAT","NUMINST_INMAT","NUMINST_CONVERTER_INMAT","NUMINST_SPONSOR_INMAT","NUMINST_FREE_INMAT","TELIG_INMAT","PFSM6CLA1A_INMAT","PNOTFSM6CLA1A_INMAT"
202324,"AcademicYear","Multi-academy trust","BRIGHT FUTURES LEARNING TRUST",3200,"TR00872",7887259,10059483,"South East","137850;140339;147427",3,3,2,1,0,0,3,177,"24%","76%","25%","21%","51%","33%","57%","137850;140339;147427",3,2,1,0,177,"24%","76%"
202324,"AcademicYear","Multi-academy trust","THE GOOD SHEPHERD TRUST",3201,"TR00873",8366199,10060296,"South East","139721;139920;140026;140028;141294;141446;142083;143627;145278;146419;146438;146781",12,12,5,7,0,0,12,670,"SUPPMAT","SUPPMAT","10%","19%","64%","SUPPMAT","SUPPMAT","139721;139920;140026;140028;141294;141446;142083;143627;145278;146419;146438;146781",12,5,7,0,670,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE GORSE ACADEMIES TRUST",3206,"TR00878",7465701,10055363,"Yorkshire and the Humber","140413;140824;141797;145178",4,4,1,3,0,0,4,276,"45%","55%","34%","22%","47%","26%","65%","140413;140824;141797;145178;149546",5,2,3,0,300,"42%","58%"
202324,"AcademicYear","Multi-academy trust","GREAT LEARNERS TRUST",3235,"TR02614",8927321,10060759,"South East","140721;143534;144338;145323;145495;146809;147156;147242",8,8,4,4,0,0,8,411,"19%","81%","24%","19%","66%","46%","71%","140721;143534;144338;145323;145495;146809;147156;147242;149116;149688",10,5,5,0,509,"18%","82%"
202324,"AcademicYear","Multi-academy trust","SKILLS FOR LIFE TRUST",3243,"TR00907",7965316,10059627,"South East","139254;140989;145440",3,3,1,2,0,0,3,185,"37%","63%","27%","23%","56%","38%","66%","139254;140989;145440",3,1,2,0,185,"37%","63%"
202324,"AcademicYear","Multi-academy trust","GREENWOOD ACADEMIES TRUST",3252,"TR00914",6864339,10058259,"East Midlands","135881;136721;138442;138444;138445;138553;138570;139112;139113;139325;139702;139827;139941;140043;140327;140377;141032;141124;141982;142062;145823;147412",22,22,3,19,0,0,22,1241,"SUPPMAT","SUPPMAT","28%","18%","56%","SUPPMAT","SUPPMAT","135881;136721;138442;138444;138445;138553;138570;139112;139113;139325;139702;139827;139941;140043;140327;140377;141032;141124;141398;141982;142062;145823;147412",23,3,20,0,1266,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE GRIFFIN SCHOOLS TRUST",3262,"TR00921",7893665,10059492,"West Midlands","138364;138431;139001;139437;139723;139927;139928;140004;140159;140186",10,10,0,10,0,0,10,586,"48%","52%","25%","19%","75%","67%","83%","138364;138431;139001;139437;139723;139927;139928;140004;140159;140186",10,0,10,0,586,"48%","52%"
202324,"AcademicYear","Multi-academy trust","HABERDASHERS' ASKE'S FEDERATION TRUST",3279,"TR00933",2535091,10058159,"London","139672;147355;147356;147358;147363",5,5,4,0,1,0,5,218,"28%","72%","17%","25%","78%","65%","84%","139672;147355;147356;147358;147363",5,4,0,1,218,"28%","72%"
202324,"AcademicYear","Multi-academy trust","THE HARMONY TRUST LTD",3316,"TR02268",8840373,10060711,"North West","139651;140579;141333;141401;142412;144822;145759;145760;145806;145855;145982;146080;147307;148132",14,14,4,9,1,0,14,742,"SUPPMAT","SUPPMAT","51%","21%","52%","SUPPMAT","SUPPMAT","139651;140579;141333;141401;142412;144822;145759;145760;145806;145855;145982;146080;147307;148132",14,4,9,1,742,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","HARRIS FEDERATION",3320,"TR00968",6228587,10055126,"London","137413;138349;138446;138447;139640;139678;139703;139905;139965;139966;140208;140395;140934;140935;140936;140937;140938;141143;143426;144287;145140;148352",22,22,3,14,5,1,21,1252,"SUPPMAT","SUPPMAT","35%","15%","74%","SUPPMAT","SUPPMAT","137413;138349;138446;138447;139640;139678;139703;139905;139965;139966;140208;140395;140934;140935;140936;140937;140938;141143;143426;144287;145140;148352",22,3,14,5,1252,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","UNIVERSITY OF BRIGHTON ACADEMIES TRUST",3339,"TR00985",7185046,10032385,"South East","140179;140493;141261;141263;141713;141892;141906;142291;143973",9,9,7,2,0,0,9,491,"SUPPMAT","SUPPMAT","7%","26%","54%","SUPPMAT","SUPPMAT","140179;140493;141261;141263;141713;141892;141906;142291;143973",9,7,2,0,491,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","HATTON ACADEMIES TRUST",3345,"TR00990",7949111,10059584,"East Midlands","140193;140853;142400",3,3,0,3,0,0,3,152,"SUPPMAT","SUPPMAT","57%","16%","62%","SUPPMAT","SUPPMAT","140193;140853;142400",3,0,3,0,152,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","HARBOUR LEARNING TRUST",3364,"TR01008",7345756,10058335,"East Midlands","141302;142841;143884;146559;146561;146762;147530",7,7,5,2,0,0,7,374,"52%","48%","10%","25%","61%","52%","70%","141302;142841;143884;146559;146561;146762;147530",7,5,2,0,374,"52%","48%"
202324,"AcademicYear","Multi-academy trust","HEARTS ACADEMY TRUST",3370,"TR01013",7851097,10059456,"East of England","138404;141656;141715;145421",4,3,1,3,0,0,4,149,"SUPPMAT","SUPPMAT","9%","15%","74%","SUPPMAT","SUPPMAT","138404;141656;141715;145421",4,1,3,0,149,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE HEATH FAMILY (NORTH WEST)",3372,"TR01015",7614421,10058706,"North West","140612;143602;143768;144105;146187",5,5,4,1,0,0,5,122,"54%","46%","3%","35%","70%","59%","82%","140612;143602;143768;144105;146187",5,4,1,0,122,"54%","46%"
202324,"AcademicYear","Multi-academy trust","LINGFIELD EDUCATION TRUST",3375,"TR01017",8027885,10059742,"North East","138179;138180;142462;143449;143512;145136;148460",7,7,4,3,0,1,6,301,"SUPPMAT","SUPPMAT","16%","25%","59%","SUPPMAT","SUPPMAT","138179;138180;142462;143449;143512;145136;146222;146251;146252;146262;148460;149008;149737;149738",14,11,3,0,596,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE HEREFORDSHIRE MARCHES FEDERATION OF ACADEMIES",3396,"TR01035",7578861,10058669,"West Midlands","136759;136761;136765;147406",4,3,4,0,0,0,4,120,"16%","84%","13%","12%","50%","21%","55%","136759;136761;136765;147406",4,4,0,0,120,"16%","84%"
202324,"AcademicYear","Multi-academy trust","THE CONSORTIUM ACADEMY TRUST",3403,"TR01041",7665828,10058879,"Yorkshire and the Humber","137306;145177;147760",3,3,1,2,0,0,3,154,"32%","68%","5%","23%","55%","41%","62%","137306;145177;147760",3,1,2,0,154,"32%","68%"
202324,"AcademicYear","Multi-academy trust","HOLY FAMILY CATHOLIC MULTI ACADEMY TRUST",3458,"TR01093",8269066,10060141,"North West","140458;140896;146088",3,3,2,1,0,0,3,127,"SUPPMAT","SUPPMAT","13%","21%","63%","SUPPMAT","SUPPMAT","140458;140896;141980;146088",4,2,2,0,147,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","OUR LADY HELP OF CHRISTIANS CATHOLIC ACADEMY TRUST",3460,"TR01095",8307881,10060199,"North West","141811;141826;141831",3,3,3,0,0,0,3,82,"16%","84%","17%","15%","65%","23%","72%","141811;141826;141831;148727",4,3,1,0,101,"23%","77%"
202324,"AcademicYear","Multi-academy trust","THE HOWARD PARTNERSHIP TRUST",3493,"TR01121",7597068,10058685,"South East","140348;141347;142999;143000;146264",5,5,2,3,0,0,5,256,"25%","75%","14%","23%","54%","32%","61%","140348;141347;142999;143000;146264",5,2,3,0,256,"25%","75%"
202324,"AcademicYear","Multi-academy trust","THE SPRING PARTNERSHIP TRUST",3496,"TR00996",7656245,10058824,"London","136920;140533;141117;141291;141613",5,5,4,1,0,0,5,268,"29%","71%","14%","28%","52%","26%","62%","136920;140533;141117;141291;141613",5,4,1,0,268,"29%","71%"
202324,"AcademicYear","Multi-academy trust","HULL COLLABORATIVE ACADEMY TRUST",3502,"TR01126",8542806,10055359,"Yorkshire and the Humber","139513;139525;139579;139799;139838;139848;139850;139886;140245;140830;141720;141933;142440;144471",14,14,10,4,0,0,14,703,"SUPPMAT","SUPPMAT","18%","22%","62%","SUPPMAT","SUPPMAT","139513;139525;139579;139799;139838;139848;139850;139886;140245;140830;141720;141933;142440;144471;148714",15,11,4,0,738,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INNOVATE MULTI ACADEMY TRUST",3527,"TR02684",9071405,10060820,"East Midlands","141073;141077;141079;141080",4,4,4,0,0,0,4,99,"18%","82%","3%","8%","52%","28%","57%","141073;141077;141079;141080;149281;149282",6,6,0,0,119,"18%","82%"
202324,"AcademicYear","Multi-academy trust","WADE DEACON TRUST",3528,"TR01148",8278808,10060154,"North West","141538;143878;144617;145613;146115",5,5,3,2,0,0,5,185,"50%","50%","6%","31%","63%","54%","71%","141538;143878;144617;145613;146115",5,3,2,0,185,"50%","50%"
202324,"AcademicYear","Multi-academy trust","INSPIRATION TRUST",3531,"TR01149",8179349,10060032,"East of England","138793;139929;141358;141359;142871",5,5,0,4,1,0,5,194,"SUPPMAT","SUPPMAT","28%","20%","61%","SUPPMAT","SUPPMAT","138793;139929;141358;141359;142871;149636",6,0,5,1,239,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INSPIRE LEARNING PARTNERSHIP",3533,"TR02981",9202445,10060871,"South East","139619;139947;141474",3,3,2,1,0,0,3,148,"SUPPMAT","SUPPMAT","12%","24%","49%","SUPPMAT","SUPPMAT","139619;139947;141474;148004",4,2,2,0,210,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INSPIRE MULTI ACADEMY TRUST",3534,"TR01151",8287012,10060167,"North East","139103;139389;139391;142996;142997",5,5,3,2,0,0,5,140,"SUPPMAT","SUPPMAT","1%","19%","66%","SUPPMAT","SUPPMAT","139103;139389;139391;142996;142997",5,3,2,0,140,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","IRONSTONE ACADEMY TRUST",3538,"TR02666",9040348,10060801,"North East","140918;140919;143478;143479;145046;146403",6,6,6,0,0,0,6,227,"SUPPMAT","SUPPMAT","2%","21%","66%","SUPPMAT","SUPPMAT","140918;140919;143478;143479;145046;146403",6,6,0,0,227,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INFINITY ACADEMIES TRUST",3539,"TR01154",8358124,10060289,"East Midlands","139296;142764;146869;146916;147447;148372;148373",7,7,6,1,0,2,5,280,"SUPPMAT","SUPPMAT","27%","24%","51%","SUPPMAT","SUPPMAT","139296;142764;146869;146916;147447;148372;148373;149272",8,7,1,0,291,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","WESTCOUNTRY SCHOOLS TRUST",3547,"TR01159",7398467,10057945,"South West","136380;136561;136562;136635;137963;141232;142688;142788;143067;143412;143473;143474;144896;144933;145907;146254",16,16,13,2,1,1,15,640,"18%","82%","2%","17%","71%","44%","76%","136380;136561;136562;136635;137963;141232;142688;142788;143067;143412;143473;143474;144896;144933;145907;146254;148871;148872;148873",19,16,2,1,709,"18%","82%"
202324,"AcademicYear","Multi-academy trust","ST. JOHN PAUL II MULTI ACADEMY COMPANY",3566,"TR01174",8706247,10060612,"West Midlands","140525;140528;140529;146268;146298;147109;147669",7,7,5,2,0,1,6,300,"SUPPMAT","SUPPMAT","32%","15%","64%","SUPPMAT","SUPPMAT","140525;140528;140529;146268;146298;147109;147669",7,5,2,0,300,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE KEMNAL ACADEMIES TRUST",3586,"TR01192",7348231,10058343,"South East","136599;137136;137529;138001;138049;138050;138071;138402;138434;138436;138438;138453;138618;138645;138648;138972;138994;139021;139070;139273;139639;139683;139958;140411;141195;141199;142723;143122;144881",29,29,7,22,0,0,29,1378,"46%","54%","20%","23%","66%","57%","74%","136599;137136;137529;138001;138049;138050;138071;138402;138434;138436;138438;138453;138618;138645;138648;138972;138994;139021;139070;139273;139639;139683;139958;140411;141195;141199;142723;143122;144881",29,7,22,0,1378,"46%","54%"
202324,"AcademicYear","Multi-academy trust","KENT CATHOLIC SCHOOLS' PARTNERSHIP",3594,"TR01197",8176019,10060024,"South East","140520;140641;140873;140980;141065;141067;141156;141157;141386;141471;141472;141497;141532;141580;141629;142156;142162;144420;144836",19,19,17,2,0,0,19,724,"23%","77%","26%","16%","69%","48%","75%","140520;140641;140873;140980;141065;141067;141156;141157;141386;141471;141472;141497;141532;141580;141629;142156;142162;144420;144836;149261;149979",21,19,2,0,783,"23%","77%"
202324,"AcademicYear","Multi-academy trust","EDUCATION SOUTH WEST",3643,"TR01237",7451553,10058417,"South West","136200;137528;138733;141284;141286;141287",6,6,5,1,0,0,6,143,"20%","80%","2%","20%","69%","54%","72%","136200;137528;138733;141284;141286;141287;149629",7,6,1,0,199,"29%","71%"
202324,"AcademicYear","Multi-academy trust","KINGSWAY COMMUNITY TRUST",3652,"TR01246",8339302,10060266,"North West","140130;140137;140692",3,3,2,0,1,0,3,159,"47%","53%","65%","13%","65%","64%","66%","140130;140137;140692",3,2,0,1,159,"47%","53%"
202324,"AcademicYear","Multi-academy trust","L.E.A.D. ACADEMY TRUST",3670,"TR01262",8296921,10060187,"East Midlands","137443;137525;137526;137550;137786;137978;138999;139232;140239;140303;140544;141334;141556;141586;142787;143964;143965;143970;143997;144612;145357;145358",22,22,15,7,0,0,22,1211,"SUPPMAT","SUPPMAT","27%","20%","63%","SUPPMAT","SUPPMAT","137443;137525;137526;137550;137786;137978;138999;139232;140239;140303;140544;141334;141556;141586;142787;143964;143965;143970;143997;144612;145357;145358",22,15,7,0,1211,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE LAIDLAW SCHOOLS TRUST",3677,"TR01268",5735093,10058196,"North East","135423;138212;140788;144447;144970;145477",6,6,3,3,0,0,6,318,"62%","38%","40%","26%","53%","48%","62%","135423;138212;140788;144447;144970;145477;149225",7,4,3,0,349,"58%","42%"
202324,"AcademicYear","Multi-academy trust","AN DARAS MULTI ACADEMY TRUST",3698,"TR01286",8156955,10059966,"South West","140513;140514;142551;142564;142804;144384;145758;147494",8,8,8,0,0,0,8,133,"SUPPMAT","SUPPMAT","8%","21%","SUPPMAT","SUPPMAT","SUPPMAT","140513;140514;142551;142564;142804;144384;145758;147494",8,8,0,0,133,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","LDBS ACADEMIES TRUST",3703,"TR01289",8182235,10060039,"London","139169;139175;139177;139240;140601;141017;141672",7,7,3,3,1,0,7,228,"42%","58%","67%","15%","64%","59%","68%","139169;139175;139177;139240;140601;141017;141672",7,3,3,1,228,"42%","58%"
202324,"AcademicYear","Multi-academy trust","LDBS FRAYS ACADEMY TRUST",3705,"TR01290",8335073,10060257,"London","139275;139302;139306;140484;147023;147805",6,6,3,3,0,1,5,317,"27%","73%","36%","24%","58%","28%","69%","139275;139302;139306;140484;147023;147805;149352",7,4,3,0,371,"26%","74%"
202324,"AcademicYear","Multi-academy trust","LEARNING ACADEMY PARTNERSHIP (SOUTH WEST)",3710,"TR01293",7713540,10059171,"South West","137304;138047;142251;142287;144070;144073;144074;145347;148490",9,7,8,1,0,1,8,218,"33%","67%","6%","24%","73%","73%","73%","137304;138047;142251;142287;144063;144070;144073;144074;145347;148490;148987;149326;149497;149729;149730",15,13,2,0,297,"31%","69%"
202324,"AcademicYear","Multi-academy trust","LEARNING IN HARMONY MULTI ACADEMY TRUST",3714,"TR02883",9148738,10046984,"London","137393;141296;142267;142708;143337;143338;143883;144694",8,8,8,0,0,0,8,696,"42%","58%","51%","20%","56%","48%","62%","137393;141296;142267;142708;143337;143338;143883;144694;148825",9,9,0,0,756,"41%","59%"
202324,"AcademicYear","Multi-academy trust","LEARNING PATHWAYS ACADEMY",3715,"TR01296",7984238,10059678,"East of England","138028;138575;140396",3,3,1,2,0,0,3,239,"34%","66%","11%","22%","63%","47%","72%","138028;138575;140396",3,1,2,0,239,"34%","66%"
202324,"AcademicYear","Multi-academy trust","LEE CHAPEL MULTI ACADEMY TRUST",3718,"TR01298",7673871,10058913,"East of England","137108;138604;143125;143127;143128",5,5,1,4,0,0,5,410,"33%","67%","22%","15%","74%","60%","82%","137108;138604;143125;143127;143128",5,1,4,0,410,"33%","67%"
202324,"AcademicYear","Multi-academy trust","RISE MULTI ACADEMY TRUST",3722,"TR01301",8138372,10059914,"East Midlands","138902;139194;139200;139349;140317;140850;140909;140910;140912;140913;141222;141468;144109",13,11,9,4,0,1,12,311,"26%","74%","9%","23%","60%","46%","66%","138902;139194;139200;139349;140317;140850;140909;140910;140911;140912;140913;141222;141468;143608;143610;143611;144109;144310;145084;148905;149584;150024",22,16,6,0,536,"27%","73%"
202324,"AcademicYear","Multi-academy trust","LEIGH ACADEMIES TRUST",3725,"TR01302",2336587,10058151,"South East","137119;137881;137882;137990;138195;139615;141534;141553;142188;142517;142586;147280;147409;148116",14,14,8,6,0,0,14,629,"25%","75%","21%","13%","80%","71%","84%","137119;137881;137882;137990;138195;139615;141534;141553;142188;142517;142586;147280;147409;148116",14,8,6,0,629,"25%","75%"
202324,"AcademicYear","Multi-academy trust","LEIGH TRUST",3727,"TR01303",8779660,10060672,"West Midlands","138799;140502;140656;141319;146701",5,5,2,3,0,0,5,429,"57%","43%","92%","20%","58%","58%","57%","138799;140502;140656;141319;146701",5,2,3,0,429,"57%","43%"
202324,"AcademicYear","Multi-academy trust","LINCOLN ANGLICAN ACADEMY TRUST",3746,"TR01318",8737412,10060638,"East Midlands","137811;138324;140185;140343;140988;140991;143256;143258;143259;143281;144119;145436;145527;147520;148307;148405",16,15,11,5,0,2,14,379,"34%","66%","11%","17%","63%","43%","74%","137811;138282;138324;140185;140343;140988;140991;143256;143258;143259;143281;144119;145436;145527;147520;148307;148405",17,12,5,0,465,"34%","66%"
202324,"AcademicYear","Multi-academy trust","LION ACADEMY TRUST",3759,"TR02896",9161091,10061213,"London","138690;139724;140405;141209;144349;144350;146413;146414;146415",9,9,1,7,1,0,9,659,"43%","57%","44%","17%","77%","72%","80%","138690;139724;140405;141209;144349;144350;146413;146414;146415",9,1,7,1,659,"43%","57%"
202324,"AcademicYear","Multi-academy trust","LIONHEART EDUCATIONAL TRUST",3760,"TR00158",8473899,10055191,"East Midlands","139739;140725;140746;144749",4,4,3,0,1,0,4,210,"13%","87%","17%","12%","75%","56%","78%","138891;139739;140725;140746;144749",5,4,0,1,298,"15%","85%"
202324,"AcademicYear","Multi-academy trust","LUMEN LEARNING TRUST",3805,"TR01362",8670599,10060587,"South East","140034;140250;143371;146682;147678",5,5,3,2,0,0,5,303,"29%","71%","22%","18%","63%","44%","70%","140034;140250;143371;146682;147678",5,3,2,0,303,"29%","71%"
202324,"AcademicYear","Multi-academy trust","MALTBY LEARNING TRUST",3834,"TR01382",7033915,10058279,"Yorkshire and the Humber","140583;141366;141729;141731",4,4,3,1,0,0,4,171,"SUPPMAT","SUPPMAT","4%","18%","61%","SUPPMAT","SUPPMAT","140583;141366;141729;141731",4,3,1,0,171,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","NENE EDUCATION TRUST",3847,"TR01391",7816548,10059380,"East Midlands","139552;140030;143076;146208;146913;148611",6,6,3,3,0,1,5,297,"18%","82%","9%","17%","59%","35%","64%","139552;140030;143076;146208;146913;148611",6,3,3,0,297,"18%","82%"
202324,"AcademicYear","Multi-academy trust","MARCHES ACADEMY TRUST",3855,"TR01398",7680422,10058925,"West Midlands","141368;144983;146897;147539;147830",5,5,2,3,0,0,5,132,"32%","68%","5%","23%","61%","48%","68%","141368;144983;146897;147539;147830",5,2,3,0,132,"32%","68%"
202324,"AcademicYear","Multi-academy trust","THE MEAD ACADEMY TRUST",3884,"TR01419",8024396,10059737,"South West","138133;139260;140223",3,3,1,2,0,0,3,138,"24%","76%","12%","29%","52%","38%","56%","138133;139260;140223",3,1,2,0,138,"24%","76%"
202324,"AcademicYear","Multi-academy trust","MERCIA LEARNING TRUST",3899,"TR02564",8119703,10059864,"Yorkshire and the Humber","140596;141339;142274",3,3,2,1,0,0,3,177,"37%","63%","23%","15%","65%","52%","72%","140596;141339;142274",3,2,1,0,177,"37%","63%"
202324,"AcademicYear","Multi-academy trust","MIDSOMER NORTON SCHOOLS PARTNERSHIP",3910,"TR01435",7365778,10031575,"South West","136804;140452;141149;141767;142941;142942;144281;144830;145021;146069;146396;146409;146424;146447;147173;147890",16,15,14,2,0,0,16,403,"SUPPMAT","SUPPMAT","3%","23%","SUPPMAT","SUPPMAT","SUPPMAT","136804;140452;141149;141767;142941;142942;144281;144830;145021;146069;146396;146409;146424;146447;147173;147890",16,14,2,0,403,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","PATHFINDER SCHOOLS",3931,"TR01453",7670511,10058894,"East Midlands","140054;140059;140073;140074;140094;146905",6,6,6,0,0,0,6,271,"26%","74%","6%","21%","64%","49%","69%","140054;140059;140073;140074;140094;140736;146905",7,7,0,0,280,"26%","74%"
202324,"AcademicYear","Multi-academy trust","SOUTH PENNINE ACADEMIES",3933,"TR01454",7599308,10058690,"Yorkshire and the Humber","142003;142774;144025;144507;145537;147629;148293",7,7,3,3,1,1,6,346,"49%","51%","21%","22%","52%","42%","63%","142003;142774;144025;144507;145537;147629;148293",7,3,3,1,346,"49%","51%"
202324,"AcademicYear","Multi-academy trust","MOWBRAY EDUCATION TRUST LIMITED",3952,"TR01167",7796947,10059338,"East Midlands","140696;140702;140754;141469;145083",5,5,4,1,0,0,5,185,"SUPPMAT","SUPPMAT","8%","17%","SUPPMAT","SUPPMAT","SUPPMAT","140696;140702;140754;141469;145083",5,4,1,0,185,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","NET ACADEMIES TRUST",3965,"TR01480",8221088,10039897,"East of England","141379;141380;141381;144823;145557;147265",6,6,0,6,0,0,6,308,"33%","67%","23%","19%","69%","47%","80%","141379;141380;141381;144823;145557;147265",6,0,6,0,308,"33%","67%"
202324,"AcademicYear","Multi-academy trust","THE NEWMAN CATHOLIC COLLEGIATE",3991,"TR01499",8550110,10060469,"West Midlands","140114;140129;140141;140145;140146;140148;140150;140151",8,8,8,0,0,0,8,234,"37%","63%","27%","22%","64%","53%","71%","140114;140129;140141;140145;140146;140148;140150;140151",8,8,0,0,234,"37%","63%"
202324,"AcademicYear","Multi-academy trust","INSPIRATIONAL LEARNING ACADEMIES TRUST",3996,"TR01505",8657945,10060574,"West Midlands","140285;140859;141346",3,3,1,2,0,0,3,148,"55%","45%","7%","20%","84%","82%","86%","140285;140859;141346",3,1,2,0,148,"55%","45%"
202324,"AcademicYear","Multi-academy trust","NICHOLAS POSTGATE CATHOLIC ACADEMY TRUST",4002,"TR02982",9203984,10060872,"North East","140750;140769;140779;141456;141457;141458;142272;142279;142280;142282;142344;142365;142367;142368;142369;142370;142371;142373;142374;142376;146249;147229;148022",23,22,22,1,0,0,23,766,"SUPPMAT","SUPPMAT","8%","18%","SUPPMAT","SUPPMAT","SUPPMAT","140750;140769;140779;141456;141457;141458;142272;142279;142280;142282;142344;142365;142367;142368;142369;142370;142371;142373;142374;142376;146249;147229;147241;147243;147258;147274;147276;147416;147417;147418;147436;148022",32,31,1,0,1026,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","SUMMIT LEARNING TRUST",4004,"TR01509",7348167,10058342,"West Midlands","138194;139183;139378;139631",4,4,2,2,0,0,4,229,"60%","40%","44%","19%","57%","50%","68%","138194;139183;139378;139631",4,2,2,0,229,"60%","40%"
202324,"AcademicYear","Multi-academy trust","NISHKAM SCHOOL TRUST",4005,"TR01510",7522245,10058501,"West Midlands","137492;139274;139720",3,3,0,0,3,0,3,173,"29%","71%","49%","12%","80%","73%","83%","137492;139274;139720",3,0,0,3,173,"29%","71%"
202324,"AcademicYear","Multi-academy trust","NORTH WEST ACADEMIES TRUST LIMITED",4029,"TR02618",8852553,10060716,"North West","136553;139377;140664;143157;143159;143326;146642;146779;147489",9,8,5,2,2,2,7,225,"21%","79%","8%","20%","71%","55%","76%","136553;139377;140664;143157;143159;143326;146642;146779;147489",9,5,2,2,225,"21%","79%"
202324,"AcademicYear","Multi-academy trust","NORTHAMPTON PRIMARY ACADEMY TRUST",4031,"TR01523",8172039,10039239,"East Midlands","138952;138953;138954;138955;139424;141921;143542;145206;145634;146035",10,10,7,3,0,0,10,552,"29%","71%","28%","17%","62%","43%","70%","138952;138953;138954;138955;139424;141921;143542;145206;145634;146035;147112;149127",12,8,4,0,639,"30%","70%"
202324,"AcademicYear","Multi-academy trust","NORTHERN EDUCATION TRUST",4036,"TR01527",7189647,10058295,"North East","138399;138995;139229;139270;139959;140072;140172;140519;143618;143619",10,10,4,6,0,0,10,370,"61%","39%","19%","21%","78%","75%","81%","138399;138995;139229;139270;139959;140072;140172;140519;143618;143619",10,4,6,0,370,"61%","39%"
202324,"AcademicYear","Multi-academy trust","OASIS COMMUNITY LEARNING",4076,"TR01553",5398529,10058190,"London","135958;135968;137430;137479;138237;138278;138409;138687;138710;139024;139025;139056;139125;139128;139129;139214;139242;139281;140022;140040;140041;140052;140161;140218;140219;140222;140268;140394;140409;140674;144569;145622;146767",33,33,7,26,0,0,33,1817,"59%","41%","42%","21%","56%","50%","65%","135958;135968;137430;137479;138237;138278;138409;138687;138710;139024;139025;139056;139125;139128;139129;139214;139242;139281;140022;140040;140041;140052;140161;140218;140219;140222;140268;140394;140409;140674;144569;145622;146767",33,7,26,0,1817,"59%","41%"
202324,"AcademicYear","Multi-academy trust","THE OLYMPUS ACADEMY TRUST",4095,"TR01568",7844791,10059430,"South West","137753;140259;141618;141638;142342;143408",6,6,5,1,0,0,6,297,"19%","81%","28%","20%","62%","27%","71%","137753;140259;141618;141638;142342;143408",6,5,1,0,297,"19%","81%"
202324,"AcademicYear","Multi-academy trust","ORMISTON ACADEMIES TRUST",4106,"TR01577",6982127,10058272,"West Midlands","138846;139535;140016;140374;142643;143824",6,6,3,3,0,0,6,349,"42%","58%","15%","23%","69%","60%","75%","138846;139535;140016;140374;142643;143824",6,3,3,0,349,"42%","58%"
202324,"AcademicYear","Multi-academy trust","OUR LADY OF THE MAGNIFICAT MULTI-ACADEMY COMPANY",4115,"TR02695",9064485,10060812,"West Midlands","141064;143631;143632;143633;143636;143638",6,6,6,0,0,5,1,246,"14%","86%","31%","11%","74%","81%","72%","141064;143631;143632;143633;143636;143638;149303;149308;149310;149315;149316",11,11,0,0,424,"17%","83%"
