"TIME_PERIOD","TIME_IDENTIFIER","TRUST_GROUP_TYPE","TRUST_NAME","TRUST_UID","TRUST_ID","TRUST_COMPANIES_HOUSE_NUMBER","TRUST_UKPRN","TRUST_LEADREGION","INSTITUTIONS_MATPTINC","NUMINST_MATPTINC","NUMINST_FSM6CLA1A_MATPTINC","NUMINST_CONVERTER_MATPTINC","NUMINST_SPONSOR_MATPTINC","NUMINST_FREE_MATPTINC","NUMINST_3_MATPTINC","NUMINST_4PLUS_MATPTINC","TELIG_MATPTINC","PFSM6CLA1A_MATPTINC","PNOTFSM6CLA1A_MATPTINC","PEALGRP2_MATPTINC","PSEN_MATPTINC","PRWM_EXP_WGTAVG","PRWM_EXP_WGTAVG_FSM6CLA1A","PRWM_EXP_WGTAVG_NOTFSM6CLA1A","INSTITUTIONS_INMAT","NUMINST_INMAT","NUMINST_CONVERTER_INMAT","NUMINST_SPONSOR_INMAT","NUMINST_FREE_INMAT","TELIG_INMAT","PFSM6CLA1A_INMAT","PNOTFSM6CLA1A_INMAT"
202324,"AcademicYear","Multi-academy trust","GREENSHAW LEARNING TRUST",5452,"TR00911",7633694,10058734,"South West","141876;142849;143411;144048;145319;146956;147311;148776",8,8,5,3,0,2,6,438,"28%","72%","23%","24%","57%","39%","64%","141876;142849;143411;144048;145319;146956;147311;148776;149360;149386;150125",11,7,4,0,708,"27%","73%"
202324,"AcademicYear","Multi-academy trust","CHESHIRE ACADEMIES TRUST",5455,"TR01190",8108086,10059855,"North West","138742;141614;141621;147133;148278",5,5,5,0,0,1,4,190,"17%","83%","7%","15%","83%","57%","87%","138742;141614;141621;147133;148278;149493",6,6,0,0,216,"16%","84%"
202324,"AcademicYear","Multi-academy trust","TRANSFORM TRUST",5456,"TR01946",8320065,10060224,"East Midlands","138776;139217;140017;140715;141324;141396;141397;143015;143060;144461;144462;144466;144548;144624;144842;146010;147399;147624;147927",19,19,12,6,1,0,19,1033,"SUPPMAT","SUPPMAT","37%","17%","54%","SUPPMAT","SUPPMAT","138776;139217;140017;140715;141324;141396;141397;143015;143060;144461;144462;144466;144548;144624;144842;146010;147399;147624;147927;149209;149375",21,13,7,1,1134,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","LIME TRUST",5470,"TR03076",9297519,10060895,"London","141734;144597;144598;144600",4,4,1,3,0,0,4,237,"45%","55%","52%","16%","55%","44%","65%","141734;144597;144598;144600",4,1,3,0,237,"45%","55%"
202324,"AcademicYear","Multi-academy trust","THE GOOD SHEPHERD MULTI ACADEMY TRUST",5476,"TR03049",9341374,10060913,"North West","138159;141711;141978;142106;143781;144478;146756;147397;148336;148607",10,7,6,4,0,2,8,75,"17%","83%","1%","19%","54%","40%","57%","138159;140306;141711;141978;142106;143781;144478;146756;147397;148336;148607",11,7,4,0,95,"18%","82%"
202324,"AcademicYear","Multi-academy trust","CORNWALL EDUCATION LEARNING TRUST",5479,"TR01632",7565242,10055139,"South West","136384;137402;141709;141710;142239;142241;142712;142850;148106",9,9,9,0,0,0,9,453,"26%","74%","3%","21%","64%","46%","71%","136384;137402;141709;141710;142239;142241;142712;142850;148106;149681",10,9,1,0,462,"26%","74%"
202324,"AcademicYear","Multi-academy trust","TWYNHAM LEARNING",5480,"TR02338",7565088,10055369,"South West","142671;144047;145428",3,3,2,0,1,0,3,279,"16%","84%","8%","18%","69%","61%","71%","142671;144047;145428",3,2,0,1,279,"16%","84%"
202324,"AcademicYear","Multi-academy trust","SOUTH FARNHAM EDUCATIONAL TRUST",5481,"TR01957",7652902,10058803,"South East","136888;137014;141667",3,3,2,1,0,0,3,259,"9%","91%","7%","17%","94%","65%","97%","136888;137014;141667;149115",4,3,1,0,299,"10%","90%"
202324,"AcademicYear","Multi-academy trust","VANGUARD LEARNING TRUST",5482,"TR02373",7796938,10059337,"London","141718;148774;148775",3,3,3,0,0,2,1,197,"32%","68%","39%","23%","54%","27%","68%","141718;148774;148775",3,3,0,0,197,"32%","68%"
202324,"AcademicYear","Multi-academy trust","CAMPFIRE EDUCATION TRUST",5483,"TR00269",7867334,10055135,"South East","137939;138493;140207;140368;146366;147154",6,6,1,5,0,0,6,262,"28%","72%","27%","21%","65%","36%","76%","137939;138493;140207;140368;146366;147154",6,1,5,0,262,"28%","72%"
202324,"AcademicYear","Multi-academy trust","PARTNERSHIP LEARNING",5485,"TR01615",8339345,10053276,"London","141651;141683;142133;142699;144280;145106;145111",7,7,3,3,1,0,7,526,"34%","66%","53%","15%","63%","47%","70%","141651;141683;142133;142699;144280;145106;145111",7,3,3,1,526,"34%","66%"
202324,"AcademicYear","Multi-academy trust","WATERGROVE TRUST",5486,"TR02393",8368756,10060297,"North West","141400;144689;144690;148436",4,4,2,2,0,1,3,178,"41%","59%","26%","19%","65%","57%","70%","141400;144689;144690;148436;149510",5,3,2,0,267,"43%","57%"
202324,"AcademicYear","Multi-academy trust","DIOCESE OF CHICHESTER ACADEMY TRUST",5488,"TR03018",9201845,10060870,"South East","139644;140760;141655;141868;143034;143541;143553;144521;146448;147701;147712;147996",12,12,6,6,0,4,8,548,"37%","63%","17%","25%","59%","43%","68%","139644;140760;141655;141868;143034;143541;143553;144521;146448;147701;147712;147996;148741;148742;149523;149576;149713",17,9,8,0,728,"35%","65%"
202324,"AcademicYear","Multi-academy trust","RAINBOW EDUCATION MULTI-ACADEMY TRUST",5489,"TR02739",9265723,10060884,"North West","140931;141330;141582;145735;146313;146768;147253",7,7,3,4,0,1,6,253,"SUPPMAT","SUPPMAT","25%","32%","70%","SUPPMAT","SUPPMAT","140931;141330;141582;145735;146313;146768;147253",7,3,4,0,253,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE LEARNING PARTNERSHIP TRUST",5490,"TR03048",9380027,10060926,"East of England","141681;141714;142049",3,3,1,2,0,0,3,110,"SUPPMAT","SUPPMAT","4%","15%","71%","SUPPMAT","SUPPMAT","141681;141714;142049",3,1,2,0,110,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","OUR LADY IMMACULATE CATHOLIC ACADEMIES TRUST LTD",5521,"TR03117",9436283,10060944,"East Midlands","139515;139547;141633;141634;141635;142064;142733;142738;142742;148339",10,10,8,2,0,1,9,450,"SUPPMAT","SUPPMAT","42%","12%","55%","SUPPMAT","SUPPMAT","139515;139547;141633;141634;141635;142064;142733;142738;142742;148339",10,8,2,0,450,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE HOLY SPIRIT CATHOLIC MULTI ACADEMY COMPANY",5524,"TR03047",9432692,10060938,"West Midlands","141747;141812;141817;141823",4,4,3,1,0,0,4,151,"SUPPMAT","SUPPMAT","16%","18%","70%","SUPPMAT","SUPPMAT","141747;141812;141817;141823",4,3,1,0,151,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","INITIO LEARNING TRUST",5526,"TR02856",9362004,10060921,"South West","141757;141829;145405;145811",4,4,3,1,0,0,4,514,"15%","85%","2%","16%","63%","35%","67%","141757;141829;142690;142691;142692;145405;145811",7,6,1,0,605,"17%","83%"
202324,"AcademicYear","Multi-academy trust","VIKING ACADEMY TRUST",5531,"TR03110",9449979,10060953,"South East","141766;142117;143220",3,3,2,0,1,0,3,211,"25%","75%","3%","17%","76%","58%","82%","141766;142117;143220",3,2,0,1,211,"25%","75%"
202324,"AcademicYear","Multi-academy trust","ST MARTIN'S MULTI ACADEMY TRUST",5533,"TR03138",9443906,10060952,"West Midlands","141775;141825;142680",3,3,2,1,0,0,3,149,"62%","38%","41%","21%","55%","53%","58%","141775;141825;142680",3,2,1,0,149,"62%","38%"
202324,"AcademicYear","Multi-academy trust","ASSET EDUCATION",5540,"TR03106",9434926,10060941,"East of England","141373;141591;141819;141842;141849;144442;144443;144444;144445;144446;145979;146271;147509",13,13,10,3,0,0,13,453,"32%","68%","21%","21%","59%","47%","64%","141373;141591;141819;141842;141849;144442;144443;144444;144445;144446;145979;146271;147509",13,10,3,0,453,"32%","68%"
202324,"AcademicYear","Multi-academy trust","FUTURE GENERATION TRUST",5541,"TR03108",9440033,10060948,"West Midlands","141822;144604;145683;147424",4,4,3,1,0,0,4,223,"SUPPMAT","SUPPMAT","0%","19%","65%","SUPPMAT","SUPPMAT","141822;144604;145683;147424;149284",5,4,1,0,275,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","DERBY DIOCESAN ACADEMY TRUST 2",5593,"TR03071",9442311,10060950,"East Midlands","141674;141824;141846;141850;143450;144067;144467;145233;146502;146579;146715;147490",12,12,9,3,0,0,12,481,"28%","72%","18%","17%","63%","42%","71%","141674;141824;141846;141850;143450;144067;144467;145233;146502;146579;146715;147490",12,9,3,0,481,"28%","72%"
202324,"AcademicYear","Multi-academy trust","THE ASPIRE EDUCATIONAL TRUST",5594,"TR00094",8689696,10060601,"North West","140083;140438;140444;141653;141809;143153;143156;143164;145248;145439;146430",11,11,10,1,0,0,11,484,"35%","65%","27%","20%","57%","46%","63%","140083;140438;140444;141653;141792;141809;143153;143156;143164;145248;145439;146430",12,11,1,0,543,"34%","66%"
202324,"AcademicYear","Multi-academy trust","THE REDSTART LEARNING PARTNERSHIP",5598,"TR01773",7649832,10058789,"South West","136926;137454;141695;141740;143143;144985;145199;145842;146747;147024",10,10,3,7,0,1,9,212,"SUPPMAT","SUPPMAT","13%","17%","SUPPMAT","SUPPMAT","SUPPMAT","136926;137454;141695;141740;143143;144985;145199;145842;146747;147024",10,3,7,0,212,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","YORKSHIRE CAUSEWAY SCHOOLS TRUST",5599,"TR02161",7663935,10055082,"Yorkshire and the Humber","141722;142138;142148;142593;142851;143466;147764",7,5,6,1,0,1,6,221,"9%","91%","11%","20%","65%","39%","67%","141722;142138;142148;142593;142851;143466;147764",7,6,1,0,221,"9%","91%"
202324,"AcademicYear","Multi-academy trust","WAYCROFT MULTI ACADEMY TRUST",5600,"TR02405",7683980,10058943,"South West","137212;141351;142032",3,3,1,2,0,0,3,147,"25%","75%","9%","22%","57%","32%","65%","137212;141351;142032",3,1,2,0,147,"25%","75%"
202324,"AcademicYear","Multi-academy trust","RICHARD HUISH TRUST",5604,"TR03160",9320523,10060902,"South West","137126;145674;145675;146778;148001",5,5,4,0,1,1,4,145,"21%","79%","17%","21%","58%","29%","65%","137126;145674;145675;146778;148001",5,4,0,1,145,"21%","79%"
202324,"AcademicYear","Multi-academy trust","LUMEN CHRISTI CATHOLIC MULTI ACADEMY COMPANY",5609,"TR03020",9471525,10060961,"West Midlands","141669;141670;141815;141820;141830;147017;148266",7,7,4,3,0,1,6,271,"38%","62%","13%","16%","73%","60%","80%","141669;141670;141815;141820;141830;147017;148266",7,4,3,0,271,"38%","62%"
202324,"AcademicYear","Multi-academy trust","WILLOW TREE ACADEMY",5613,"TR03144",9440025,10060947,"Yorkshire and the Humber","141788;141901;144195;145740",4,4,3,1,0,0,4,206,"38%","62%","14%","20%","74%","65%","80%","141788;141901;144195;145740",4,3,1,0,206,"38%","62%"
202324,"AcademicYear","Multi-academy trust","PRESTOLEE MULTI ACADEMY TRUST",5618,"TR03097",9481323,10055218,"North West","141915;142030;144459;144698;147551",5,5,4,1,0,0,5,181,"37%","63%","18%","20%","61%","51%","67%","141915;142030;144459;144698;147551;149050;149387;149848",8,7,1,0,298,"39%","61%"
202324,"AcademicYear","Multi-academy trust","OUR LADY OF GRACE CATHOLIC ACADEMY TRUST",5621,"TR03090",9435396,10060943,"London","141925;141927;147335;147336;148025",5,5,5,0,0,0,5,255,"35%","65%","62%","15%","76%","66%","81%","141925;141927;147335;147336;148025;148972",6,6,0,0,291,"34%","66%"
202324,"AcademicYear","Multi-academy trust","THE CONSTELLATION TRUST",5630,"TR01939",6545396,10058237,"Yorkshire and the Humber","140229;140235;141078;144305;144673;145611;145612",7,7,7,0,0,1,6,308,"39%","61%","13%","20%","69%","55%","78%","140229;140235;141078;144305;144673;145611;145612",7,7,0,0,308,"39%","61%"
202324,"AcademicYear","Multi-academy trust","HOPE SENTAMU LEARNING TRUST",5632,"TR01418",7559537,10058624,"Yorkshire and the Humber","141387;141719;141914;143289;143398;146997",6,5,5,1,0,2,4,184,"21%","79%","10%","14%","64%","48%","69%","141387;141719;141914;143289;143398;146997",6,5,1,0,184,"21%","79%"
202324,"AcademicYear","Multi-academy trust","IMPACT MULTI ACADEMY TRUST",5633,"TR01280",7697400,10059069,"London","141784;142897;143033",3,3,2,0,1,0,3,179,"11%","89%","10%","18%","71%","35%","75%","141784;142897;143033",3,2,0,1,179,"11%","89%"
202324,"AcademicYear","Multi-academy trust","SOUTH WEST ESSEX COMMUNITY EDUCATION TRUST LIMITED",5634,"TR02486",7693309,10058998,"East of England","141877;141897;143149",3,3,1,2,0,0,3,180,"28%","72%","13%","13%","69%","65%","71%","141877;141897;143149",3,1,2,0,180,"28%","72%"
202324,"AcademicYear","Multi-academy trust","SHARE MULTI ACADEMY TRUST",5635,"TR01902",7729878,10059231,"Yorkshire and the Humber","141688;141904;142574",3,3,1,2,0,0,3,114,"52%","48%","15%","15%","46%","39%","53%","141688;141904;142574",3,1,2,0,114,"52%","48%"
202324,"AcademicYear","Multi-academy trust","TEAM MULTI-ACADEMY TRUST",5641,"TR01649",8110847,10059856,"South West","138315;141761;141847;144535;144560",5,3,5,0,0,0,5,106,"SUPPMAT","SUPPMAT","6%","24%","SUPPMAT","SUPPMAT","SUPPMAT","138315;141761;141847;144535;144560;149090",6,6,0,0,117,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","FORWARD AS ONE CHURCH OF ENGLAND MULTI ACADEMY TRUST",5643,"TR02143",8212263,10060074,"North West","138851;141673;145751;146535;146703;146716;147916;148096",8,8,6,2,0,1,7,260,"SUPPMAT","SUPPMAT","33%","21%","66%","SUPPMAT","SUPPMAT","138851;140589;141673;144000;145751;146535;146670;146703;146716;147916;148096;148745;150015",13,10,3,0,395,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","NORTHERN STAR ACADEMIES TRUST",5667,"TR01943",7553531,10057355,"Yorkshire and the Humber","142497;143287;143982;146223;146967;148021",6,6,5,1,0,0,6,218,"SUPPMAT","SUPPMAT","48%","20%","62%","SUPPMAT","SUPPMAT","142497;143287;143982;146223;146967;148021;148997",7,6,1,0,290,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE LEARNING TOGETHER TRUST",5669,"TR02174",8561302,10060482,"North West","139883;142028;146511;146755",4,4,2,2,0,0,4,180,"SUPPMAT","SUPPMAT","8%","18%","76%","SUPPMAT","SUPPMAT","139883;142028;146511;146755",4,2,2,0,180,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","TRINITY MULTI ACADEMY TRUST",5689,"TR02674",6897239,10058262,"Yorkshire and the Humber","143651;146959;148143",3,3,1,2,0,0,3,100,"SUPPMAT","SUPPMAT","4%","26%","58%","SUPPMAT","SUPPMAT","143651;146959;148143",3,1,2,0,100,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","JOHN TAYLOR MAT",5690,"TR01177",7421140,10057362,"West Midlands","138899;142809;145218;145794;146085;146294;146295;146607",8,6,7,1,0,0,8,239,"14%","86%","10%","14%","78%","65%","80%","138899;142809;145218;145794;146085;146294;146295;146607;149421;149689",10,9,1,0,309,"14%","86%"
202324,"AcademicYear","Multi-academy trust","TRUSTED CSAT ALLIANCE",5705,"TR03200",9617166,10060981,"West Midlands","141340;143548;145202;145221",4,3,2,2,0,0,4,108,"SUPPMAT","SUPPMAT","4%","19%","57%","SUPPMAT","SUPPMAT","141340;143548;145202;145221",4,2,2,0,108,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","COASTAL LEARNING PARTNERSHIP",5708,"TR03182",9628750,10060987,"South West","142100;142101;142103;142145;142165;142167;142973;142974;142975;145212;148328",11,11,10,1,0,1,10,705,"27%","73%","15%","17%","56%","34%","64%","142100;142101;142103;142145;142165;142167;142973;142974;142975;145212;148328",11,10,1,0,705,"27%","73%"
202324,"AcademicYear","Multi-academy trust","THE ROMERO CATHOLIC ACADEMY",15711,"TR03094",9702162,10061021,"West Midlands","142195;142197;142205;142211;142212;142215;142217",7,7,7,0,0,0,7,301,"SUPPMAT","SUPPMAT","31%","24%","56%","SUPPMAT","SUPPMAT","142195;142197;142205;142211;142212;142215;142217",7,7,0,0,301,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","ST EDMUNDSBURY AND IPSWICH DIOCESAN MULTI-ACADEMY TRUST",15712,"TR03147",9499496,10060972,"East of England","142026;142595;142597;142598;142994;143050;143147;143549;143807;144215;144553;144625;144827;144849;145539;145851;146086;146229;147575;148751",20,19,10,10,0,1,19,411,"28%","72%","13%","20%","54%","34%","61%","142026;142595;142597;142598;142994;143050;143147;143549;143807;144215;144553;144625;144827;144849;145539;145851;146086;146229;147575;148751;148752",21,11,10,0,414,"28%","72%"
202324,"AcademicYear","Multi-academy trust","YORKSHIRE COLLABORATIVE ACADEMY TRUST",15713,"TR03088",9668526,10061002,"Yorkshire and the Humber","142189;142198;142201;143523;144159",5,5,4,1,0,0,5,111,"19%","81%","7%","15%","74%","43%","81%","142189;142198;142201;143523;144159;149625;149985;149986",8,7,1,0,145,"18%","82%"
202324,"AcademicYear","Multi-academy trust","THE STAFFORDSHIRE SCHOOLS MULTI ACADEMY TRUST",15715,"TR03105",9613632,10060980,"West Midlands","142095;142096;142097;146863",4,3,4,0,0,0,4,46,"13%","87%","0%","4%","85%","67%","88%","142095;142096;142097;146863",4,4,0,0,46,"13%","87%"
202324,"AcademicYear","Multi-academy trust","THE THREE SAINTS ACADEMY TRUST",15718,"TR03222",9626002,10060986,"North West","142154;142161;147262",3,3,3,0,0,0,3,117,"30%","70%","7%","33%","72%","66%","74%","142154;142161;147262",3,3,0,0,117,"30%","70%"
202324,"AcademicYear","Multi-academy trust","THE WARRINER MULTI ACADEMY TRUST",15719,"TR03336",9696059,10061019,"South East","142191;142200;142206;144525;146008;147753",6,5,6,0,0,0,6,92,"SUPPMAT","SUPPMAT","4%","21%","SUPPMAT","SUPPMAT","SUPPMAT","142191;142200;142206;144525;146008;147753",6,6,0,0,92,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","ACER TRUST",15720,"TR01414",9591931,10060976,"South East","143969;146481;147281;147759",4,4,3,1,0,0,4,93,"24%","76%","18%","20%","51%","27%","58%","143969;146481;147281;147759",4,3,1,0,93,"24%","76%"
202324,"AcademicYear","Multi-academy trust","RED KITE LEARNING TRUST",15727,"TR00969",7523507,10054307,"Yorkshire and the Humber","141883;142204;142220;143613;145026;146213;146215;146218;146219;146233",10,10,9,0,1,0,10,544,"25%","75%","13%","16%","53%","30%","60%","141883;142204;142220;143613;145026;146213;146215;146218;146219;146233",10,9,0,1,544,"25%","75%"
202324,"AcademicYear","Multi-academy trust","BATLEY MULTI ACADEMY TRUST",15729,"TR00147",7732537,10059240,"Yorkshire and the Humber","137487;144963;146616",3,3,1,1,1,0,3,114,"SUPPMAT","SUPPMAT","63%","16%","55%","SUPPMAT","SUPPMAT","137487;144963;146616",3,1,1,1,114,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE HEART EDUCATION TRUST",15730,"TR01010",8286818,10060166,"East of England","139491;142005;142634;142818",4,4,1,3,0,0,4,149,"50%","50%","19%","31%","36%","26%","45%","139491;142005;142634;142818",4,1,3,0,149,"50%","50%"
202324,"AcademicYear","Multi-academy trust","THE FUTURES TRUST",15732,"TR01671",8678162,10060589,"West Midlands","143779;143780;146199",3,3,2,1,0,0,3,154,"30%","70%","24%","25%","56%","50%","59%","143779;143780;146199;148956",4,3,1,0,213,"40%","60%"
202324,"AcademicYear","Multi-academy trust","TEES VALLEY EDUCATION",15748,"TR03365",9630999,10061206,"North East","138559;138560;139931;146067",4,4,3,1,0,0,4,138,"SUPPMAT","SUPPMAT","3%","25%","SUPPMAT","SUPPMAT","SUPPMAT","138559;138560;139931;146067",4,3,1,0,138,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","VERITAS MULTI ACADEMY TRUST",15750,"TR03364",9692191,10061205,"South East","139186;145951;148711",3,3,2,1,0,1,2,134,"57%","43%","21%","7%","35%","26%","47%","139186;145951;148711",3,2,1,0,134,"57%","43%"
202324,"AcademicYear","Multi-academy trust","THRIVE CHURCH OF ENGLAND ACADEMY TRUST LTD",15753,"TR03172",8652284,10060570,"North West","141967;142265;142936;147516",4,4,1,2,1,0,4,164,"SUPPMAT","SUPPMAT","21%","14%","74%","SUPPMAT","SUPPMAT","141967;142265;142936;147516",4,1,2,1,164,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","CUMBRIA EDUCATION TRUST",15765,"TR02488",7698631,10059094,"North West","141995;143116;143536;145137;145138;147114;147597;148137",8,8,0,8,0,0,8,196,"34%","66%","10%","20%","51%","42%","55%","137653;141995;143116;143536;145137;145138;147114;147597;148137;149410",10,2,8,0,225,"35%","65%"
202324,"AcademicYear","Multi-academy trust","FINHAM PARK MULTI-ACADEMY TRUST",15766,"TR00790",7700317,10059110,"West Midlands","142700;147121;147642",3,3,2,1,0,1,2,138,"SUPPMAT","SUPPMAT","32%","19%","59%","SUPPMAT","SUPPMAT","142700;147121;147642",3,2,1,0,138,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","VICTORIOUS ACADEMIES TRUST",15772,"TR02724",9323071,10060903,"North West","140427;140428;145706;146456;146480;146665;147917",7,7,4,3,0,0,7,338,"51%","49%","10%","35%","57%","45%","68%","140427;140428;145706;146456;146480;146665;147917;149349;149664;149874",10,7,3,0,504,"43%","57%"
202324,"AcademicYear","Multi-academy trust","COMPASS ACADEMY TRUST",15773,"TR02861",9323096,10060904,"London","142298;142299;142300;142301",4,4,4,0,0,0,4,288,"SUPPMAT","SUPPMAT","7%","24%","70%","SUPPMAT","SUPPMAT","142298;142299;142300;142301",4,4,0,0,288,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","THE MOORLANDS PRIMARY FEDERATION",15774,"TR03087",9378112,10060923,"West Midlands","141770;141837;141848;145048;145053",5,5,4,1,0,0,5,86,"30%","70%","2%","15%","64%","46%","72%","141770;141837;141848;142276;145048;145053",6,5,1,0,90,"29%","71%"
202324,"AcademicYear","Multi-academy trust","MEDWAY ANGLICAN SCHOOLS TRUST",15779,"TR03225",9628754,10060988,"South East","138974;142137;142160",3,3,2,1,0,0,3,162,"33%","67%","20%","14%","65%","43%","77%","138974;142137;142160",3,2,1,0,162,"33%","67%"
202324,"AcademicYear","Multi-academy trust","CIRRUS PRIMARY ACADEMY TRUST",15781,"TR03221",9642581,10060991,"London","142177;144544;145742;145977",4,4,2,2,0,0,4,354,"22%","78%","47%","15%","66%","34%","75%","142177;144544;145742;145977",4,2,2,0,354,"22%","78%"
202324,"AcademicYear","Multi-academy trust","ST THOMAS CATHOLIC ACADEMIES TRUST",15785,"TR03139",9660515,10060998,"South East","142263;142264;143802;143804;145324;145325",6,6,6,0,0,0,6,323,"SUPPMAT","SUPPMAT","44%","15%","67%","SUPPMAT","SUPPMAT","142263;142264;143802;143804;145324;145325;148669;148670;148671;148673;148674;149612",12,12,0,0,621,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","VENN ACADEMY TRUST",15786,"TR03231",9662303,10060999,"Yorkshire and the Humber","142307;144583;144605;146919;146948;148689",6,6,5,1,0,1,5,307,"58%","42%","8%","18%","60%","54%","69%","142307;144583;144605;146919;146948;148689",6,5,1,0,307,"58%","42%"
202324,"AcademicYear","Multi-academy trust","AMADEUS PRIMARY ACADEMIES  TRUST",15787,"TR03329",9662313,10061000,"London","142228;142229;142294;142295;146842;146892",6,6,6,0,0,0,6,300,"SUPPMAT","SUPPMAT","22%","14%","58%","SUPPMAT","SUPPMAT","142228;142229;142294;142295;146842;146892",6,6,0,0,300,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","PA COMMUNITY TRUST",15797,"TR03177",9718257,10061025,"West Midlands","142230;142231;142570;146075;147111",5,5,2,3,0,0,5,434,"50%","50%","66%","27%","62%","53%","70%","142230;142231;142570;146075;147111",5,2,3,0,434,"50%","50%"
202324,"AcademicYear","Multi-academy trust","INSPIRE EDUCATION TRUST",15799,"TR03140",9728614,10061026,"West Midlands","142039;142244;142245;143535;147164",5,5,2,3,0,0,5,290,"33%","67%","20%","20%","57%","35%","68%","142039;142244;142245;143535;147164",5,2,3,0,290,"33%","67%"
202324,"AcademicYear","Multi-academy trust","THE KITE ACADEMY TRUST",15864,"TR03179",9785186,10061033,"South East","142356;142380;142415;143809;145543;146975;147128",7,7,7,0,0,0,7,287,"20%","80%","11%","22%","57%","44%","60%","142356;142380;142415;143809;145543;146975;147128",7,7,0,0,287,"20%","80%"
202324,"AcademicYear","Multi-academy trust","ELSTON HALL LEARNING TRUST",15866,"TR03340",9780473,10061031,"West Midlands","142349;142684;143813;144252;147480",5,5,4,1,0,0,5,304,"40%","60%","28%","13%","69%","61%","75%","142349;142684;143813;144252;147480;149508",6,5,1,0,389,"42%","58%"
202324,"AcademicYear","Multi-academy trust","RIVIERA EDUCATION TRUST",15867,"TR03226",9751294,10061028,"South West","136659;142361;142364",3,3,3,0,0,0,3,199,"31%","69%","2%","18%","58%","46%","64%","136659;142361;142364",3,3,0,0,199,"31%","69%"
202324,"AcademicYear","Multi-academy trust","EVERY CHILD MATTERS ACADEMY TRUST",15872,"TR03069",9700223,10061020,"Yorkshire and the Humber","141917;141973;141974;142351;142385;143555;143556;147717",8,8,6,2,0,0,8,327,"SUPPMAT","SUPPMAT","8%","23%","63%","SUPPMAT","SUPPMAT","141917;141973;141974;142351;142385;143555;143556;147717",8,6,2,0,327,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","DRB IGNITE MULTI ACADEMY TRUST",15873,"TR03070",9284055,10060889,"West Midlands","141979;142047;142353;142386;143087;143196;143437;146817",8,8,5,3,0,0,8,474,"62%","38%","26%","28%","57%","53%","62%","141979;142047;142353;142386;143087;143196;143437;146817;149872",9,6,3,0,516,"63%","37%"
202324,"AcademicYear","Multi-academy trust","FURNESS EDUCATION TRUST",15877,"TR00831",6895426,10058261,"North West","142247;142248;142249",3,3,3,0,0,0,3,111,"SUPPMAT","SUPPMAT","4%","14%","76%","SUPPMAT","SUPPMAT","142247;142248;142249;149351;149655",5,5,0,0,124,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","LEO ACADEMY TRUST",15878,"TR00456",7543202,10058553,"London","140260;142398;143375;143628;145484",5,5,4,1,0,0,5,465,"SUPPMAT","SUPPMAT","46%","17%","85%","SUPPMAT","SUPPMAT","140260;142398;143375;143628;145484;148882;149627;149900",8,7,1,0,599,"SUPPMAT","SUPPMAT"
202324,"AcademicYear","Multi-academy trust","CORNERSTONE ACADEMY TRUST",15879,"TR00311",7339625,10058322,"South West","136280;142886;146531",3,3,1,1,1,0,3,147,"18%","82%","7%","19%","72%","48%","78%","136280;142886;146531",3,1,1,1,147,"18%","82%"
202324,"AcademicYear","Multi-academy trust","THE DE FERRERS TRUST",15884,"TR00635",7442789,10058411,"West Midlands","142769;142792;145459",3,3,2,1,0,0,3,132,"32%","68%","39%","20%","47%","45%","48%","142769;142792;145459",3,2,1,0,132,"32%","68%"
