TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_ACAD_MATPTINC,NUMINST_ACAD_CONVERTER_MATPTINC,NUMINST_ACAD_SPONSOR_MATPTINC,NUMINST_ACAD_FREE_MATPTINC,NUMINST_ACAD_UTC_MATPTINC,NUMINST_ACAD_STUDIO_MATPTINC,NUMINST_ACAD_3_MATPTINC,NUMINST_ACAD_4_MATPTINC,NUMINST_ACAD_5PLUS_MATPTINC,NUMINST_AGEN_MATPTINC,NUMINST_AGEN_CONVERTER_MATPTINC,NUMINST_AGEN_SPONSOR_MATPTINC,NUMINST_AGEN_FREE_MATPTINC,NUMINST_AGEN_UTC_MATPTINC,NUMINST_AGEN_STUDIO_MATPTINC,NUMINST_AGEN_3_MATPTINC,NUMINST_AGEN_4_MATPTINC,NUMINST_AGEN_5PLUS_MATPTINC,TALLPUP_ACAD_MATPTINC,TALLSCR_ACAD_1618,TALLENT_ACAD_1618,TALLPPE_ACAD_1618,TALLPPE_GRD_ACAD_1618,VA_ACAD_1618,LCI_ACAD_1618,UCI_ACAD_1618,PB_ACAD_1618,TALLPUP_ACAD_DIS_MATPTINC,TALLSCR_ACAD_1618_DIS,TALLENT_ACAD_1618_DIS,TALLPPE_ACAD_1618_DIS,TALLPPE_GRD_ACAD_1618_DIS,perc_DIS_ACAD,VA_ACAD_1618_DIS,LCI_ACAD_1618_DIS,UCI_ACAD_1618_DIS,TALLPUP_ACAD_NOTDIS_MATPTINC,TALLSCR_ACAD_1618_NOTDIS,TALLENT_ACAD_1618_NOTDIS,TALLPPE_ACAD_1618_NOTDIS,TALLPPE_GRD_ACAD_1618_NOTDIS,VA_ACAD_1618_NOTDIS,LCI_ACAD_1618_NOTDIS,UCI_ACAD_1618_NOTDIS,TALLPUP_AGEN_MATPTINC,TALLSCR_AGEN,TALLENT_AGEN,TALLPPE_AGEN,TALLPPE_GRD_AGEN,VA_AGEN,LCI_AGEN,UCI_AGEN,PB_AGEN,TALLPUP_AGEN_DIS_MATPTINC,TALLSCR_AGEN_DIS,TALLENT_AGEN_DIS,TALLPPE_AGEN_DIS,TALLPPE_GRD_AGEN_DIS,perc_DIS_AGEN,VA_AGEN_DIS,LCI_AGEN_DIS,UCI_AGEN_DIS,TALLPUP_AGEN_NOTDIS_MATPTINC,TALLSCR_AGEN_NOTDIS,TALLENT_AGEN_NOTDIS,TALLPPE_AGEN_NOTDIS,TALLPPE_GRD_AGEN_NOTDIS,VA_AGEN_NOTDIS,LCI_AGEN_NOTDIS,UCI_AGEN_NOTDIS,INSTITUTIONS_INMAT,NUMINST_1618_INMAT,NUMINST_1618_CONVERTER_INMAT,NUMINST_1618_SPONSOR_INMAT,NUMINST_1618_FREE_INMAT,NUMINST_1618_UTC_INMAT,NUMINST_1618_STUDIO_INMAT,NUMINST_ACAD_INMAT,NUMINST_ACAD_CONVERTER_INMAT,NUMINST_ACAD_SPONSOR_INMAT,NUMINST_ACAD_FREE_INMAT,NUMINST_ACAD_UTC_INMAT,NUMINST_ACAD_STUDIO_INMAT,NUMINST_AGEN_INMAT,NUMINST_AGEN_CONVERTER_INMAT,NUMINST_AGEN_SPONSOR_INMAT,NUMINST_AGEN_FREE_INMAT,NUMINST_AGEN_UTC_INMAT,NUMINST_AGEN_STUDIO_INMAT,TALLPUP_1618_INMAT,TALLPUP_ACAD_INMAT,TALLPUP_ACAD_DIS_INMAT,TALLPUP_ACAD_NOTDIS_INMAT,TALLPUP_AGEN_INMAT,TALLPUP_AGEN_DIS_INMAT,TALLPUP_AGEN_NOTDIS_INMAT
202324,AcademicYear,Multi-academy trust,RIVER LEARNING TRUST,2644,TR00467,7966500,10059630,South East,"137936, 147203, 148354, 138897, 140875, 137970, 138817",7,5,1,1,0,0,2,0,5,3,2,1,0,0,0,1,0,2,672,76025,2106.5,36.09,B-,-0.05,-0.1,-0.01,4,63,4995,169.6,29.45,C,9%,-0.3,-0.46,-0.13,595,69311,1890.2,36.67,B-,-0.03,-0.08,0.02,65,2777.5,119.5,23.24,Merit-,-0.49,-0.66,-0.31,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"137936, 147203, 148354, 138897, 140875, 137970, 139146, 138817",8,6,1,1,0,0,8,6,1,1,0,0,4,3,1,0,0,0,886,795,83,695,98,35,63
202324,AcademicYear,Multi-academy trust,RUSSELL EDUCATION TRUST,4421,TR02562,7452885,10058425,London,"141963, 139410, 138239, 136822",4,0,0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4,328,33045,932.3,35.44,B-,0.17,0.1,0.23,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,62,2475,85,29.12,Merit+,0.14,-0.03,0.32,3,16,585,21,27.86,Merit+,26%,0.06,-0.3,0.41,43,1790,61,29.34,Merit+,0.17,-0.04,0.38,"141963, 139410, 138239, 136822",4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,352,328,29,293,62,16,44
202324,AcademicYear,Multi-academy trust,SAPIENTIA EDUCATION TRUST,16336,TR02551,7466353,10058443,East of England,"136481, 139572, 140534",3,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,312,32975,927.3,35.56,B-,0.24,0.17,0.31,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136481, 139572, 140534",3,2,1,0,0,0,3,2,1,0,0,0,2,1,1,0,0,0,342,312,24,267,28,4,24
202324,AcademicYear,Multi-academy trust,SCHOLARS' EDUCATION TRUST,4533,TR01926,7697132,10059062,East of England,"138582, 143131, 137270",3,1,2,0,0,0,0,0,3,3,1,2,0,0,0,0,0,3,268,29215,771.9,37.85,B-,0,-0.08,0.07,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,132,5225,160,32.66,Dist-,0.05,-0.1,0.2,3,9,532,16.5,32.24,Dist-,7%,0.14,-0.45,0.74,122,4678,142.5,32.83,Dist-,0.04,-0.11,0.2,"138582, 149500, 143131, 137270",4,2,2,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,425,384,25,358,162,11,150
202324,AcademicYear,Multi-academy trust,ST THOMAS AQUINAS CATHOLIC MULTI ACADEMY TRUST,2354,TR00235,8090890,10059818,East Midlands,"138298, 146196, 146232",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,258,22859,748,30.56,C,-0.21,-0.29,-0.14,4,34,2749,98.2,27.99,C-,13%,-0.18,-0.41,0.04,221,19786,639.7,30.93,C,-0.22,-0.3,-0.14,62,2201.5,76.5,28.78,Merit+,-0.08,-0.27,0.11,3,9,344,11,31.27,Dist-,15%,0.08,-0.42,0.59,53,1857.5,65.5,28.36,Merit+,-0.1,-0.31,0.1,"138298, 146196, 146232",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,282,258,34,221,62,9,53
202324,AcademicYear,Multi-academy trust,STAR ACADEMIES,4903,TR02243,7353849,10048788,North West,"141565, 142761, 138220",3,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,121,15640,382,40.94,B,-0.01,-0.12,0.1,3,14,1730,41,42.2,B+,12%,0.41,0.06,0.76,106,13745,337.5,40.73,B,-0.06,-0.18,0.06,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"150261, 141565, 142761, 138220",4,2,1,1,0,0,4,2,1,1,0,0,2,1,0,1,0,0,338,274,27,245,64,5,59
202324,AcademicYear,Multi-academy trust,STOWE VALLEY MULTI ACADEMY TRUST,16616,TR03608,10445759,10064277,West Midlands,"145575, 143905, 147432",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,258,20342,600,33.9,C+,-0.05,-0.14,0.03,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,139,6337.5,203.5,31.14,Dist-,-0.04,-0.16,0.08,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"145575, 143905, 147432",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,294,258,23,235,139,16,123
202324,AcademicYear,Multi-academy trust,SWALE ACADEMIES TRUST,4885,TR02230,7344732,10058331,South East,"144354, 137687, 139075, 136286",4,2,2,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,146,5960,238.8,24.96,D+,-0.24,-0.36,-0.11,4,25,1094,38.3,28.56,C,17%,0.03,-0.28,0.35,121,4866,200.5,24.27,D+,-0.29,-0.42,-0.15,192,10181.5,367,27.74,Merit+,-0.09,-0.18,0,3,36,2167,71,30.52,Dist-,19%,0.09,-0.13,0.32,155,8014.5,295.5,27.12,Merit+,-0.13,-0.23,-0.03,"144354, 148712, 137687, 139075, 147897, 136286",6,3,3,0,0,0,5,3,2,0,0,0,6,3,3,0,0,0,392,183,29,153,253,47,203
202324,AcademicYear,Multi-academy trust,THE ARTHUR TERRY LEARNING PARTNERSHIP,2166,TR00089,7730920,10034759,West Midlands,"136986, 138136, 146493",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,292,26475,809.1,32.72,C+,-0.05,-0.12,0.02,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,75,3382.5,110.5,30.61,Dist-,-0.16,-0.33,0.01,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"136986, 138136, 137209, 146493",4,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,395,343,36,304,113,12,101
202324,AcademicYear,Multi-academy trust,THE BROOKE WESTON TRUST,2471,TR00327,2400784,10058154,East Midlands,"135306, 135317, 135967, 137867, 138254",5,0,4,1,0,0,0,0,5,5,0,4,1,0,0,0,0,5,323,28204,884.7,31.88,C+,-0.16,-0.23,-0.09,4,39,3218,104.7,30.74,C,12%,-0.23,-0.44,-0.01,276,24426,755,32.35,C+,-0.15,-0.22,-0.07,132,5549.5,176,31.53,Dist-,-0.04,-0.17,0.08,3,19,808,26.5,30.49,Dist-,14%,0.05,-0.27,0.37,102,4301.5,138.5,31.06,Dist-,-0.11,-0.24,0.03,"135306, 135317, 135967, 137867, 138254",5,0,4,1,0,0,5,0,4,1,0,0,5,0,4,1,0,0,366,323,39,276,132,19,111
202324,AcademicYear,Multi-academy trust,THE CARDINAL HUME ACADEMIES TRUST,2543,TR00389,8148675,10059941,London,"139362, 139369, 143082",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,287,27052,758,35.69,B-,0.18,0.1,0.26,2,82,7116,207.3,34.33,C+,29%,0.15,0,0.31,196,19246,532.2,36.16,B-,0.19,0.1,0.28,130,6286.5,234,26.87,Merit+,0.03,-0.08,0.15,3,40,1858,75,24.77,Merit,31%,-0.06,-0.27,0.14,82,4001.5,144.5,27.69,Merit+,0.08,-0.06,0.22,"139362, 139369, 143082",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,356,287,82,196,130,40,82
202324,AcademicYear,Multi-academy trust,THE CO-OPERATIVE ACADEMIES TRUST,2777,TR00567,7747126,10059286,North West,"144588, 146315, 139730",3,1,1,1,0,0,0,0,3,3,1,1,1,0,0,0,0,3,208,10607,429.2,24.71,D+,-0.45,-0.56,-0.35,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,275,21498.5,634.5,33.88,Dist,0.17,0.07,0.28,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"144588, 146315, 139730, 137065",4,1,2,1,0,0,3,1,1,1,0,0,3,1,1,1,0,0,478,208,87,117,275,120,153
202324,AcademicYear,Multi-academy trust,THE CONSORTIUM ACADEMY TRUST,3403,TR01041,7665828,10058879,Yorkshire and the Humber,"145722, 137306, 136921, 144561",4,3,1,0,0,0,0,0,4,4,3,1,0,0,0,0,0,4,172,13393,427.7,31.31,C,-0.13,-0.23,-0.02,4,10,584,22.8,25.61,C-,6%,0.32,-0.26,0.91,161,12709,401.9,31.62,C,-0.14,-0.25,-0.03,110,4445.5,163.5,27.19,Merit+,0,-0.13,0.14,3,14,612.5,26,23.56,Merit,13%,0.02,-0.32,0.37,95,3775,134.5,28.07,Merit+,0,-0.15,0.14,"145722, 137306, 136921, 144561",4,3,1,0,0,0,4,3,1,0,0,0,4,3,1,0,0,0,233,172,10,161,110,14,95
202324,AcademicYear,Multi-academy trust,THE DAVID ROSS EDUCATION TRUST,2854,TR00633,6182612,10058206,East Midlands,"135294, 141874, 144739, 138757, 139060, 136201",6,1,4,1,0,0,0,0,6,6,1,4,1,0,0,0,0,6,290,19763,753.1,26.24,C-,-0.46,-0.53,-0.38,4,53,3003,136.7,21.97,D+,18%,-0.61,-0.8,-0.42,232,16310,602.4,27.08,C-,-0.42,-0.51,-0.34,126,5199.5,177.5,29.29,Merit+,0.06,-0.06,0.18,3,28,1321,45,29.36,Merit+,22%,0.09,-0.16,0.33,97,3843.5,131.5,29.23,Merit+,0.05,-0.09,0.2,"135294, 141874, 144739, 138757, 139060, 136201",6,1,4,1,0,0,6,1,4,1,0,0,6,1,4,1,0,0,360,290,53,232,126,28,97
202324,AcademicYear,Multi-academy trust,THE DIOCESE OF WESTMINSTER ACADEMY TRUST,2928,TR00665,7944160,10059577,East of England,"137925, 137995, 137994, 137938, 137895, 137922",6,6,0,0,0,0,0,0,6,5,5,0,0,0,0,0,0,5,642,59644,1744.8,34.18,C+,-0.12,-0.17,-0.07,4,61,4925,156.5,31.47,C,10%,-0.25,-0.43,-0.07,576,53979,1571.3,34.35,C+,-0.11,-0.16,-0.06,188,9466.5,323.5,29.26,Merit+,-0.02,-0.13,0.09,3,26,1490,51,29.22,Merit+,14%,-0.2,-0.5,0.1,162,7976.5,272.5,29.27,Merit+,0.01,-0.11,0.13,"137925, 137995, 137994, 137938, 137895, 137922",6,6,0,0,0,0,6,6,0,0,0,0,5,5,0,0,0,0,748,642,61,576,188,26,162
202324,AcademicYear,Multi-academy trust,THE FOUR STONES MULTI ACADEMY TRUST,17145,TR00994,7652306,10058796,West Midlands,"138032, 136898, 148338",3,2,1,0,0,0,1,0,2,3,2,1,0,0,0,1,0,2,189,14706,486.5,30.23,C,-0.06,-0.15,0.03,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,94,3254.5,117,27.82,Merit+,-0.14,-0.3,0.01,3,10,449,16,28.06,Merit+,11%,-0.04,-0.45,0.38,82,2728.5,99,27.56,Merit+,-0.16,-0.33,0,"138032, 136898, 148338",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,218,189,20,167,94,10,82
202324,AcademicYear,Multi-academy trust,THE FUTURES TRUST,15732,TR01671,8678162,10060589,West Midlands,"148417, 140248, 142339, 145179",4,3,1,0,0,0,1,0,3,3,3,0,0,0,0,1,0,2,338,27847,891.1,31.25,C,-0.19,-0.26,-0.12,4,70,5608,180.3,31.1,C,21%,-0.25,-0.41,-0.08,262,21751,693.5,31.36,C,-0.17,-0.25,-0.09,135,8974,263.5,34.06,Dist,0.22,0.07,0.37,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"148417, 140248, 142339, 145179",4,3,1,0,0,0,4,3,1,0,0,0,3,3,0,0,0,0,415,338,70,262,135,33,101
202324,AcademicYear,Multi-academy trust,THE HOWARD PARTNERSHIP TRUST,3493,TR01121,7597068,10058685,South East,"144503, 136833, 142315",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,341,32503,964.3,33.71,C+,0.03,-0.03,0.1,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,63,1920,76,25.26,Merit,-0.31,-0.5,-0.12,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"144503, 136833, 142315",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,387,341,20,316,63,5,56
202324,AcademicYear,Multi-academy trust,THE KEMNAL ACADEMIES TRUST,3586,TR01192,7348231,10058343,South East,"140105, 136720, 138686, 136555, 136456, 137072, 138620",7,7,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,435,28659,1000.5,28.64,C,0.03,-0.04,0.09,3,55,2635,113.8,23.15,D+,13%,-0.09,-0.29,0.11,375,25884,875.7,29.56,C,0.04,-0.03,0.11,278,12407,424,29.26,Merit+,0.14,0.05,0.22,2,51,2149.5,76,28.28,Merit+,18%,0.24,0.04,0.43,223,10149.5,342.5,29.63,Merit+,0.11,0.02,0.21,"140105, 136720, 138686, 136555, 136456, 137072, 138620",7,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,652,435,55,375,278,51,223
202324,AcademicYear,Multi-academy trust,THE LEARNING ALLIANCE,2766,TR00558,7538467,10058540,North West,"140813, 142890, 138002, 136655",4,2,0,0,1,1,1,2,1,4,2,0,0,1,1,1,2,1,212,16025,497.8,32.19,C+,-0.06,-0.16,0.03,3,19,818,33.8,24.2,D+,9%,-0.4,-0.78,-0.02,172,14302,430.9,33.19,C+,-0.04,-0.14,0.06,121,4681.5,176.5,26.52,Merit,-0.04,-0.18,0.1,3,14,570.5,22.5,25.36,Merit,12%,0.12,-0.3,0.55,73,2412.5,89,27.11,Merit+,0.06,-0.13,0.24,"140813, 142890, 138002, 136655",4,2,0,0,1,1,4,2,0,0,1,1,4,2,0,0,1,1,307,212,19,189,121,14,105
202324,AcademicYear,Multi-academy trust,THE LEARNING TRUST,16429,TR00495,7523884,10058507,North West,"143817, 144742, 136645",3,1,1,0,0,1,0,0,3,3,1,1,0,0,1,0,0,3,209,21823.5,688.9,31.68,C+,-0.21,-0.3,-0.13,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,32,1131.5,37,30.58,Dist-,0.04,-0.23,0.31,3,7,215,8,26.88,Merit+,22%,-0.47,-1.08,0.15,25,916.5,29,31.6,Dist-,0.18,-0.12,0.48,"143817, 144742, 136645",3,1,1,0,0,1,3,1,1,0,0,1,3,1,1,0,0,1,248,209,21,170,32,7,25
202324,AcademicYear,Multi-academy trust,THE MERCIAN TRUST,16926,TR01715,7611347,10058703,West Midlands,"139789, 136620, 136777, 136773, 137974",5,4,0,0,0,1,0,0,5,4,3,0,0,0,1,0,0,4,538,55213,1571.3,35.14,B-,-0.36,-0.41,-0.3,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,132,6125,211.5,28.96,Merit+,-0.1,-0.23,0.04,3,30,1548,54,28.67,Merit+,23%,-0.11,-0.37,0.15,101,4457,154.5,28.85,Merit+,-0.09,-0.25,0.06,"146383, 135449, 139789, 136620, 136777, 136773, 137974",7,4,2,0,0,1,7,4,2,0,0,1,6,3,2,0,0,1,756,623,79,541,168,40,127
202324,AcademicYear,Multi-academy trust,THE OLYMPUS ACADEMY TRUST,4095,TR01568,7844791,10059430,South West,"139067, 145124, 145502, 137753",4,2,2,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,299,25220,731.5,34.48,C+,0.01,-0.07,0.09,3,19,1322,39.3,33.64,C+,6%,0.23,-0.11,0.57,268,23132,665,34.78,C+,0,-0.08,0.08,174,7556.5,237,31.88,Dist-,0.21,0.1,0.32,2,17,713.5,22,32.43,Dist-,10%,0.41,0.04,0.78,149,6510.5,202,32.23,Dist-,0.2,0.09,0.32,"139067, 145124, 145502, 137753",4,2,2,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,381,299,19,272,174,17,155
202324,AcademicYear,Multi-academy trust,THE PRIORY FEDERATION OF ACADEMIES,4253,TR01688,6462935,10058228,East Midlands,"135563, 135564, 135565, 136194",4,0,4,0,0,0,0,0,4,4,0,4,0,0,0,0,0,4,335,26301,853.8,30.8,C,-0.14,-0.21,-0.07,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,165,8967.5,267.5,33.52,Dist,0.21,0.09,0.34,2,28,1463.5,44.5,32.89,Dist-,17%,0.21,-0.11,0.53,135,7426.5,220.5,33.68,Dist,0.21,0.08,0.35,"135563, 135564, 135565, 136194",4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,423,335,35,294,165,28,135
202324,AcademicYear,Multi-academy trust,THE ROSEDALE HEWENS ACADEMY TRUST,4397,TR01817,7683702,10058942,London,"137077, 137078, 138368, 141035",3,2,0,0,0,1,0,0,3,4,2,0,0,0,2,0,0,4,55,4132,138.9,29.75,C,-0.51,-0.68,-0.33,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,40,1949.5,58.5,33.32,Dist-,-0.12,-0.34,0.09,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"137077, 137078, 138368, 141035",4,2,0,0,0,2,3,2,0,0,0,1,4,2,0,0,0,2,60,55,17,38,40,12,28
202324,AcademicYear,Multi-academy trust,THE SHEFFIELD UTC ACADEMY TRUST,16038,TR01898,7652696,10058801,Yorkshire and the Humber,"147685, 139695, 142605",3,0,0,0,3,0,0,1,2,3,0,0,0,3,0,0,1,2,152,3451,198.9,17.35,D-,-0.82,-0.99,-0.65,5,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,73,3315,118.5,27.97,Merit+,-0.28,-0.52,-0.03,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"147685, 139695, 142605",3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,194,152,30,116,73,22,49
202324,AcademicYear,Multi-academy trust,THE SIGMA TRUST,16257,TR00517,7926573,10059545,East of England,"145061, 146794, 138084",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,137,8344,308.9,27.01,C-,-0.24,-0.37,-0.12,4,23,1448,50.6,28.62,C,17%,-0.22,-0.54,0.11,108,6206,237.3,26.15,C-,-0.25,-0.38,-0.12,99,4509.5,155,29.09,Merit+,0.02,-0.14,0.18,3,21,940.5,37.5,25.08,Merit,21%,-0.13,-0.5,0.25,78,3569,117.5,30.37,Dist-,0.06,-0.11,0.23,"145061, 146794, 138084",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,293,137,23,108,99,21,78
202324,AcademicYear,Multi-academy trust,THE SPENCER ACADEMIES TRUST,4609,TR01987,7353824,10058352,East Midlands,"145500, 137606, 146562, 138482, 136291, 145327",6,5,1,0,0,0,0,0,6,6,5,1,0,0,0,0,0,6,761,77235,2101.7,36.75,B-,0.1,0.05,0.14,2,93,7516,224.1,33.54,C+,12%,0.06,-0.08,0.21,663,69027,1862.7,37.06,B-,0.1,0.06,0.15,206,10977,329.5,33.31,Dist-,0.14,0.03,0.26,2,46,2341,71,32.97,Dist-,22%,0.1,-0.15,0.35,160,8636,258.5,33.41,Dist,0.16,0.03,0.29,"145500, 137606, 146562, 138482, 136291, 145327",6,5,1,0,0,0,6,5,1,0,0,0,6,5,1,0,0,0,871,761,93,663,206,46,160
