TIME_PERIOD,TIME_IDENTIFIER,TRUST_GROUP_TYPE,TRUST_NAME,TRUST_UID,TRUST_ID,TRUST_COMPANIES_HOUSE_NUMBER,TRUST_UKPRN,TRUST_LEADREGION,INSTITUTIONS_MATPTINC,NUMINST_ACAD_MATPTINC,NUMINST_ACAD_CONVERTER_MATPTINC,NUMINST_ACAD_SPONSOR_MATPTINC,NUMINST_ACAD_FREE_MATPTINC,NUMINST_ACAD_UTC_MATPTINC,NUMINST_ACAD_STUDIO_MATPTINC,NUMINST_ACAD_3_MATPTINC,NUMINST_ACAD_4_MATPTINC,NUMINST_ACAD_5PLUS_MATPTINC,NUMINST_AGEN_MATPTINC,NUMINST_AGEN_CONVERTER_MATPTINC,NUMINST_AGEN_SPONSOR_MATPTINC,NUMINST_AGEN_FREE_MATPTINC,NUMINST_AGEN_UTC_MATPTINC,NUMINST_AGEN_STUDIO_MATPTINC,NUMINST_AGEN_3_MATPTINC,NUMINST_AGEN_4_MATPTINC,NUMINST_AGEN_5PLUS_MATPTINC,TALLPUP_ACAD_MATPTINC,TALLSCR_ACAD_1618,TALLENT_ACAD_1618,TALLPPE_ACAD_1618,TALLPPE_GRD_ACAD_1618,VA_ACAD_1618,LCI_ACAD_1618,UCI_ACAD_1618,PB_ACAD_1618,TALLPUP_ACAD_DIS_MATPTINC,TALLSCR_ACAD_1618_DIS,TALLENT_ACAD_1618_DIS,TALLPPE_ACAD_1618_DIS,TALLPPE_GRD_ACAD_1618_DIS,perc_DIS_ACAD,VA_ACAD_1618_DIS,LCI_ACAD_1618_DIS,UCI_ACAD_1618_DIS,TALLPUP_ACAD_NOTDIS_MATPTINC,TALLSCR_ACAD_1618_NOTDIS,TALLENT_ACAD_1618_NOTDIS,TALLPPE_ACAD_1618_NOTDIS,TALLPPE_GRD_ACAD_1618_NOTDIS,VA_ACAD_1618_NOTDIS,LCI_ACAD_1618_NOTDIS,UCI_ACAD_1618_NOTDIS,TALLPUP_AGEN_MATPTINC,TALLSCR_AGEN,TALLENT_AGEN,TALLPPE_AGEN,TALLPPE_GRD_AGEN,VA_AGEN,LCI_AGEN,UCI_AGEN,PB_AGEN,TALLPUP_AGEN_DIS_MATPTINC,TALLSCR_AGEN_DIS,TALLENT_AGEN_DIS,TALLPPE_AGEN_DIS,TALLPPE_GRD_AGEN_DIS,perc_DIS_AGEN,VA_AGEN_DIS,LCI_AGEN_DIS,UCI_AGEN_DIS,TALLPUP_AGEN_NOTDIS_MATPTINC,TALLSCR_AGEN_NOTDIS,TALLENT_AGEN_NOTDIS,TALLPPE_AGEN_NOTDIS,TALLPPE_GRD_AGEN_NOTDIS,VA_AGEN_NOTDIS,LCI_AGEN_NOTDIS,UCI_AGEN_NOTDIS,INSTITUTIONS_INMAT,NUMINST_1618_INMAT,NUMINST_1618_CONVERTER_INMAT,NUMINST_1618_SPONSOR_INMAT,NUMINST_1618_FREE_INMAT,NUMINST_1618_UTC_INMAT,NUMINST_1618_STUDIO_INMAT,NUMINST_ACAD_INMAT,NUMINST_ACAD_CONVERTER_INMAT,NUMINST_ACAD_SPONSOR_INMAT,NUMINST_ACAD_FREE_INMAT,NUMINST_ACAD_UTC_INMAT,NUMINST_ACAD_STUDIO_INMAT,NUMINST_AGEN_INMAT,NUMINST_AGEN_CONVERTER_INMAT,NUMINST_AGEN_SPONSOR_INMAT,NUMINST_AGEN_FREE_INMAT,NUMINST_AGEN_UTC_INMAT,NUMINST_AGEN_STUDIO_INMAT,TALLPUP_1618_INMAT,TALLPUP_ACAD_INMAT,TALLPUP_ACAD_DIS_INMAT,TALLPUP_ACAD_NOTDIS_INMAT,TALLPUP_AGEN_INMAT,TALLPUP_AGEN_DIS_INMAT,TALLPUP_AGEN_NOTDIS_INMAT
202324,AcademicYear,Multi-academy trust,ACADEMIES ENTERPRISE TRUST,2053,TR00008,6625091,10033736,East of England,"139276, 136208, 137138, 136147, 139048, 135651, 135652, 135957, 137188, 136753",10,1,9,0,0,0,0,0,10,10,1,9,0,0,0,0,0,10,568,40516.75,1318.2,30.74,C,-0.06,-0.12,0,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,384,18680,647,28.87,Merit+,-0.02,-0.1,0.05,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"139276, 136208, 137138, 136147, 139048, 135651, 135652, 135957, 137188, 136753",10,1,9,0,0,0,10,1,9,0,0,0,10,1,9,0,0,0,836,568,131,432,384,105,278
202324,AcademicYear,Multi-academy trust,ACADEMY TRANSFORMATION TRUST,2062,TR00015,7846852,10039859,East of England,"139062, 139063, 142594, 139867",4,2,2,0,0,0,0,0,4,4,2,2,0,0,0,0,0,4,144,7797,300.1,25.98,C-,-0.3,-0.42,-0.18,4,28,1529,63.8,23.97,D+,19%,-0.52,-0.79,-0.25,114,6068,231.3,26.23,C-,-0.24,-0.38,-0.1,125,5526,208.5,26.5,Merit,-0.21,-0.34,-0.08,4,19,685,28.5,24.04,Merit,15%,-0.36,-0.71,-0.02,106,4841,180,26.89,Merit+,-0.19,-0.32,-0.05,"139062, 139063, 142594, 139867",4,2,2,0,0,0,4,2,2,0,0,0,4,2,2,0,0,0,208,144,28,114,125,19,106
202324,AcademicYear,Multi-academy trust,ACTIVATE LEARNING EDUCATION TRUST,15710,TR02786,8707909,10060613,South East,"145945, 139268, 141111, 142024, 146375, 145155",6,0,2,0,4,0,0,0,6,5,0,2,0,3,0,0,0,5,283,17827,669.6,26.62,C-,-0.18,-0.27,-0.1,4,22,678,43.3,15.66,D-,8%,-0.56,-0.92,-0.19,237,16050,577,27.82,C-,-0.14,-0.23,-0.05,127,6257.5,232,26.97,Merit+,-0.2,-0.38,-0.03,4,12,432.5,23.5,18.4,Pass+,9%,-0.96,-1.57,-0.36,110,5445,197.5,27.57,Merit+,-0.12,-0.3,0.06,"145945, 139268, 141111, 142024, 146375, 145155",6,0,2,0,4,0,6,0,2,0,4,0,5,0,2,0,3,0,468,283,22,248,127,12,110
202324,AcademicYear,Multi-academy trust,ALBAN ACADEMIES TRUST,16752X,TR01869X,7523557,10058506,East of England,"137038, 146305, 136609",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,383,43716,1115,39.21,B,0.28,0.21,0.34,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,106,4030,146,27.6,Merit+,-0.16,-0.29,-0.02,4,14,568,21,27.05,Merit+,13%,0.08,-0.26,0.42,90,3352,121,27.7,Merit+,-0.2,-0.34,-0.05,"137038, 146305, 136609",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,417,383,25,348,106,14,90
202324,AcademicYear,Multi-academy trust,ALDRIDGE EDUCATION,2096,TR00628,5670663,10058195,North West,"146303, 136164, 139924, 135580",4,0,2,0,1,1,0,0,4,3,0,2,0,0,1,0,0,3,102,5410,175,30.91,C,-0.02,-0.18,0.13,3,25,940,34.5,27.25,C-,25%,-0.26,-0.66,0.13,77,4470,140.5,31.81,C+,0.03,-0.14,0.2,45,2285,80.5,28.39,Merit+,0.04,-0.18,0.26,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"146303, 136164, 139924, 135580",4,0,2,0,1,1,4,0,2,0,1,1,3,0,2,0,0,1,242,102,25,77,45,10,34
202324,AcademicYear,Multi-academy trust,ANTHEM SCHOOLS TRUST,2597,TR00429,7468210,10058447,East Midlands,"138571, 134003, 137873, 136261",4,1,3,0,0,0,0,0,4,4,1,3,0,0,0,0,0,4,282,21910,716.6,30.57,C,0,-0.08,0.08,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,111,4942,167.5,29.5,Merit+,0.15,0.02,0.29,2,10,311,11.5,27.04,Merit+,9%,0.08,-0.42,0.58,99,4526,153,29.58,Merit+,0.16,0.02,0.29,"138571, 134003, 137873, 136261",4,1,3,0,0,0,4,1,3,0,0,0,4,1,3,0,0,0,330,282,47,231,111,10,99
202324,AcademicYear,Multi-academy trust,ARCHWAY LEARNING TRUST,2363,TR00242,7875164,10052837,East Midlands,"143934, 136716, 139765, 137798",3,3,0,0,0,0,1,0,2,4,4,0,0,0,0,2,0,2,250,16663,606,27.5,C-,-0.27,-0.36,-0.18,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,116,5210,184.5,28.24,Merit+,-0.18,-0.33,-0.02,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"143934, 136716, 139765, 137798",4,4,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,412,250,72,172,116,43,72
202324,AcademicYear,Multi-academy trust,ARETÉ LEARNING TRUST,5622,TR03123,9471240,10060960,Yorkshire and the Humber,"146969, 141930, 145090",3,2,1,0,0,0,0,0,3,3,2,1,0,0,0,0,0,3,204,19931,566.2,35.2,B-,0.11,0.02,0.2,2,17,1079,39.8,27.11,C-,8%,-0.19,-0.55,0.17,186,18752,523.4,35.83,B-,0.13,0.04,0.22,53,2345,75,31.27,Dist-,0.17,-0.07,0.41,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,"146969, 141930, 145090",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,249,204,17,186,53,7,45
202324,AcademicYear,Multi-academy trust,ARK SCHOOLS,2157,TR00081,5112090,10044534,London,"131752, 135315, 135584, 138267, 138681, 141019, 146318, 135242, 135600, 139815, 138518, 135970, 139821",13,1,10,2,0,0,0,0,13,13,1,10,2,0,0,0,0,13,789,80006,2240.5,35.71,B-,0.14,0.1,0.19,2,302,29937,862.9,34.69,C+,38%,0.06,-0.01,0.14,474,48604,1340.8,36.25,B-,0.19,0.13,0.25,411,40602.5,1177,34.5,Dist,0.52,0.42,0.61,2,189,18620,544,34.23,Dist,46%,0.55,0.4,0.69,219,21592.5,624,34.6,Dist,0.49,0.36,0.62,"131752, 135315, 135584, 138267, 138681, 141019, 146318, 135242, 135600, 139815, 138518, 135970, 139821",13,1,10,2,0,0,13,1,10,2,0,0,13,1,10,2,0,0,1277,789,302,474,411,189,219
202324,AcademicYear,Multi-academy trust,ASCEND LEARNING TRUST,16676,TR01828,7569743,10058663,South West,"135804, 136911, 137650",3,2,1,0,0,0,0,1,2,3,2,1,0,0,0,0,1,2,209,16985.8,524.7,32.37,C+,0.08,-0.01,0.18,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,121,5320,175.5,30.31,Dist-,0.21,0.06,0.36,2,13,547.5,21.5,25.47,Merit,11%,-0.04,-0.48,0.4,106,4732.5,152,31.13,Dist-,0.25,0.09,0.41,"135804, 136911, 137650",3,2,1,0,0,0,3,2,1,0,0,0,3,2,1,0,0,0,290,209,20,183,121,13,106
202324,AcademicYear,Multi-academy trust,ASPIRATIONS ACADEMIES TRUST,2186,TR00103,7867577,10059468,London,"142126, 137009, 138499, 140886, 145121, 147443, 139711",7,1,4,0,0,2,0,0,7,7,1,4,0,0,2,0,0,7,268,19405,686.6,28.26,C-,-0.18,-0.27,-0.1,4,59,4070,147.1,27.67,C-,22%,-0.28,-0.47,-0.09,202,14940,523,28.57,C,-0.16,-0.25,-0.06,116,5661,209.5,27.02,Merit+,-0.12,-0.26,0.03,3,34,1601,67,23.9,Merit,29%,-0.4,-0.64,-0.15,59,2991,111,26.95,Merit+,-0.11,-0.31,0.1,"142126, 137009, 138499, 140886, 145121, 147443, 139711",7,1,4,0,0,2,7,1,4,0,0,2,7,1,4,0,0,2,364,268,59,202,116,34,79
202324,AcademicYear,Multi-academy trust,ASTREA ACADEMY TRUST,16104,TR03436,9791051,10061035,Yorkshire and the Humber,"146370, 137305, 136992",0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,62,2895,92.5,31.3,Dist-,0.2,-0.05,0.46,3,14,720,22.5,32,Dist-,23%,0.16,-0.46,0.78,48,2175,70,31.07,Dist-,0.22,-0.06,0.49,"146370, 137305, 136992",3,2,1,0,0,0,2,2,0,0,0,0,3,2,1,0,0,0,256,204,20,183,62,14,48
202324,AcademicYear,Multi-academy trust,BETTER FUTURES MULTI-ACADEMY TRUST,17150,TR03673,10817914,10081879,West Midlands,"145174, 147285, 147756",3,3,0,0,0,0,0,2,1,3,3,0,0,0,0,0,2,1,1540,122068,3921.7,31.13,C,-0.24,-0.27,-0.2,4,231,13998,538.4,26,C-,15%,-0.42,-0.52,-0.33,1285,105742,3314.4,31.9,C+,-0.21,-0.24,-0.17,827,38332,1343.5,28.53,Merit+,-0.1,-0.16,-0.04,4,166,7146.5,274.5,26.03,Merit,20%,-0.28,-0.42,-0.15,652,30831.5,1058.5,29.13,Merit+,-0.06,-0.13,0.01,"145174, 147285, 147756",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,2253,1540,231,1285,827,166,652
202324,AcademicYear,Multi-academy trust,BEYOND SCHOOLS TRUST,3123,TR00810,7401701,10058382,South East,"137376, 138511, 136337",3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,199,14690,489.3,30.02,C,-0.23,-0.32,-0.14,4,30,1603,61.8,25.94,C-,15%,-0.36,-0.64,-0.08,167,12927,423.5,30.52,C,-0.21,-0.31,-0.12,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"137376, 138511, 136337",3,2,1,0,0,0,3,2,1,0,0,0,2,1,1,0,0,0,235,199,30,167,87,23,63
202324,AcademicYear,Multi-academy trust,BISHOP BEWICK CATHOLIC EDUCATION TRUST,16761,TR01843,7841435,10059424,North East,"141814, 140081, 137900, 137708, 137734",5,5,0,0,0,0,2,2,1,5,5,0,0,0,0,2,2,1,521,50379,1396.6,36.07,B-,-0.01,-0.07,0.04,3,64,5055,152.9,33.06,C+,12%,0.04,-0.14,0.22,451,44798,1227.4,36.5,B-,-0.02,-0.08,0.04,198,11721.5,357.5,32.79,Dist-,0.02,-0.08,0.13,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"141814, 140081, 137900, 137708, 137734",5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,629,521,64,451,198,43,153
202324,AcademicYear,Multi-academy trust,BISHOP CHADWICK CATHOLIC EDUCATION TRUST,16013,TR03359,9940352,10061060,North East,"148304, 139878, 142601, 139538, 138054",5,5,0,0,0,0,1,2,2,5,5,0,0,0,0,1,2,2,350,27022,887.7,30.44,C,-0.36,-0.43,-0.29,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,143,7177.5,216,33.23,Dist-,0.05,-0.07,0.18,3,17,765,26,29.42,Merit+,12%,-0.07,-0.43,0.29,124,6337.5,187,33.89,Dist,0.07,-0.06,0.2,"148304, 139878, 142601, 139538, 138054",5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,407,350,40,304,143,17,124
202324,AcademicYear,Multi-academy trust,BISHOP HOGARTH CATHOLIC EDUCATION TRUST,2548,TR00392,7808732,10055116,North East,"140867, 137702, 137622",3,3,0,0,0,0,0,2,1,3,3,0,0,0,0,0,2,1,246,24075,667.5,36.07,B-,0.07,-0.01,0.15,3,27,2053,62.3,32.95,C+,11%,0.16,-0.13,0.46,215,21492,592.6,36.27,B-,0.06,-0.03,0.14,91,4350.5,140,31.08,Dist-,0.18,0.03,0.34,2,15,770,24.5,31.43,Dist-,16%,0.22,-0.2,0.64,76,3580.5,115.5,31,Dist-,0.17,0.01,0.34,"140867, 137702, 137622",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,305,246,27,215,91,15,76
202324,AcademicYear,Multi-academy trust,BISHOP WILKINSON CATHOLIC EDUCATION TRUST,16035,TR00390,7890590,10059486,North East,"143583, 138172, 147142, 137852, 137851",5,5,0,0,0,0,0,3,2,5,5,0,0,0,0,0,3,2,598,57543,1642.9,35.03,B-,-0.11,-0.16,-0.06,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,159,9095,267,34.06,Dist,0.09,-0.04,0.23,3,21,1057.5,34.5,30.65,Dist-,13%,0.12,-0.23,0.47,137,7932.5,229.5,34.56,Dist,0.09,-0.05,0.24,"143583, 138172, 147142, 137852, 137851",5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,722,598,49,548,159,21,137
202324,AcademicYear,Multi-academy trust,CABOT LEARNING FEDERATION,2516,TR00367,6207590,10058211,South West,"147350, 142079, 135295",0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,173,8023.5,322,24.92,Merit,-0.49,-0.62,-0.36,4,63,2494,105,23.75,Merit,36%,-0.4,-0.66,-0.13,110,5529.5,217,25.48,Merit,-0.52,-0.67,-0.37,"147350, 142079, 135295, 137752",4,1,1,1,0,1,3,1,1,1,0,0,4,1,1,1,0,1,615,234,51,173,207,66,139
202324,AcademicYear,Multi-academy trust,CENTRAL LEARNING PARTNERSHIP TRUST,2594,TR00427,7827368,10059395,West Midlands,"138098, 145114, 137730",3,1,2,0,0,0,0,0,3,3,1,2,0,0,0,0,0,3,155,11833,364.1,32.5,C+,-0.32,-0.43,-0.21,4,51,3361,107,31.41,C,33%,-0.37,-0.58,-0.16,104,8472,257.1,32.95,C+,-0.29,-0.42,-0.16,124,8165,235.5,34.67,Dist,0.02,-0.1,0.15,3,54,3425,100.5,34.08,Dist,44%,0,-0.2,0.19,70,4740,135,35.11,Dist,0.04,-0.11,0.2,"138098, 145114, 137730",3,1,2,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,219,155,51,104,124,54,70
202324,AcademicYear,Multi-academy trust,CITY OF LONDON ACADEMIES TRUST,2705,TR00514,4504128,10058170,London,"143756, 143659, 144962, 135835, 134222, 135587, 144511",7,0,4,3,0,0,0,0,7,4,0,4,0,0,0,0,0,4,719,90608.9,2163,41.89,B+,0.12,0.08,0.17,2,256,29233.4,754.6,38.74,B,36%,0.08,0,0.17,458,60697.5,1394.1,43.54,B+,0.14,0.08,0.2,64,5915,160,36.97,Dist+,0.31,0.1,0.53,2,39,3725,100,37.25,Dist+,61%,0.31,0.03,0.59,24,2105,58,36.29,Dist,0.33,-0.01,0.66,"143756, 143659, 144962, 135835, 134222, 135587, 144511",7,0,4,3,0,0,7,0,4,3,0,0,4,0,4,0,0,0,791,719,256,458,64,39,24
202324,AcademicYear,Multi-academy trust,CREATIVE EDUCATION TRUST,2816,TR00604,7617529,10058707,East Midlands,"135665, 138858, 137781, 137100, 139819, 139961",5,1,4,0,0,0,0,0,5,6,1,5,0,0,0,0,0,6,285,19374,646.2,29.98,C,-0.14,-0.22,-0.06,4,41,2539,84.7,29.98,C,14%,0.06,-0.18,0.29,241,16686,553.2,30.16,C,-0.17,-0.26,-0.08,210,8911.5,311,28.65,Merit+,-0.14,-0.24,-0.05,4,39,1666.5,60,27.78,Merit+,19%,-0.07,-0.29,0.14,168,7172.5,247.5,28.98,Merit+,-0.16,-0.26,-0.05,"135665, 138858, 145952, 137781, 137100, 139819, 139961",7,1,6,0,0,0,5,1,4,0,0,0,6,1,5,0,0,0,366,285,41,241,210,39,169
202324,AcademicYear,Multi-academy trust,CUMBRIA EDUCATION TRUST,15765,TR02488,7698631,10059094,North West,"141499, 146634, 137252",3,1,2,0,0,0,0,0,3,3,1,2,0,0,0,0,0,3,162,11492,360.4,31.89,C+,0.02,-0.09,0.12,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,98,5241.25,162,32.35,Dist-,0.15,0.01,0.29,2,12,557.5,18.5,30.14,Dist-,12%,0.13,-0.3,0.55,86,4683.75,143.5,32.64,Dist-,0.15,0.01,0.3,"141499, 146634, 137252",3,1,2,0,0,0,3,1,2,0,0,0,3,1,2,0,0,0,191,162,13,149,98,12,86
202324,AcademicYear,Multi-academy trust,DANES EDUCATIONAL TRUST,16254,TR02032,7671949,10058906,East of England,"139416, 144402, 147535, 147246, 136901",5,3,0,1,1,0,1,0,4,5,3,0,1,1,0,1,0,4,497,48148,1342.5,35.86,B-,-0.08,-0.14,-0.03,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,161,4231.5,149.5,28.3,Merit+,-0.15,-0.28,-0.02,4,20,766,23,33.3,Dist-,12%,0.15,-0.23,0.53,141,3465.5,126.5,27.4,Merit+,-0.2,-0.34,-0.06,"139416, 144402, 147535, 147246, 136901",5,3,0,1,1,0,5,3,0,1,1,0,5,3,0,1,1,0,590,497,34,459,161,20,141
202324,AcademicYear,Multi-academy trust,DIVERSE ACADEMIES TRUST,2936,TR00669,7664012,10058867,East Midlands,"139956, 144486, 138964, 137319, 137117, 136624",6,3,3,0,0,0,0,0,6,6,3,3,0,0,0,0,0,6,335,24345,794.2,30.65,C,-0.2,-0.27,-0.12,4,46,2251,93.4,24.1,D+,14%,-0.37,-0.6,-0.13,287,21809,693,31.47,C,-0.18,-0.25,-0.1,193,8201.5,294.5,27.85,Merit+,-0.05,-0.15,0.05,3,29,1233,52,23.71,Merit,15%,-0.17,-0.41,0.07,156,6788.5,235,28.89,Merit+,-0.01,-0.12,0.1,"139956, 144486, 138964, 137319, 137117, 136624",6,3,3,0,0,0,6,3,3,0,0,0,6,3,3,0,0,0,377,335,46,287,193,29,163
202324,AcademicYear,Multi-academy trust,E-ACT,2974,TR00699,6526376,10058234,South West,"138073, 138235, 135973, 136032, 138374, 146518",6,0,6,0,0,0,0,0,6,6,0,6,0,0,0,0,0,6,307,14558,650.3,22.39,D+,-0.51,-0.6,-0.43,4,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,207,9412,358,26.29,Merit,-0.13,-0.24,-0.02,4,77,3299,130.5,25.28,Merit,37%,-0.31,-0.49,-0.13,122,5758,216.5,26.6,Merit,-0.03,-0.17,0.12,"138073, 138235, 135973, 136032, 138374, 146518",6,0,6,0,0,0,6,0,6,0,0,0,6,0,6,0,0,0,420,307,100,201,207,77,128
202324,AcademicYear,Multi-academy trust,EAST ANGLIAN SCHOOLS TRUST LTD,17335,TR00774,7667407,10058884,East of England,"136998, 136834, 136969",3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,366,30759,927.5,33.16,C+,0.09,0.02,0.16,2,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,185,7027,231,30.42,Dist-,0.09,-0.02,0.21,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,"136998, 136834, 136969",3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,416,366,32,332,185,18,165
202324,AcademicYear,Multi-academy trust,EAST MIDLANDS EDUCATION TRUST,2987,TR02426,7530373,10055367,East Midlands,"141259, 138641, 136628, 137628, 138191",5,5,0,0,0,0,0,0,5,4,4,0,0,0,0,0,0,4,517,53144,1458.3,36.44,B-,-0.02,-0.07,0.04,3,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,SUPPMAT,115,4127.5,130,31.75,Dist-,-0.03,-0.18,0.11,3,14,370,17,21.76,Merit-,12%,-0.28,-0.68,0.12,86,3300,100,33,Dist-,-0.04,-0.2,0.13,"148299, 141259, 138641, 136628, 137628, 138191",6,6,0,0,0,0,6,6,0,0,0,0,5,5,0,0,0,0,679,621,54,560,147,17,127
